Órgão superior,Órgão subordinado,Unidade administrativa,contract_no,Número do ICJ,Número do processo,Enquadramento do Processo,supplier,CNPJ/CPF,object,legal_basis,start,end,contract_value_raw,Saldo bruto do contrato,Saldo inativo,status,Número dos aditivos,service_line,currency,value
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600682234,5900.0129032.24.2,7004225124.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE CONSTRUÇÃO DE POÇOS,"Licitação, Lei 13.303, Art. 28, CAPUT",2024-11-05,2029-11-03,"R$ 491.158.627,94","R$ 433.731.872,40","R$ 0,00",Ativo,001,Well Construction,BRL,491158627.94
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600682236,5900.0129032.24.2,7004225124.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE CONSTRUÇÃO DE POÇOS,"Licitação, Lei 13.303, Art. 28, CAPUT",2024-11-05,2029-11-03,"US$ 63.573.120,23","US$ 56.140.407,03","US$ 0,00",Ativo,001,Well Construction,USD,63573120.23
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600682407,5900.0129859.25.2,7004297968.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE SUPORTE TÉCNICO ESPECIALIZADO NO USO DE TECNOLOGIAS E SISTEMAS DE INTERPRETAÇÃO GEOLÓGICA, GEOFÍSICA E DE ENGENHARIA DE","Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2025-02-10,2028-02-09,"R$ 37.918.201,84","R$ 23.520.547,61","R$ 0,00",Ativo,,Other,BRL,37918201.84
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600682987,5900.0130306.25.2,7004343456.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS ESPECIALIZADOS PARA SUPORTE DA SUÍTE DE SOFTWARE OPENWELLS,"Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo",2025-03-28,2026-03-27,"R$ 6.985.913,76","R$ 1.526.174,49","R$ 0,00",Ativo,,Other,BRL,6985913.76
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600683741,5900.0130632.25.2,7004319773.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,LOCAÇÃO E OPERAÇÃO DE UNIDADES GERADORAS DE NITROGÊNIO (UGN) E CRIOGÊNICAS (UN),"Licitação, Lei 13.303, Art. 28, CAPUT",2025-05-23,2029-05-21,"R$ 981.300.410,16","R$ 843.033.491,20","R$ 0,00",Ativo,001,Other,BRL,981300410.16
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600683866,5900.0130927.25.2,7004327049.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS TÉCNICOS DE PERFILAGEM A POÇO ABERTO E REVESTIDO, CANHONEIO, ARAME E CORRELATOS EM POÇOS DE PETRÓLEO E/OU GÁS- WIRELINE","Licitação, Lei 13.303, Art. 28, CAPUT",2025-06-03,2030-06-01,"R$ 59.387.119,11","R$ 59.387.119,11","R$ 0,00",Ativo,,Other,BRL,59387119.11
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600684669,5900.0131132.25.2,7004297366.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE INSTALAÇÃO, MANUTENÇÃO E ASSISTÊNCIA TÉCNICA E SERVIÇOS DE CONDICIONAMENTO DE POÇO E ABANDONO TEMPORÁRIO  LOTE D","Licitação, Lei 13.303, Art. 28, CAPUT",2025-07-14,2028-10-30,"R$ 158.851.912,67","R$ 158.851.912,67","R$ 0,00",Ativo,,Other,BRL,158851912.67
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600684671,5900.0131132.25.2,7004297366.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE INSTALAÇÃO, MANUTENÇÃO E ASSISTÊNCIA TÉCNICA E SERVIÇOS DE CONDICIONAMENTO DE POÇO E ABANDONO TEMPORÁRIO  LOTE D","Licitação, Lei 13.303, Art. 28, CAPUT",2025-07-14,2028-10-30,"US$ 17.688.242,84","US$ 17.688.242,84","US$ 0,00",Ativo,,Other,USD,17688242.84
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600684977,0050.0128594.24.9,,CONVÊNIO,HALLIBURTON PRODUTOS LTDA.,16328932000106," INTEGRAÇÃO DAS INTERFACES DE HARDWARE E SOFTWARE PARA INTEROPERABILIDADE DOS SISTEMAS ""SUBSEA CONTROL MODULE FOR WELL COMPLETION -","Convênio, Patrocínio e Termo de Cooperação, Lei 13.303, Art. 27, § 3º",2025-08-29,2027-05-25,"R$ 24.463.575,76","R$ 11.345.205,34","R$ 0,00",Ativo,,R&D / Innovation,BRL,24463575.76
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600685123,5900.0131681.25.2,7004331236.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS TÉCNICOS ESPECIALIZADOS DE TRATAMENTOS QUÍMICOS, ESTIMULAÇÃO E CORRELATOS, EM POÇOS DE PETRÓLEO, GÁS E OUTROS","Licitação, Lei 13.303, Art. 28, CAPUT",2025-08-05,2030-08-03,"R$ 173.839.512,10","R$ 173.839.512,10","R$ 0,00",Ativo,,Stimulation,BRL,173839512.1
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600685125,5900.0131681.25.2,7004331236.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS TÉCNICOS ESPECIALIZADOS DE TRATAMENTOS QUÍMICOS, ESTIMULAÇÃO E CORRELATOS, EM POÇOS DE PETRÓLEO, GÁS E OUTROS","Licitação, Lei 13.303, Art. 28, CAPUT",2025-08-05,2030-08-03,"US$ 16.468.341,50","US$ 16.468.341,50","US$ 0,00",Ativo,,Stimulation,USD,16468341.5
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600686424,0050.0127364.24.9,,CONVÊNIO,HALLIBURTON PRODUTOS LTDA.,16328932000106,ANÁLISE DE VIABILIDADE E PROPOSTA DE SOLUÇÃO PARA INTERVENÇÃO ROBÓTICA - ROBIN,"Convênio, Patrocínio e Termo de Cooperação, Lei 13.303, Art. 27, § 3º",2025-12-12,2027-12-11,"R$ 24.106.044,32","R$ 17.644.016,90","R$ 0,00",Ativo,,R&D / Innovation,BRL,24106044.32
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600686671,0050.0132648.25.9,,CONVÊNIO,HALLIBURTON ENERGY SERVICES INC,730271280,SOLUÇÃO INTEGRADA DE PERFURAÇÃO MARÍTIMA EM CARRETEL (PULSED POWER),"Convênio, Patrocínio e Termo de Cooperação, Lei 13.303, Art. 27, § 3º",2025-12-22,2029-12-20,"US$ 31.043.314,92","US$ 23.886.752,89","US$ 0,00",Ativo,,Well Construction,USD,31043314.92
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600686749,0050.0128421.24.9,,CONVÊNIO,HALLIBURTON PRODUTOS LTDA.,16328932000106,DESENVOLVIMENTO VÁLVULA GÁS-LIFT ELÉTRICA PARA APLICAÇÃO EM POÇOS ELETRIFICADOS,"Convênio, Patrocínio e Termo de Cooperação, Lei 13.303, Art. 27, § 3º",2025-12-31,2028-10-25,"R$ 39.347.091,96","R$ 33.051.557,25","R$ 0,00",Ativo,,R&D / Innovation,BRL,39347091.96
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600686898,5900.0133055.25.2,7004502968.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE PERFURAÇÃO DIRECIONAL BA,"Licitação, Lei 13.303, Art. 28, CAPUT",2025-12-30,2029-07-11,"R$ 75.988.961,70","R$ 75.988.961,70","R$ 0,00",Ativo,,Well Construction,BRL,75988961.7
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600686899,5900.0133055.25.2,7004502968.0,LICITAÇÃO,HALLIBURTON PRODUTOS LTDA.,16328932000106,SERVIÇOS DE PERFURAÇÃO DIRECIONAL BA,"Licitação, Lei 13.303, Art. 28, CAPUT",2025-12-30,2029-07-11,"US$ 11.173.442,41","US$ 11.173.442,41","US$ 0,00",Ativo,,Well Construction,USD,11173442.41
MINISTÉRIO DE MINAS E ENERGIA,PETROBRAS,910816 - Petróleo Brasileiro S.A.,4600687238,5900.0133339.26.2,7004531818.0,INEXIGIBIL,HALLIBURTON PRODUTOS LTDA.,16328932000106,"SERVIÇOS DE ASSISTÊNCIA TÉCNICA PARA MANUTENÇÃO, TESTES E INSTALAÇÃO/RETIRADA DE VÁLVULA DE SEGURANÇA DE SUBSUPERFÍCIE (DHSV)","Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição",2026-01-23,2027-12-13,"R$ 19.541.672,10","R$ 19.541.672,10","R$ 0,00",Ativo,,DHSV / Safety Valve,BRL,19541672.1
