procdet,pv,tipo,geojson,procedencia,empresa_informante,tejas_match,tejas_found_in
Planta La Jarilla,Venteo de Planta La Jarilla,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-64.143016,-22.9324109999999]}",YACIMIENTO,TECPETROL S.A.,False,
BAT-ME-504,FQ-BAT-ME-504-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0120968789999,-46.6062603169999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-MEN-161,FQ-BAT-MEN-161-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0575277729999,-46.564533325]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-SPC-1019,FQ-BAT-SPC-1019-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6996503989999,-46.6492698119999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-SPC-304,FQ-BAT-SPC-304-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7089222819999,-46.6262900439999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
PG-UME,FQ-PG-UME-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9735164179999,-46.5658716799999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
Bateria Porcelana,Venteo de bateria Porcelana,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-64.113975,-22.8414]}",YACIMIENTO,TECPETROL S.A.,False,
CHIHUIDO DE LA SIERRA NEGRA,Sin Dato91,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.266406241255,-37.3301793188205]}",PLANTA COMPRESORA,YPF S.A.,False,
BAT-ME-511,FQ-BAT-ME-511-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9695101139999,-46.6146301629999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
LR,LR,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8625774136832,-38.1691588715095]}",YACIMIENTO,,False,
ES,ES,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0329266262043,-38.1541273807026]}",YACIMIENTO,,False,
ES2,ES2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0160730813624,-38.1347987998846]}",YACIMIENTO,,False,
PTG-EH-LTS,FQ-PTG-EH-LTS-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0967582509999,-46.6362297119999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-MSA-2001,FQ-MSA-2001-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.492221104,-46.6592156989999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
PLANTA DESHIDRATADORA,OESTE-LLL- ZC-Cerro Bandera VTO C.BANDERA,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5064076322063,-38.90822012316]}",YACIMIENTO,YPF S.A.,False,
Chañares Herrados,1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9079164899886,-33.3741474989802]}",YACIMIENTO,CHAÑARES ENERGIA S.A.,False,
BAT-SPC-1096,FQ-BAT-SPC-1096-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6614271099999,-46.681295561]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
Cluster Sur,Antorcha,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.1317429847842,-38.4397254086987]}",YACIMIENTO,TOTAL AUSTRAL S.A.,False,
USP-3 San Roque,Fosa,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.975338394901,-37.9952690859372]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta RÃ­o Cullen,Fosa,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3465098696211,-52.9016782687041]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta RÃ­o Cullen,Fosa,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3474718519945,-52.899464109557]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
Planta RÃ­o Cullen,Fosa,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3473733184922,-52.900686657788]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
DepÃ³sito de Pozos Alfa Sur,Troncales de produccion,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4933096575174,-52.7726337314253]}",PLANTA COMPRESORA,TOTAL AUSTRAL S.A.,False,
PTGLN,PTGLN,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2818259606762,-38.9191169809748]}",YACIMIENTO,,False,
NI,NI,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3005895628732,-38.9226192589911]}",YACIMIENTO,,False,
Laguna de los Capones,Venteo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6078660825302,-50.7547043852132]}",YACIMIENTO,COMPAÑÍA GENERAL DE COMBUSTIBLES S.A.,False,
PC-PC-303,FQ-PC-PC-303-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6181070079999,-46.5472044619999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-MEN-509,FQ-BAT-MEN-509-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0551984379999,-46.520745346]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-EHA-3215,FQ-BAT-EHA-3215-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1270634359999,-46.519485373]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-ME-510,FQ-BAT-ME-510-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0496132779999,-46.6100347909999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-EH-2-3,FQ-BAT-EH-2-3-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1423196109999,-46.5779123879999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-EH-169,FQ-BAT-EH-169-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1899800729999,-46.5271077849999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-CS-29,FQ-BAT-CS-29-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.680142729,-46.5372277859999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-CL-605,FQ-BAT-CL-605-001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.3380352019999,-46.7054760229999]}",PLANTA COMPRESORA,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
BAT-PCO-1,STk-BAT-PCO-1-001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.041549459,-33.3129277969999]}",YACIMIENTO,"SINOPEC ARGENTINA EXPLORATION AND PRODUCTION, INC.",False,
Unidad Separacion Primaria,OESTE-LLL- ZC-Portezuelo Minas USP-PMi,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3577551721482,-39.0279704750604]}",YACIMIENTO,YPF S.A.,False,
Valle Hermoso 01,Planta Compresora de Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5332475436392,-45.7813627926587]}",YACIMIENTO,PAN AMERICAN ENERGY (SUCURSAL ARGENTINA) LLC,False,
EL MEDANITO,PV-EM-01,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9444649021214,-38.062241725779]}",PLANTA COMPRESORA,PETROLEOS SUDAMERICANOS S.A.,False,
NL,NL,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3852203221996,-38.908300465507]}",YACIMIENTO,,False,
YACIMIENTO BARRANCAS - BATERIAS DE PRODUCCIÓN,OESTE-MZAN-VENTEO BAT-B-8 (A),CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7821560728443,-33.1749686192063]}",YACIMIENTO,YPF S.A.,False,
EL MEDANITO,BATEMT18-SVENTEOS-EFL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9739929227032,-38.0366745293015]}",PLANTA COMPRESORA,PETROLEOS SUDAMERICANOS S.A.,False,
EL MEDANITO,BATEMT19-SVENTEOS-EFL001,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9595223240088,-38.0506446005991]}",PLANTA COMPRESORA,PETROLEOS SUDAMERICANOS S.A.,False,
PTG RNN/LY,PTG LN,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.6381802594027,-38.7539167140878]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
CSJ.RN.LY.a-3,PozoLY3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9647120420216,-38.8184097270401]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
CSJ.RN.LY.a-2,PozoLY2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.956623217254,-38.8233252244762]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
C.SERVICE.RN.LY.x-1,PozoLY1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.9242697376627,-38.8327927271096]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
BATERIA PUESTO MUÑOZ,PUNTO DE VENTEO PUESTO MUÑOZ,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.7391077349765,-35.4932543798462]}",YACIMIENTO,GRECOIL y CIA. S.R.L.,False,
LR,LR,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.8625774136832,-38.1691588715095]}",YACIMIENTO,YSUR PETROLERA ARGENTINA S.A.,False,
Batería Puesto Flores,V_PFBAT-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5076851178412,-38.6994903870234]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
ES,ES,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0329266262043,-38.1541273807026]}",YACIMIENTO,YSUR PETROLERA ARGENTINA S.A.,False,
ES2,ES2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0160730813624,-38.1347987998846]}",YACIMIENTO,YSUR PETROLERA ARGENTINA S.A.,False,
Pozo ECE-21,FQ-ECE-21,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4276638726442,-38.189049023953]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo AEJ.x-1,FQ-AEJ.x-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4930546814282,-38.1755338160326]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo EJ.a-13,FQ-EJ.a-13,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5064742301015,-38.1898792779062]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo AEJ.x-2,FQ-AEJ.x-2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4862415857804,-38.1749264903651]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Pozo AEJ.x-4,FQ-AEJ.x-4,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.476719935737,-38.1715927101136]}",PLANTA COMPRESORA,AMERICAS PETROGAS ARGENTINA S.A.,False,
Bateria 1,BAT.-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3713959828831,-37.4076098620919]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Bateria 2,BAT.-2,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3391507809232,-37.429595809707]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Bateria 3,BAT.-3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3058128941199,-37.4090267455748]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Bateria 5,BAT.-5,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3585412365586,-37.4193152885832]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Bateria 4,BAT.-4,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3430578546791,-37.4131682366911]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Bateria 6,BAT.-6,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2388491151057,-37.3710675770385]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Bateria 8,BAT.-8,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.3529881919069,-37.4128193867177]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Planta deshidratadora,PDH,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5529864221286,-37.3627797812475]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Batería Curamched,BAT-1,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.5520588394156,-37.3654611721476]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
BATERIA PUESTO FLORES,"VENTEO PUESTO FLORES
",CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.5077319005068,-38.6995351870992]}",YACIMIENTO,PRESIDENT PETROLEUM S.A.,False,
BATERIA ESTANCIA VIEJA,VENTEO ESTANCIA VIEJA,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.308043897308,-38.6798549225666]}",PLANTA COMPRESORA,PRESIDENT PETROLEUM S.A.,False,
BATERIA PUESTO PRADO,VENTEO PUESTO PRADO,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.434828460465,-38.5810062150647]}",PLANTA COMPRESORA,PRESIDENT PETROLEUM S.A.,False,
"SHE.Nq.CDL.e-5(h),SHE.Nq.CDL.e-6(h)",CDL3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.5258810085784,-38.3998933768301]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
SHE.Nq.AM.x-3(h),AM3,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0825587588025,-37.7351665585321]}",PLANTA COMPRESORA,O&G DEVELOPMENTS LTD S.A.,False,
PLANTA LAS BASES,VENTEO LAS BASES,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.4863576262035,-38.4598448464624]}",PLANTA COMPRESORA,PRESIDENT PETROLEUM S.A.,False,
PLANTA ALTO LAS HORMIGAS,VENTEO ALTO LAS HORMIGAS,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.581430415881,-38.3464255749802]}",PLANTA COMPRESORA,PRESIDENT PETROLEUM S.A.,False,
BATERIA DOS PUNTITAS,VENTEO DOS PUNTITAS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.9875369168952,-24.115607208306]}",YACIMIENTO,PRESIDENT PETROLEUM S.A.,False,
BATERIA PUESTO GUARDIAN,BATERIA PUESTO GUARDIAN,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.7791147186693,-23.9590829410249]}",YACIMIENTO,PRESIDENT PETROLEUM S.A.,False,
Bateria 9,BAT.-9,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.2406785312116,-37.3734618170948]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Bateria 7,BAT.-7,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.292624639726,-37.3778728365565]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Rio Neuquen,PTG RN 01,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1986083981319,-38.74768066449]}",YACIMIENTO,YPF S.A.,False,
Rio Neuquen,BATNQN06-SVENTEOS-EFL001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.258300780494,-38.6953125005668]}",YACIMIENTO,YPF S.A.,False,
Rio Neuquen,Bat 01,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2009887690681,-38.7368774409678]}",YACIMIENTO,YPF S.A.,False,
Puesto Hernandez,Venteo Gas EC8,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.0773999999999,-37.2905999999999]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Yacimiento Mata Magallanes Oeste,PVMMO-001,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.9498090283208,-45.9589963363484]}",YACIMIENTO,,False,
Planta Aguada del Indio Sur,Venteo 2 de Planta ADIS,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-63.621818,-22.124825]}",YACIMIENTO,TECPETROL S.A.,False,
PTG RNN/LY,PTG LN,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.6381802594027,-38.7539167140878]}",PLANTA COMPRESORA,PRESIDENT PETROLEUM S.A.,False,
Planta RLE,Venteo RLE,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.384715,-38.9626829994716]}",PLANTA COMPRESORA,PETROLERA PAMPA S.A. ,False,
Rio Neuquen,Bat 03,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2266845696362,-38.7496948238633]}",YACIMIENTO,YPF S.A.,False,
Rio Neuquen,Bat 05,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1542968748838,-38.7470092777062]}",YACIMIENTO,YPF S.A.,False,
Rio Neuquen,Bat 07,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1503906256457,-38.7286987301703]}",YACIMIENTO,YPF S.A.,False,
Rio Neuquen,Bat 09,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2218017587169,-38.7047119134574]}",YACIMIENTO,YPF S.A.,False,
Rio Neuquen,Bat 02,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1688232428934,-38.7136840821044]}",YACIMIENTO,YPF S.A.,False,
Rio Neuquen,Bat 04,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1964111326375,-38.7081298834244]}",YACIMIENTO,YPF S.A.,False,
PLANTA COMPRESORA,OESTE-MZAN-VENTEO PTC-VIZ- Extraordinario,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.4145849395433,-33.546124941213]}",YACIMIENTO,YPF S.A.,False,
YACIMIENTO,OESTE-MZAN-VENTEO BAT-LC-4,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7265236432515,-33.2226132164267]}",PLANTA COMPRESORA,YPF S.A.,False,
YACIMIENTO,OESTE-MZAN-VENTEO BAT-B-8,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7822861220069,-33.1759108308202]}",PLANTA COMPRESORA,YPF S.A.,False,
LOS PATOS,ALIVIO DE BATERIA LP-1002,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.05909641,-53.69071048]}",YACIMIENTO,ROCH S.A.,False,
Santa Cruz II - Fraccion B,Chimenea de quema Estacion Separadora ECSR-1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7048950195312,-52.2484130859375]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Santa Cruz II - Fraccion B,Chimenea de quema de PTG,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.710205078125,-52.2476806640625]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Santa Cruz II - Fraccion B,Chimenea de quema Estacion Separadora ESC-2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.8798828125,-52.2363891601562]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Santa Cruz II - Fraccion B,Chimenea de quema Estaccion Separadora ESC-8,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9318237304688,-52.2103271484375]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Santa Cruz II - Fraccion B,Chimenea de quema Estacion Separadora ESC-5,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.9774169921875,-52.1785278320312]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Maria Ines,Chimenea de quema PTC,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.6524047851562,-51.0316162109375]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
PLANTA COMPRESORA,OESTE-MZAN-VENTEO PTG-VM - Extraordinario,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.6261320921223,-33.4630256074458]}",YACIMIENTO,YPF S.A.,False,
YACIMIENTO,OESTE-MZAN-VENTEO BAT-LC-2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.7172151042936,-33.2505842265808]}",YACIMIENTO,YPF S.A.,False,
Maria Ines,Chimenea de quema PRM,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.6524047851562,-51.0316162109375]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Estancia La Maggie,Chimenea de quema PTC,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.6873779296875,-50.6685180664062]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Puesto Peter,Chimenea de quema Bat PPT,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.7794189453125,-50.9664916992188]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
La Paz,Chimenea de quema Bat LP,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.8447875976562,-50.6174926757812]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
La Porfiada,Chimenea de quema Planta LPo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.864990234375,-50.409912109375]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
Estancia Agua Fresca,Chimena de quema Bat EaAF,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-70.5379028320312,-50.7728271484375]}",YACIMIENTO,PETROBRAS ARGENTINA S.A.,False,
LNN,LNN,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-69.4283698477324,-38.8828561225817]}",YACIMIENTO,,False,
Complejo Gas,Venteo Complejo Gas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0962599996533,-38.2080099995344]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Estacion Motocompresora 1,Venteo Estacion Motocompresora 1,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0759599995274,-38.2252000005231]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Estacion Motocompresora 2,Venteo Estacion Motocompresora 2,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1126697557184,-38.1961492384211]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Estacion Motocompresora 3,Venteo Estacion Motocompresora 3,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1551149339724,-38.1556391496301]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Estacion Motocompresora 4,Venteo Estacion Motocompresora 4,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2026816764997,-38.1275173168518]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 2 Piedras Blancas,Venteo Bateria 2 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2031000004889,-38.1285200006321]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
PTC RNN/LY,PTC LN,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.637432615594,-38.7512190261801]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
BATERIA EV,PTC EV,FOSA DE QUEMA,"{""type"":""Point"",""coordinates"":[-67.3086833806966,-38.6817634224277]}",PLANTA COMPRESORA,CHEVRON ARGENTINA S.R.L.,False,
Estacion Motocompresora 5,Venteo Estacion Motocompresora 5,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3458900009002,-37.9915900001803]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 1 Charco Bayo,Venteo Bateria 1 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0828199995266,-38.2121600003916]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 3 Charco Bayo,Venteo Bateria 3 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1332199992606,-38.1511000006245]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 4 Charco Bayo,Venteo Bateria 4 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0650200000706,-38.2313599996597]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 5 Charco Bayo,Venteo Bateria 5 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.0919100001521,-38.2277200000069]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 6 Charco Bayo,Venteo Bateria 6 Charco Bayo,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1070900000613,-38.1803399993733]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 4 Piedras Blancas,Venteo Bateria 4 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1801499995042,-38.1422100002089]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 6 Piedras Blancas,Venteo Bateria 6 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.2225500002201,-38.1112500002741]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 7 Piedras Blancas,Venteo Bateria 7 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1446899994566,-38.1752799998377]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 8 Piedras Blancas,Venteo Bateria 8 Piedras Blancas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.1655600001633,-38.1767300005143]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
Bateria 1 Entre Lomas,Venteo Bateria 1 Entre Lomas,CHIMENEA DE QUEMA,"{""type"":""Point"",""coordinates"":[-68.3231100003953,-38.019710000341]}",YACIMIENTO,Vista Oil & Gas Argentina SA,False,
