anio,cuenca,concepto,cantidad_m3,indice_tiempo,mes,tejas_match,tejas_found_in
2015,DEL COLORADO,Tight_oil,0.0,2015-08,8,False,
2015,GOLFO SAN JORGE,Producción convencional,1281223.599007,2015-08,8,False,
2015,GOLFO SAN JORGE,Shale Oil,17.58,2015-08,8,False,
2015,GOLFO SAN JORGE,Tight_oil,0.0,2015-08,8,False,
2015,LOS BOLSONES,Producción convencional,0.0,2015-08,8,False,
2015,LOS BOLSONES,Shale Oil,0.0,2015-08,8,False,
2015,LOS BOLSONES,Tight_oil,0.0,2015-08,8,False,
2015,MALVINAS,Producción convencional,0.0,2015-08,8,False,
2015,MALVINAS,Shale Oil,0.0,2015-08,8,False,
2015,MALVINAS,Tight_oil,0.0,2015-08,8,False,
2015,NEUQUINA,Producción convencional,916307.34537627,2015-08,8,False,
2015,NEUQUINA,Shale Oil,111627.105668,2015-08,8,False,
2015,NEUQUINA,Tight_oil,18901.544187,2015-08,8,False,
2015,ÑIRIHUAU,Producción convencional,0.0,2015-08,8,False,
2015,ÑIRIHUAU,Shale Oil,0.0,2015-08,8,False,
2015,ÑIRIHUAU,Tight_oil,0.0,2015-08,8,False,
2015,NORESTE,Producción convencional,0.0,2015-08,8,False,
2015,NORESTE,Shale Oil,0.0,2015-08,8,False,
2015,NORESTE,Tight_oil,0.0,2015-08,8,False,
2015,NOROESTE,Producción convencional,39746.005,2015-08,8,False,
2015,NOROESTE,Shale Oil,0.0,2015-08,8,False,
2015,NOROESTE,Tight_oil,0.0,2015-08,8,False,
2015,AUSTRAL,Producción convencional,98549.638894,2015-09,9,False,
2015,AUSTRAL,Shale Oil,0.0,2015-09,9,False,
2015,AUSTRAL,Tight_oil,185.482,2015-09,9,False,
2015,CAÑADON ASFALTO,Producción convencional,0.0,2015-09,9,False,
2015,CAÑADON ASFALTO,Shale Oil,0.0,2015-09,9,False,
2015,CAÑADON ASFALTO,Tight_oil,0.0,2015-09,9,False,
2015,CUYANA,Producción convencional,134846.243,2015-09,9,False,
2015,CUYANA,Shale Oil,0.0,2015-09,9,False,
2015,CUYANA,Tight_oil,0.0,2015-09,9,False,
2015,DEL COLORADO,Producción convencional,0.0,2015-09,9,False,
2015,DEL COLORADO,Shale Oil,0.0,2015-09,9,False,
2015,DEL COLORADO,Tight_oil,0.0,2015-09,9,False,
2015,GOLFO SAN JORGE,Producción convencional,1237400.7836832216,2015-09,9,False,
2015,GOLFO SAN JORGE,Shale Oil,17.83,2015-09,9,False,
2015,GOLFO SAN JORGE,Tight_oil,0.0,2015-09,9,False,
2015,LOS BOLSONES,Producción convencional,0.0,2015-09,9,False,
2015,LOS BOLSONES,Shale Oil,0.0,2015-09,9,False,
2015,LOS BOLSONES,Tight_oil,0.0,2015-09,9,False,
2015,MALVINAS,Producción convencional,0.0,2015-09,9,False,
2015,MALVINAS,Shale Oil,0.0,2015-09,9,False,
2015,MALVINAS,Tight_oil,0.0,2015-09,9,False,
2015,NEUQUINA,Producción convencional,889925.27504573,2015-09,9,False,
2015,NEUQUINA,Shale Oil,113806.151531,2015-09,9,False,
2015,NEUQUINA,Tight_oil,19941.882901,2015-09,9,False,
2015,ÑIRIHUAU,Producción convencional,0.0,2015-09,9,False,
2015,ÑIRIHUAU,Shale Oil,0.0,2015-09,9,False,
2015,ÑIRIHUAU,Tight_oil,0.0,2015-09,9,False,
2015,NORESTE,Producción convencional,0.0,2015-09,9,False,
2015,NORESTE,Shale Oil,0.0,2015-09,9,False,
2015,NORESTE,Tight_oil,0.0,2015-09,9,False,
2015,NOROESTE,Producción convencional,37522.015,2015-09,9,False,
2015,NOROESTE,Shale Oil,0.0,2015-09,9,False,
2015,NOROESTE,Tight_oil,0.0,2015-09,9,False,
2015,AUSTRAL,Producción convencional,107727.54182,2015-10,10,False,
2015,AUSTRAL,Shale Oil,0.0,2015-10,10,False,
2015,AUSTRAL,Tight_oil,257.009,2015-10,10,False,
2015,CAÑADON ASFALTO,Producción convencional,0.0,2015-10,10,False,
2015,CAÑADON ASFALTO,Shale Oil,0.0,2015-10,10,False,
2015,CAÑADON ASFALTO,Tight_oil,0.0,2015-10,10,False,
2015,CUYANA,Producción convencional,141569.55,2015-10,10,False,
2015,CUYANA,Shale Oil,0.0,2015-10,10,False,
2015,CUYANA,Tight_oil,0.0,2015-10,10,False,
2015,DEL COLORADO,Producción convencional,0.0,2015-10,10,False,
2015,DEL COLORADO,Shale Oil,0.0,2015-10,10,False,
2015,DEL COLORADO,Tight_oil,0.0,2015-10,10,False,
2015,GOLFO SAN JORGE,Producción convencional,1297235.9837326624,2015-10,10,False,
2015,GOLFO SAN JORGE,Shale Oil,17.76,2015-10,10,False,
2015,GOLFO SAN JORGE,Tight_oil,0.0,2015-10,10,False,
2015,LOS BOLSONES,Producción convencional,0.0,2015-10,10,False,
2015,LOS BOLSONES,Shale Oil,0.0,2015-10,10,False,
2015,LOS BOLSONES,Tight_oil,0.0,2015-10,10,False,
2015,MALVINAS,Producción convencional,0.0,2015-10,10,False,
