anio,cuenca,concepto,cantidad_mm3,indice_tiempo,mes,tejas_match,tejas_found_in
2017,CAÑADON ASFALTO,Shale gas,0.0,2017-09,9,False,
2017,CAÑADON ASFALTO,Tight gas,0.0,2017-09,9,False,
2017,CUYANA,Producción convencional,4083.27121,2017-09,9,False,
2017,CUYANA,Shale gas,0.0,2017-09,9,False,
2017,CUYANA,Tight gas,0.0,2017-09,9,False,
2017,DEL COLORADO,Producción convencional,0.0,2017-09,9,False,
2017,DEL COLORADO,Shale gas,0.0,2017-09,9,False,
2017,DEL COLORADO,Tight gas,0.0,2017-09,9,False,
2017,GOLFO SAN JORGE,Producción convencional,440804.116515399,2017-09,9,False,
2017,GOLFO SAN JORGE,Shale gas,1.62,2017-09,9,False,
2017,GOLFO SAN JORGE,Tight gas,0.0,2017-09,9,False,
2017,LOS BOLSONES,Producción convencional,0.0,2017-09,9,False,
2017,LOS BOLSONES,Shale gas,0.0,2017-09,9,False,
2017,LOS BOLSONES,Tight gas,0.0,2017-09,9,False,
2017,MALVINAS,Producción convencional,0.0,2017-09,9,False,
2017,MALVINAS,Shale gas,0.0,2017-09,9,False,
2017,MALVINAS,Tight gas,0.0,2017-09,9,False,
2017,NEUQUINA,Producción convencional,1189855.1162403033,2017-09,9,False,
2017,NEUQUINA,Shale gas,190275.96002,2017-09,9,False,
2017,NEUQUINA,Tight gas,795420.2587396968,2017-09,9,False,
2017,ÑIRIHUAU,Producción convencional,0.0,2017-09,9,False,
2017,ÑIRIHUAU,Shale gas,0.0,2017-09,9,False,
2017,ÑIRIHUAU,Tight gas,0.0,2017-09,9,False,
2017,NORESTE,Producción convencional,0.0,2017-09,9,False,
2017,NORESTE,Shale gas,0.0,2017-09,9,False,
2017,NORESTE,Tight gas,0.0,2017-09,9,False,
2017,NOROESTE,Producción convencional,191379.96,2017-09,9,False,
2017,NOROESTE,Shale gas,0.0,2017-09,9,False,
2017,NOROESTE,Tight gas,0.0,2017-09,9,False,
2017,AUSTRAL,Producción convencional,926921.284044,2017-10,10,False,
2017,AUSTRAL,Shale gas,0.0,2017-10,10,False,
2017,AUSTRAL,Tight gas,37516.433,2017-10,10,False,
2017,CAÑADON ASFALTO,Producción convencional,0.0,2017-10,10,False,
2017,CAÑADON ASFALTO,Shale gas,0.0,2017-10,10,False,
2017,CAÑADON ASFALTO,Tight gas,0.0,2017-10,10,False,
2017,CUYANA,Producción convencional,4059.32447,2017-10,10,False,
2017,CUYANA,Shale gas,0.0,2017-10,10,False,
2017,CUYANA,Tight gas,0.0,2017-10,10,False,
2017,DEL COLORADO,Producción convencional,0.0,2017-10,10,False,
2017,DEL COLORADO,Shale gas,0.0,2017-10,10,False,
2017,DEL COLORADO,Tight gas,0.0,2017-10,10,False,
2017,GOLFO SAN JORGE,Producción convencional,450360.662312378,2017-10,10,False,
2017,GOLFO SAN JORGE,Shale gas,5.81,2017-10,10,False,
2017,GOLFO SAN JORGE,Tight gas,0.0,2017-10,10,False,
2017,LOS BOLSONES,Producción convencional,0.0,2017-10,10,False,
2017,LOS BOLSONES,Shale gas,0.0,2017-10,10,False,
2017,LOS BOLSONES,Tight gas,0.0,2017-10,10,False,
2017,MALVINAS,Producción convencional,0.0,2017-10,10,False,
2017,MALVINAS,Shale gas,0.0,2017-10,10,False,
2017,MALVINAS,Tight gas,0.0,2017-10,10,False,
2017,NEUQUINA,Producción convencional,1226909.8797815559,2017-10,10,False,
2017,NEUQUINA,Shale gas,225843.60006,2017-10,10,False,
2017,NEUQUINA,Tight gas,801564.5461584441,2017-10,10,False,
2017,ÑIRIHUAU,Producción convencional,0.0,2017-10,10,False,
2017,ÑIRIHUAU,Shale gas,0.0,2017-10,10,False,
2017,ÑIRIHUAU,Tight gas,0.0,2017-10,10,False,
2017,NORESTE,Producción convencional,0.0,2017-10,10,False,
2017,NORESTE,Shale gas,0.0,2017-10,10,False,
2017,NORESTE,Tight gas,0.0,2017-10,10,False,
2017,NOROESTE,Producción convencional,196293.528,2017-10,10,False,
2017,NOROESTE,Shale gas,0.0,2017-10,10,False,
2017,NOROESTE,Tight gas,0.0,2017-10,10,False,
2017,AUSTRAL,Producción convencional,830904.343284,2017-11,11,False,
2017,AUSTRAL,Shale gas,0.0,2017-11,11,False,
2017,AUSTRAL,Tight gas,40188.148,2017-11,11,False,
2017,CAÑADON ASFALTO,Producción convencional,0.0,2017-11,11,False,
2017,CAÑADON ASFALTO,Shale gas,0.0,2017-11,11,False,
2017,CAÑADON ASFALTO,Tight gas,0.0,2017-11,11,False,
2017,CUYANA,Producción convencional,3844.41075,2017-11,11,False,
2017,CUYANA,Shale gas,0.0,2017-11,11,False,
2017,CUYANA,Tight gas,0.0,2017-11,11,False,
2017,DEL COLORADO,Producción convencional,0.0,2017-11,11,False,
2017,DEL COLORADO,Shale gas,0.0,2017-11,11,False,
2017,DEL COLORADO,Tight gas,0.0,2017-11,11,False,
2017,GOLFO SAN JORGE,Producción convencional,428208.567402227,2017-11,11,False,
2017,GOLFO SAN JORGE,Shale gas,0.0,2017-11,11,False,
2017,GOLFO SAN JORGE,Tight gas,0.0,2017-11,11,False,
2017,LOS BOLSONES,Producción convencional,0.0,2017-11,11,False,
2017,LOS BOLSONES,Shale gas,0.0,2017-11,11,False,
2017,LOS BOLSONES,Tight gas,0.0,2017-11,11,False,
2017,MALVINAS,Producción convencional,0.0,2017-11,11,False,
2017,MALVINAS,Shale gas,0.0,2017-11,11,False,
2017,MALVINAS,Tight gas,0.0,2017-11,11,False,
2017,NEUQUINA,Producción convencional,1136125.9518167127,2017-11,11,False,
2017,NEUQUINA,Shale gas,226093.857387,2017-11,11,False,
2017,NEUQUINA,Tight gas,722726.9197962873,2017-11,11,False,
2017,ÑIRIHUAU,Producción convencional,0.0,2017-11,11,False,
2017,ÑIRIHUAU,Shale gas,0.0,2017-11,11,False,
2017,ÑIRIHUAU,Tight gas,0.0,2017-11,11,False,
2017,NORESTE,Producción convencional,0.0,2017-11,11,False,
2017,NORESTE,Shale gas,0.0,2017-11,11,False,
2017,NORESTE,Tight gas,0.0,2017-11,11,False,
2017,NOROESTE,Producción convencional,187751.767,2017-11,11,False,
2017,NOROESTE,Shale gas,0.0,2017-11,11,False,
2017,NOROESTE,Tight gas,0.0,2017-11,11,False,
2017,AUSTRAL,Producción convencional,922026.932038,2017-12,12,False,
2017,AUSTRAL,Shale gas,0.0,2017-12,12,False,
2017,AUSTRAL,Tight gas,44938.744,2017-12,12,False,
2017,CAÑADON ASFALTO,Producción convencional,0.0,2017-12,12,False,
2017,CAÑADON ASFALTO,Shale gas,0.0,2017-12,12,False,
2017,CAÑADON ASFALTO,Tight gas,0.0,2017-12,12,False,
2017,CUYANA,Producción convencional,4318.294,2017-12,12,False,
2017,CUYANA,Shale gas,0.0,2017-12,12,False,
2017,CUYANA,Tight gas,0.0,2017-12,12,False,
2017,DEL COLORADO,Producción convencional,0.0,2017-12,12,False,
2017,DEL COLORADO,Shale gas,0.0,2017-12,12,False,
2017,DEL COLORADO,Tight gas,0.0,2017-12,12,False,
2017,GOLFO SAN JORGE,Producción convencional,442568.029577229,2017-12,12,False,
2017,GOLFO SAN JORGE,Shale gas,0.0,2017-12,12,False,
2017,GOLFO SAN JORGE,Tight gas,0.0,2017-12,12,False,
2017,LOS BOLSONES,Producción convencional,0.0,2017-12,12,False,
2017,LOS BOLSONES,Shale gas,0.0,2017-12,12,False,
2017,LOS BOLSONES,Tight gas,0.0,2017-12,12,False,
2017,MALVINAS,Producción convencional,0.0,2017-12,12,False,
2017,MALVINAS,Shale gas,0.0,2017-12,12,False,
2017,MALVINAS,Tight gas,0.0,2017-12,12,False,
2017,NEUQUINA,Producción convencional,1158102.4996586721,2017-12,12,False,
2017,NEUQUINA,Shale gas,257117.64553,2017-12,12,False,
2017,NEUQUINA,Tight gas,791698.094811328,2017-12,12,False,
2017,ÑIRIHUAU,Producción convencional,0.0,2017-12,12,False,
2017,ÑIRIHUAU,Shale gas,0.0,2017-12,12,False,
2017,ÑIRIHUAU,Tight gas,0.0,2017-12,12,False,
2017,NORESTE,Producción convencional,0.0,2017-12,12,False,
2017,NORESTE,Shale gas,0.0,2017-12,12,False,
2017,NORESTE,Tight gas,0.0,2017-12,12,False,
2017,NOROESTE,Producción convencional,193198.438,2017-12,12,False,
2017,NOROESTE,Shale gas,0.0,2017-12,12,False,
2017,NOROESTE,Tight gas,0.0,2017-12,12,False,
2018,AUSTRAL,Producción convencional,923584.57255,2018-01,1,False,
2018,AUSTRAL,Shale gas,0.0,2018-01,1,False,
2018,AUSTRAL,Tight gas,47764.278,2018-01,1,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-01,1,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-01,1,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-01,1,False,
2018,CUYANA,Producción convencional,4440.56967,2018-01,1,False,
2018,CUYANA,Shale gas,0.0,2018-01,1,False,
2018,CUYANA,Tight gas,0.0,2018-01,1,False,
2020,AUSTRAL,Shale gas,0.0,2020-04,4,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-01,1,False,
2018,DEL COLORADO,Shale gas,0.0,2018-01,1,False,
2018,DEL COLORADO,Tight gas,0.0,2018-01,1,False,
2018,GOLFO SAN JORGE,Producción convencional,440585.465078951,2018-01,1,False,
2018,GOLFO SAN JORGE,Shale gas,0.0,2018-01,1,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-01,1,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-01,1,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-01,1,False,
2018,LOS BOLSONES,Tight gas,0.0,2018-01,1,False,
2018,MALVINAS,Producción convencional,0.0,2018-01,1,False,
2018,MALVINAS,Shale gas,0.0,2018-01,1,False,
2018,MALVINAS,Tight gas,0.0,2018-01,1,False,
2018,NEUQUINA,Producción convencional,1135829.6698973577,2018-01,1,False,
2018,NEUQUINA,Shale gas,284055.549798,2018-01,1,False,
2018,NEUQUINA,Tight gas,818046.8363046322,2018-01,1,False,
2018,ÑIRIHUAU,Producción convencional,0.0,2018-01,1,False,
2018,ÑIRIHUAU,Shale gas,0.0,2018-01,1,False,
2018,ÑIRIHUAU,Tight gas,0.0,2018-01,1,False,
2018,NOROESTE,Producción convencional,191082.949,2018-01,1,False,
2018,NOROESTE,Shale gas,0.0,2018-01,1,False,
2018,NOROESTE,Tight gas,0.0,2018-01,1,False,
2018,AUSTRAL,Producción convencional,796102.661392,2018-02,2,False,
2018,AUSTRAL,Shale gas,0.0,2018-02,2,False,
2018,AUSTRAL,Tight gas,44894.11,2018-02,2,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-02,2,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-02,2,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-02,2,False,
2018,CUYANA,Producción convencional,3988.43305,2018-02,2,False,
2018,CUYANA,Shale gas,0.0,2018-02,2,False,
2018,CUYANA,Tight gas,0.0,2018-02,2,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-02,2,False,
2018,DEL COLORADO,Shale gas,0.0,2018-02,2,False,
2018,DEL COLORADO,Tight gas,0.0,2018-02,2,False,
2018,GOLFO SAN JORGE,Producción convencional,389379.86194,2018-02,2,False,
2018,GOLFO SAN JORGE,Shale gas,44.71,2018-02,2,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-02,2,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-02,2,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-02,2,False,
2018,LOS BOLSONES,Tight gas,0.0,2018-02,2,False,
2018,MALVINAS,Producción convencional,0.0,2018-02,2,False,
2018,MALVINAS,Shale gas,0.0,2018-02,2,False,
2018,MALVINAS,Tight gas,0.0,2018-02,2,False,
2018,NEUQUINA,Producción convencional,1021334.3175591775,2018-02,2,False,
2018,NEUQUINA,Shale gas,323317.89397,2018-02,2,False,
2018,NEUQUINA,Tight gas,750463.0973708224,2018-02,2,False,
2018,ÑIRIHUAU,Producción convencional,0.0,2018-02,2,False,
2018,ÑIRIHUAU,Shale gas,0.0,2018-02,2,False,
2018,ÑIRIHUAU,Tight gas,0.0,2018-02,2,False,
2018,NOROESTE,Producción convencional,165962.068,2018-02,2,False,
2018,NOROESTE,Shale gas,0.0,2018-02,2,False,
2018,NOROESTE,Tight gas,0.0,2018-02,2,False,
2018,AUSTRAL,Producción convencional,894303.926192,2018-03,3,False,
2018,AUSTRAL,Shale gas,0.0,2018-03,3,False,
2018,AUSTRAL,Tight gas,51411.743,2018-03,3,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-03,3,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-03,3,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-03,3,False,
2018,CUYANA,Producción convencional,4311.83637,2018-03,3,False,
2018,CUYANA,Shale gas,0.0,2018-03,3,False,
2018,CUYANA,Tight gas,0.0,2018-03,3,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-03,3,False,
2018,DEL COLORADO,Shale gas,0.0,2018-03,3,False,
2018,DEL COLORADO,Tight gas,0.0,2018-03,3,False,
2018,GOLFO SAN JORGE,Producción convencional,433710.37132,2018-03,3,False,
2018,GOLFO SAN JORGE,Shale gas,44.28,2018-03,3,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-03,3,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-03,3,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-03,3,False,
2018,LOS BOLSONES,Tight gas,0.0,2018-03,3,False,
2018,MALVINAS,Producción convencional,0.0,2018-03,3,False,
2018,MALVINAS,Shale gas,0.0,2018-03,3,False,
2018,MALVINAS,Tight gas,0.0,2018-03,3,False,
2018,NEUQUINA,Producción convencional,1104616.1275687793,2018-03,3,False,
2018,NEUQUINA,Shale gas,400587.26236,2018-03,3,False,
2018,NEUQUINA,Tight gas,833645.6050712208,2018-03,3,False,
2018,ÑIRIHUAU,Producción convencional,0.0,2018-03,3,False,
2018,ÑIRIHUAU,Shale gas,0.0,2018-03,3,False,
2018,ÑIRIHUAU,Tight gas,0.0,2018-03,3,False,
2018,NOROESTE,Producción convencional,179273.49,2018-03,3,False,
2018,NOROESTE,Shale gas,0.0,2018-03,3,False,
2018,NOROESTE,Tight gas,0.0,2018-03,3,False,
2018,AUSTRAL,Producción convencional,902912.777579,2018-04,4,False,
2018,AUSTRAL,Shale gas,0.0,2018-04,4,False,
2018,AUSTRAL,Tight gas,54104.848,2018-04,4,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-04,4,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-04,4,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-04,4,False,
2018,CUYANA,Producción convencional,4237.69728,2018-04,4,False,
2018,CUYANA,Shale gas,0.0,2018-04,4,False,
2018,CUYANA,Tight gas,0.0,2018-04,4,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-04,4,False,
2018,DEL COLORADO,Shale gas,0.0,2018-04,4,False,
2018,DEL COLORADO,Tight gas,0.0,2018-04,4,False,
2018,GOLFO SAN JORGE,Producción convencional,414506.74049,2018-04,4,False,
2018,GOLFO SAN JORGE,Shale gas,31.07,2018-04,4,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-04,4,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-04,4,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-04,4,False,
2018,LOS BOLSONES,Tight gas,0.0,2018-04,4,False,
2018,MALVINAS,Producción convencional,0.0,2018-04,4,False,
2018,MALVINAS,Shale gas,0.0,2018-04,4,False,
2018,MALVINAS,Tight gas,0.0,2018-04,4,False,
2018,NEUQUINA,Producción convencional,1090662.6515553817,2018-04,4,False,
2018,NEUQUINA,Shale gas,414693.00841022935,2018-04,4,False,
2018,NEUQUINA,Tight gas,827869.0030343989,2018-04,4,False,
2018,ÑIRIHUAU,Producción convencional,0.0,2018-04,4,False,
2018,ÑIRIHUAU,Shale gas,0.0,2018-04,4,False,
2018,ÑIRIHUAU,Tight gas,0.0,2018-04,4,False,
2018,NOROESTE,Producción convencional,168447.058,2018-04,4,False,
2018,NOROESTE,Shale gas,0.0,2018-04,4,False,
2018,NOROESTE,Tight gas,0.0,2018-04,4,False,
2018,AUSTRAL,Producción convencional,928567.868913,2018-05,5,False,
2018,AUSTRAL,Shale gas,0.0,2018-05,5,False,
2018,AUSTRAL,Tight gas,66679.992,2018-05,5,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-05,5,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-05,5,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-05,5,False,
2018,CUYANA,Producción convencional,4073.0984,2018-05,5,False,
2018,CUYANA,Shale gas,0.0,2018-05,5,False,
2018,CUYANA,Tight gas,0.0,2018-05,5,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-05,5,False,
2018,DEL COLORADO,Shale gas,0.0,2018-05,5,False,
2018,DEL COLORADO,Tight gas,0.0,2018-05,5,False,
2018,GOLFO SAN JORGE,Producción convencional,413552.9911,2018-05,5,False,
2018,GOLFO SAN JORGE,Shale gas,58.37,2018-05,5,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-05,5,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-05,5,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-05,5,False,
2018,LOS BOLSONES,Tight gas,0.0,2018-05,5,False,
2018,MALVINAS,Producción convencional,0.0,2018-05,5,False,
2018,MALVINAS,Shale gas,0.0,2018-05,5,False,
2018,MALVINAS,Tight gas,0.0,2018-05,5,False,
2018,NEUQUINA,Producción convencional,1090472.0744435498,2018-05,5,False,
2018,NEUQUINA,Shale gas,481193.99004,2018-05,5,False,
2018,NEUQUINA,Tight gas,779198.7205164601,2018-05,5,False,
2018,ÑIRIHUAU,Producción convencional,0.0,2018-05,5,False,
2018,ÑIRIHUAU,Shale gas,0.0,2018-05,5,False,
2018,ÑIRIHUAU,Tight gas,0.0,2018-05,5,False,
2018,NOROESTE,Producción convencional,181682.075,2018-05,5,False,
2018,NOROESTE,Shale gas,0.0,2018-05,5,False,
2018,NOROESTE,Tight gas,0.0,2018-05,5,False,
2018,AUSTRAL,Producción convencional,920154.261352,2018-06,6,False,
2018,AUSTRAL,Shale gas,0.0,2018-06,6,False,
2018,AUSTRAL,Tight gas,67422.704,2018-06,6,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-06,6,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-06,6,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-06,6,False,
2018,CUYANA,Producción convencional,4027.72393,2018-06,6,False,
2018,CUYANA,Shale gas,0.0,2018-06,6,False,
2018,CUYANA,Tight gas,0.0,2018-06,6,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-06,6,False,
2018,DEL COLORADO,Shale gas,0.0,2018-06,6,False,
2018,DEL COLORADO,Tight gas,0.0,2018-06,6,False,
2018,GOLFO SAN JORGE,Producción convencional,398415.08239,2018-06,6,False,
2018,GOLFO SAN JORGE,Shale gas,4.35,2018-06,6,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-06,6,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-06,6,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-06,6,False,
2018,LOS BOLSONES,Tight gas,0.0,2018-06,6,False,
2018,MALVINAS,Producción convencional,0.0,2018-06,6,False,
2018,MALVINAS,Shale gas,0.0,2018-06,6,False,
2018,MALVINAS,Tight gas,0.0,2018-06,6,False,
2018,NEUQUINA,Producción convencional,1045244.9172273176,2018-06,6,False,
2018,NEUQUINA,Shale gas,524571.69721,2018-06,6,False,
2018,NEUQUINA,Tight gas,830981.2735626824,2018-06,6,False,
2018,ÑIRIHUAU,Producción convencional,0.0,2018-06,6,False,
2018,ÑIRIHUAU,Shale gas,0.0,2018-06,6,False,
2018,ÑIRIHUAU,Tight gas,0.0,2018-06,6,False,
2018,NOROESTE,Producción convencional,176058.588,2018-06,6,False,
2018,NOROESTE,Shale gas,0.0,2018-06,6,False,
2018,NOROESTE,Tight gas,0.0,2018-06,6,False,
2018,AUSTRAL,Producción convencional,960010.583471,2018-07,7,False,
2018,AUSTRAL,Shale gas,0.0,2018-07,7,False,
2018,AUSTRAL,Tight gas,68385.959,2018-07,7,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-07,7,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-07,7,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-07,7,False,
2018,CUYANA,Producción convencional,4179.34306,2018-07,7,False,
2018,CUYANA,Shale gas,0.0,2018-07,7,False,
2018,CUYANA,Tight gas,0.0,2018-07,7,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-07,7,False,
2018,DEL COLORADO,Shale gas,0.0,2018-07,7,False,
2018,DEL COLORADO,Tight gas,0.0,2018-07,7,False,
2018,GOLFO SAN JORGE,Producción convencional,416444.55009,2018-07,7,False,
2018,GOLFO SAN JORGE,Shale gas,61.41,2018-07,7,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-07,7,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-07,7,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-07,7,False,
2018,LOS BOLSONES,Tight gas,0.0,2018-07,7,False,
2018,MALVINAS,Producción convencional,0.0,2018-07,7,False,
2018,MALVINAS,Shale gas,0.0,2018-07,7,False,
2018,MALVINAS,Tight gas,0.0,2018-07,7,False,
2018,NEUQUINA,Producción convencional,1075929.3649615995,2018-07,7,False,
2018,NEUQUINA,Shale gas,555882.083215,2018-07,7,False,
2018,NEUQUINA,Tight gas,833903.5438234104,2018-07,7,False,
2018,ÑIRIHUAU,Producción convencional,0.0,2018-07,7,False,
2018,ÑIRIHUAU,Shale gas,0.0,2018-07,7,False,
2018,ÑIRIHUAU,Tight gas,0.0,2018-07,7,False,
2018,NOROESTE,Producción convencional,181561.408,2018-07,7,False,
2018,NOROESTE,Shale gas,0.0,2018-07,7,False,
2018,NOROESTE,Tight gas,0.0,2018-07,7,False,
2018,AUSTRAL,Producción convencional,964476.671998,2018-08,8,False,
2018,AUSTRAL,Shale gas,0.0,2018-08,8,False,
2018,AUSTRAL,Tight gas,72392.002,2018-08,8,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-08,8,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-08,8,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-08,8,False,
2018,CUYANA,Producción convencional,4193.7771,2018-08,8,False,
2018,CUYANA,Shale gas,0.0,2018-08,8,False,
2018,CUYANA,Tight gas,0.0,2018-08,8,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-08,8,False,
2018,DEL COLORADO,Shale gas,0.0,2018-08,8,False,
2018,DEL COLORADO,Tight gas,0.0,2018-08,8,False,
2018,GOLFO SAN JORGE,Producción convencional,412206.16577,2018-08,8,False,
2018,GOLFO SAN JORGE,Shale gas,62.57,2018-08,8,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-08,8,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-08,8,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-08,8,False,
2018,LOS BOLSONES,Tight gas,0.0,2018-08,8,False,
2018,MALVINAS,Producción convencional,0.0,2018-08,8,False,
2018,MALVINAS,Shale gas,0.0,2018-08,8,False,
2018,MALVINAS,Tight gas,0.0,2018-08,8,False,
2018,NEUQUINA,Producción convencional,1067600.3855975135,2018-08,8,False,
2018,NEUQUINA,Shale gas,634583.793421,2018-08,8,False,
2018,NEUQUINA,Tight gas,810372.3549814766,2018-08,8,False,
2018,ÑIRIHUAU,Producción convencional,0.0,2018-08,8,False,
2018,ÑIRIHUAU,Shale gas,0.0,2018-08,8,False,
2018,ÑIRIHUAU,Tight gas,0.0,2018-08,8,False,
2018,NORESTE,Producción convencional,0.0,2018-08,8,False,
2018,NORESTE,Shale gas,0.0,2018-08,8,False,
2018,NORESTE,Tight gas,0.0,2018-08,8,False,
2018,NOROESTE,Producción convencional,182083.374,2018-08,8,False,
2018,NOROESTE,Shale gas,0.0,2018-08,8,False,
2018,NOROESTE,Tight gas,0.0,2018-08,8,False,
2018,AUSTRAL,Producción convencional,911861.998897,2018-09,9,False,
2018,AUSTRAL,Shale gas,0.0,2018-09,9,False,
2018,AUSTRAL,Tight gas,73491.352,2018-09,9,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-09,9,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-09,9,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-09,9,False,
2018,CUYANA,Producción convencional,3839.936,2018-09,9,False,
2018,CUYANA,Shale gas,0.0,2018-09,9,False,
2018,CUYANA,Tight gas,0.0,2018-09,9,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-09,9,False,
2018,DEL COLORADO,Shale gas,0.0,2018-09,9,False,
2018,DEL COLORADO,Tight gas,0.0,2018-09,9,False,
2018,GOLFO SAN JORGE,Producción convencional,407624.55827,2018-09,9,False,
2018,GOLFO SAN JORGE,Shale gas,16.4,2018-09,9,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-09,9,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-09,9,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-09,9,False,
2018,LOS BOLSONES,Tight gas,0.0,2018-09,9,False,
2018,MALVINAS,Producción convencional,0.0,2018-09,9,False,
2018,MALVINAS,Shale gas,0.0,2018-09,9,False,
2018,MALVINAS,Tight gas,0.0,2018-09,9,False,
2018,NEUQUINA,Producción convencional,986229.4282364261,2018-09,9,False,
2018,NEUQUINA,Shale gas,676533.01664,2018-09,9,False,
2018,NEUQUINA,Tight gas,722296.1991235738,2018-09,9,False,
2018,ÑIRIHUAU,Producción convencional,0.0,2018-09,9,False,
2018,ÑIRIHUAU,Shale gas,0.0,2018-09,9,False,
2018,ÑIRIHUAU,Tight gas,0.0,2018-09,9,False,
2018,NORESTE,Producción convencional,0.0,2018-09,9,False,
2018,NORESTE,Shale gas,0.0,2018-09,9,False,
2018,NORESTE,Tight gas,0.0,2018-09,9,False,
2018,NOROESTE,Producción convencional,172112.279,2018-09,9,False,
2018,NOROESTE,Shale gas,0.0,2018-09,9,False,
2018,NOROESTE,Tight gas,0.0,2018-09,9,False,
2018,AUSTRAL,Producción convencional,946435.819472,2018-10,10,False,
2018,AUSTRAL,Shale gas,0.0,2018-10,10,False,
2018,AUSTRAL,Tight gas,79469.093,2018-10,10,False,
2018,CAÑADON ASFALTO,Producción convencional,0.0,2018-10,10,False,
2018,CAÑADON ASFALTO,Shale gas,0.0,2018-10,10,False,
2018,CAÑADON ASFALTO,Tight gas,0.0,2018-10,10,False,
2018,CUYANA,Producción convencional,3925.09303,2018-10,10,False,
2018,CUYANA,Shale gas,0.0,2018-10,10,False,
2018,CUYANA,Tight gas,0.0,2018-10,10,False,
2018,DEL COLORADO,Producción convencional,0.0,2018-10,10,False,
2018,DEL COLORADO,Shale gas,0.0,2018-10,10,False,
2018,DEL COLORADO,Tight gas,0.0,2018-10,10,False,
2018,GOLFO SAN JORGE,Producción convencional,405920.7162,2018-10,10,False,
2018,GOLFO SAN JORGE,Shale gas,46.59,2018-10,10,False,
2018,GOLFO SAN JORGE,Tight gas,0.0,2018-10,10,False,
2018,LOS BOLSONES,Producción convencional,0.0,2018-10,10,False,
2018,LOS BOLSONES,Shale gas,0.0,2018-10,10,False,
