comentarios_de_geometria,modificacion_planos_base,alta_planos_base,participacion_en_consorcio,codigo_de_sesco,empresa_informante,nombre_de_area,geojson,empresa_operadora_sesco,tejas_match,tejas_found_in
,,2020-01-13T15:47:08,<br> GAS Y PETROLEO DEL NEUQUEN S.A.: 15 %<br> PAMPA ENERGIA S.A.: 85 %,LOVE,PAMPA ENERGIA S.A.,LOS VERTICES,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.8569859532785,-39.2133717212836],[-68.9412670825356,-39.2134446986619],[-68.9413235643775,-39.20818439087],[-68.941235065714,-39.1406687686906],[-68.8520728653871,-39.1405942170166],[-68.8520501220147,-39.1486964546067],[-68.8574523964985,-39.1487031870315],[-68.8572484244617,-39.1766531942343],[-68.8569859532785,-39.2133717212836]]]]}",PAMPA ENERGIA S.A.,False,
"La geometría del área debe coinsiderarse provisoria, dado que la empresa operadora actual aún no ha informado los datos",,2020-01-28T15:17:55,<br> EQUINOR B.V. (SUCURSAL ARGENTINA): 35 %<br> SHELL ARGENTINA S.A.: 30 %<br> YPF S.A.: 35 %,CCAN,YPF S.A.,CAN_100,"{""type"":""MultiPolygon"",""coordinates"":[[[[-55.037501042,-40.163718758],[-54.9904610689999,-41.151305844],[-55.324859794,-41.1562937469999],[-55.3284749229999,-41.013914234],[-55.942070413,-41.020892788],[-55.945633636,-40.796973883],[-56.1574827279999,-40.798746937],[-56.1626108959999,-40.388975386],[-55.7449377729999,-40.3851634059999],[-55.749682972,-40.127883808],[-55.5883114979999,-40.1260288829999],[-55.598820178,-39.611467255],[-55.0445102739999,-39.603457835],[-55.04838361,-39.46531928],[-54.490372624,-39.453414427],[-54.464821601,-40.152598267],[-55.037501042,-40.163718758]]]]}",EQUINOR B.V. (SUCURSAL ARGENTINA),False,
,,2020-01-29T16:06:41,<br> GEOPARK ARGENTINA LTD. (SUCURSAL ARGENTINA): 50.00 %<br> WINTERSHALL DEA ARGENTINA S.A: 50.00 %,X363,WINTERSHALL DEA ARGENTINA S.A,CN-V,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.7189274312559,-35.887813805063],[-69.7201206301629,-36.0193845520554],[-69.8421388422337,-36.0185897977809],[-69.8436527735566,-36.1603792012391],[-69.8440401457361,-36.1964998893583],[-69.9213508051955,-36.195929729973],[-69.9211514201019,-36.1789059008865],[-69.9055908491383,-36.1790246248865],[-69.9049423866817,-36.1226043046449],[-69.8893928647888,-36.1227207668499],[-69.8880658998214,-36.0047405197591],[-69.809425213203,-36.0052969968589],[-69.8079642006873,-35.8618545882186],[-69.7955938811526,-35.8631521957172],[-69.7847064744242,-35.8700737523018],[-69.7844364457853,-35.8729246040872],[-69.7788937963116,-35.8773672936656],[-69.7696430280033,-35.8818664732591],[-69.765920148596,-35.8875551627405],[-69.7189274312559,-35.887813805063]]]]}",WINTERSHALL DEA ARGENTINA S.A,False,
,,2023-01-31T11:04:23,<br> YPF S.A.: 37.50 %<br> TOTAL AUSTRAL S.A.: 37.50 %<br> EQUINOR ARGENTINA AS SUCURSAL ARGENTINA: 25.00 %,Q014,TOTAL AUSTRAL S.A.,MLO_123,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.2499999979783,-53.3750000129148],[-64.2499999791035,-54.0624999755221],[-64.9999999327101,-54.0625000306992],[-65.0000000090177,-53.3749999508857],[-64.2499999979783,-53.3750000129148]]]]}",TOTAL AUSTRAL S.A.,False,
,,2023-01-31T11:04:23,<br> BP EXPLORATION ARGENTINA LIMITED SUCURSAL ARGENTINA: 50.00 %<br> TOTAL AUSTRAL S.A.: 50.00 %,Q002,TOTAL AUSTRAL S.A.,CAN_111,"{""type"":""MultiPolygon"",""coordinates"":[[[[-56.5862000409212,-41.3767998304272],[-57.094899941998,-41.9827998887223],[-57.9012000004911,-41.5899999060375],[-57.3977999295093,-40.9946998727063],[-56.5862000409212,-41.3767998304272]]]]}",TOTAL AUSTRAL S.A.,False,
,2022-02-01T09:54:23,2020-01-30T11:31:07,<br> PAN AMERICAN ENERGY SL: 90.00 %<br> FOMICRUZ S.E.: 10.00 %,Z019,PAN AMERICAN ENERGY SL,CGSJM-1,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.1823385414805,-45.7224493652195],[-66.1831811163654,-45.999266658667],[-66.1854314487446,-46.6232522326094],[-67.3602031097255,-46.6154331382773],[-67.396293104409,-46.5917887784317],[-67.4044585762158,-46.5794774147105],[-67.4321770321037,-46.5578561008223],[-67.4523757428202,-46.5249952388545],[-67.4740136865274,-46.4956944919203],[-67.4936814633414,-46.4682015982494],[-67.5194900538462,-46.4186916711565],[-67.5388665181521,-46.3905775882855],[-67.5554754030026,-46.3686221816543],[-67.5666146342114,-46.3499446580712],[-67.5715605481177,-46.3415003615966],[-67.5817039619613,-46.3183580840178],[-67.5838064724743,-46.3143574239995],[-67.5929195707124,-46.2930008748521],[-67.5953795250182,-46.2870775892435],[-67.603093430088,-46.2637588001886],[-67.6045761081101,-46.2600268574714],[-67.6133887990693,-46.2329309246876],[-67.6134376652086,-46.2321124508151],[-67.6201295721569,-46.2058229983758],[-67.620779439067,-46.2021903263489],[-67.6250333107138,-46.1788479208252],[-67.6257715046882,-46.1728277773109],[-67.6279528977953,-46.1520471675631],[-67.6283856207756,-46.1432603605472],[-67.6283927043429,-46.1250164497618],[-67.6276473343773,-46.1159907918012],[-67.6267862756626,-46.0978579465056],[-67.626993034688,-46.0859866049692],[-67.6218522114467,-46.0579969881721],[-67.6052259099723,-46.0447963187436],[-67.5958978608926,-46.0261156385008],[-67.5932722122341,-46.0182079005896],[-67.5882827270134,-46.0154030558379],[-67.5838980297861,-46.0116205602994],[-67.588393614185,-45.9989545535728],[-67.588297003399,-45.9972297584796],[-67.5857259395084,-45.9894668033802],[-67.5813358741581,-45.9804401644439],[-67.5593026463302,-45.9615579962107],[-67.5338923878537,-45.961229886256],[-67.5309437984246,-45.9601180085929],[-67.5319112144478,-45.9564873831572],[-67.5561754914924,-45.9341253502974],[-67.5025877249968,-45.9241183058254],[-67.4342904260154,-45.9477673333383],[-67.3929195248532,-45.8943514519136],[-67.2932385520572,-45.8281354850117],[-66.9805864836888,-45.8312107160542],[-66.982820699129,-45.9477831009259],[-67.0375127183301,-45.9474975447359],[-67.0383615566571,-45.9867250721863],[-67.0700025868684,-45.9864511783307],[-67.0702909084914,-46.003416450741],[-67.0863868524232,-46.003277832742],[-67.0869482950272,-46.0365292765163],[-67.0183642671373,-46.0370800330939],[-67.0180814645194,-46.018162388597],[-66.9214627070129,-46.0190002713646],[-66.9209127663828,-45.9988315190437],[-66.9209015528073,-45.9984201849676],[-66.8123488639423,-45.9992523698645],[-66.8120648778045,-45.9736585041833],[-66.7629239859494,-45.9742130579945],[-66.7626429112401,-45.9527934874921],[-66.4077966091823,-45.95475460423],[-66.408072994328,-45.9992978985482],[-66.4080779551669,-46.0000974091754],[-66.5263613003591,-45.9995418779563],[-66.5266411571782,-46.0290318843812],[-66.7198905984164,-46.0279150419652],[-66.721003236733,-46.1074745131608],[-66.7202358746616,-46.1074783900322],[-66.4983212525947,-46.1085992693856],[-66.497768882994,-46.052957526894],[-66.377265058802,-46.0535177708156],[-66.3769865582857,-45.9992685333838],[-66.3769862639701,-45.9992337794266],[-66.3761519377317,-45.9007829896906],[-66.4177984756325,-45.900503360195],[-66.4169504484595,-45.7750251940445],[-66.6038099653047,-45.7741814952688],[-66.6038153200394,-45.7925445477202],[-66.6293678043729,-45.7922716969842],[-66.6296459855264,-45.8192523646181],[-66.9031267977622,-45.8173010155834],[-66.9025722634099,-45.7805792677308],[-67.0955349688503,-45.7789008795861],[-67.094981093339,-45.751914718663],[-67.2504667636852,-45.7502376144469],[-67.2315872427311,-45.7157404480378],[-66.1823385414805,-45.7224493652195]]]]}",PAN AMERICAN ENERGY SL,False,
,2022-02-01T09:54:23,2020-01-30T12:09:21,<br> GAS Y PETROLEO DEL NEUQUEN S.A.: 10.00 %<br> PAN AMERICAN ENERGY SL: 90.00 %,AGCO,PAN AMERICAN ENERGY SL,AGUADA CÁNEPA,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.5497040037367,-38.1854560811332],[-69.5136119949975,-38.1856510550521],[-69.5147289152072,-38.3441004614671],[-69.51473580941,-38.3450745702352],[-69.5277169430824,-38.3450168697327],[-69.5277548863789,-38.3502455676788],[-69.53976577567,-38.3501908942943],[-69.5398007503043,-38.3549021520126],[-69.5495473526282,-38.3548568855368],[-69.5495746587435,-38.3584691276481],[-69.5605445333035,-38.3584180434579],[-69.5603753933097,-38.3360295074557],[-69.6330504855914,-38.3356597215189],[-69.6327658753448,-38.3020812864222],[-69.6004067752525,-38.3022513778988],[-69.6002754544486,-38.2863128299731],[-69.6089015015031,-38.2862683854776],[-69.6086477245128,-38.2558685996561],[-69.6256295822394,-38.255779291581],[-69.6250240030553,-38.1850140697435],[-69.5497040037367,-38.1854560811332]]]]}",PAN AMERICAN ENERGY SL,False,
,2022-02-01T09:54:23,2020-01-30T12:09:21,<br> PAN AMERICAN ENERGY SL: 100 %,Z056,PAN AMERICAN ENERGY SL,MACUETA OESTE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-64.0392000069747,-22.48480358152],[-64.058631568492,-22.484677135941],[-64.0582818446314,-22.4386299927799],[-64.0495405467588,-22.4386870529651],[-64.0492894857211,-22.4052800412409],[-64.0386366761417,-22.4053488420753],[-64.0386081928138,-22.4053490255371],[-64.0392000069747,-22.48480358152]]]]}",PAN AMERICAN ENERGY SL,False,
,2022-02-01T09:54:23,2020-01-30T12:09:21,<br> PAN AMERICAN ENERGY SL: 100 %,Z066,PAN AMERICAN ENERGY SL,SAN PEDRITO SUR,"{""type"":""MultiPolygon"",""coordinates"":[[[[-63.9817248161473,-22.2684547497868],[-64.005977169211,-22.2683063535553],[-64.0052370073819,-22.1644696903239],[-63.9906963224773,-22.1645587016228],[-63.9904120530737,-22.1239264187691],[-63.98079621937,-22.1239844691079],[-63.980721002772,-22.1239849205676],[-63.9817248161473,-22.2684547497868]]]]}",PAN AMERICAN ENERGY SL,False,
,2022-03-28T16:27:53,2020-01-31T09:34:27,<br> GAS Y PETROLEO DEL NEUQUEN S.A.: 10.00 %<br> CAPEX S.A.: 90.00 %,PNOE,CAPEX S.A.,PARVA NEGRA OESTE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.4687745146321,-37.7704426549046],[-69.469377325703,-37.8652542382924],[-69.6242455732745,-37.8645350045867],[-69.6234022942804,-37.7697287002193],[-69.5100592223552,-37.7702718889365],[-69.4687745146321,-37.7704426549046]]]]}",CAPEX S.A.,False,
,2023-01-13T14:49:31,2020-01-31T16:16:32,<br> PRESIDENT PETROLEUM S.A.: 100 %,ATUR,PRESIDENT PETROLEUM S.A.,ANGOSTURA,"{""type"":""MultiPolygon"",""coordinates"":[[[[-67.4906972651666,-38.2777468630273],[-67.4883000898772,-38.3926913990887],[-67.497680315594,-38.3928124694199],[-67.4962603247541,-38.4616391234467],[-67.4823604526727,-38.4614606610806],[-67.4816189139817,-38.496592242438],[-67.668335004257,-38.4988668752061],[-67.6689547072939,-38.4664998961533],[-67.7308278976893,-38.4671820589048],[-67.7328487525679,-38.3593385283503],[-67.6026711876252,-38.357638861844],[-67.6037591766446,-38.3009593003314],[-67.6020573697518,-38.2998880413999],[-67.5947848356516,-38.2996090806945],[-67.5728190259773,-38.2951826139864],[-67.5625049424491,-38.2928564131929],[-67.5553683399769,-38.2906201931673],[-67.5388253927776,-38.2856923903914],[-67.5178694570098,-38.2754360963987],[-67.4906972651666,-38.2777468630273]]]]}",PRESIDENT PETROLEUM S.A.,False,
,,2020-02-06T11:11:36,<br> GAS Y PETROLEO DEL NEUQUEN S.A.: 10.00 %<br> KILWER S.A.: 45.00 %<br> KETSAL S.A.: 45.00 %,Z057,KILWER S.A.,MATA MORA,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.385042,-38.601289],[-68.386368,-38.445449],[-68.266101,-38.444758],[-68.265681,-38.486193],[-68.252822,-38.486112],[-68.251291,-38.63384],[-68.337674,-38.63436],[-68.337981,-38.60103],[-68.385042,-38.601289]]]]}",KILWER S.A.,False,
,2023-02-02T11:58:43,2020-02-06T11:11:36,<br> KETSAL S.A.: 45.00 %<br> GAS Y PETROLEO DEL NEUQUEN S.A.: 10.00 %<br> KILWER S.A.: 45.00 %,COSU,KILWER S.A.,CORRALERA SUR,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.450151,-37.258513],[-69.45043,-37.302048],[-69.540571,-37.301671],[-69.54068,-37.319658],[-69.518095,-37.31976],[-69.51831,-37.346801],[-69.58713,-37.346468],[-69.587232,-37.359983],[-69.619966,-37.359845],[-69.619165,-37.25775],[-69.450151,-37.258513]]]]}",KILWER S.A.,False,
,2023-02-02T11:58:43,2020-02-06T11:11:36,<br> PETROLERA EL TREBOL S.A.: 90 %<br> GAS Y PETROLEO DEL NEUQUEN S.A.: 10 %,CONE,KILWER S.A.,CORRALERA NORESTE,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.495999,-37.25833],[-69.495581,-37.194615],[-69.449706,-37.194782],[-69.449697,-37.181055],[-69.28144,-37.181493],[-69.281748,-37.230284],[-69.449999,-37.229652],[-69.450151,-37.258513],[-69.495999,-37.25833]]]]}",KILWER S.A.,False,
,2023-01-11T14:45:34,2021-01-18T16:19:07,<br> YPF S.A.: 50 %<br> GEOPARK ARGENTINA LTD. (SUCURSAL ARGENTINA): 50 %,LPAR,YPF S.A.,LOS PARLAMENTOS,"{""type"":""MultiPolygon"",""coordinates"":[[[[-69.5568536169999,-34.867087848],[-69.5513582299999,-34.706977851],[-69.108346027,-34.7081591629999],[-69.108843313,-35.085842838],[-69.3610523469999,-35.085354101],[-69.360430462,-34.9466852809999],[-69.435323798,-34.94642592],[-69.434928229,-34.867585705],[-69.5568536169999,-34.867087848]]]]}",YPF S.A.,False,
,2023-01-11T14:45:34,2021-01-18T16:19:07,<br> YPF S.A.: 100 %,CA12,YPF S.A.,CA-12 BLOQUE I,"{""type"":""MultiPolygon"",""coordinates"":[[[[-68.240697181,-53.8556706749999],[-68.241513921,-53.810491659],[-68.0441641789999,-53.80911517],[-68.0420590699999,-53.903423947],[-67.920359602,-53.902403759],[-67.919207795,-53.947312357],[-67.826235404,-53.946406515],[-67.823437669,-54.0497302169999],[-67.8167409719999,-54.283279767],[-68.21743656,-54.286545615],[-68.2189653189999,-54.205697577],[-68.6079168959999,-54.2075909979999],[-68.607270892,-53.9263748459999],[-68.606755837,-53.926436935],[-68.606396085,-53.926409308],[-68.6058930949999,-53.92634391],[-68.605310297,-53.926192718],[-68.6048515529999,-53.9260181609999],[-68.6043368059999,-53.925726294],[-68.604105601,-53.925528996],[-68.60375686,-53.92537892],[-68.603329859,-53.92507535],[-68.602943136,-53.924796135],[-68.602554884,-53.924590842],[-68.6021332299999,-53.924452271],[-68.601513803,-53.924317587],[-68.601145915,-53.924124747],[-68.60051061,-53.9238375849999],[-68.600069543,-53.923637618],[-68.599731053,-53.9234752149999],[-68.59920271,-53.9231940139999],[-68.598799836,-53.923104248],[-68.598294373,-53.922976924],[-68.597643362,-53.922842094],[-68.597138139,-53.922653446],[-68.596597249,-53.922311441],[-68.5962786059999,-53.9221982179999],[-68.595822475,-53.922193971],[-68.595392998,-53.9222752599999],[-68.595024478,-53.9223877909999],[-68.594707606,-53.9225193309999],[-68.594153934,-53.922838583],[-68.5937905339999,-53.9231477279999],[-68.593789721,-53.9231783619999],[-68.593295817,-53.923670527],[-68.592924559,-53.924015015],[-68.592682945,-53.924219159],[-68.592036295,-53.924367466],[-68.5914377779999,-53.9245369669999],[-68.590925816,-53.924651834],[-68.590129463,-53.9247964959999],[-68.589126886,-53.925040119],[-68.588255069,-53.9250083709999],[-68.587281575,-53.9249643919999],[-68.586329844,-53.924803961],[-68.5858036559999,-53.924610018],[-68.5849468009999,-53.9244243859999],[-68.5842765259999,-53.924248464],[-68.583750021,-53.924014378],[-68.583058766,-53.923754671],[-68.581960189,-53.9233577539999],[-68.5815596579999,-53.9228221119999],[-68.5815397769999,-53.922785619],[-68.5814890309999,-53.92205766],[-68.5814401389999,-53.921669113],[-68.5810283119999,-53.920949782],[-68.580533094,-53.9202781019999],[-68.579794173,-53.919384239],[-68.5793878499999,-53.918910774],[-68.578848996,-53.9182739459999],[-68.578309869,-53.917636401],[-68.578094369,-53.917233046],[-68.577825514,-53.916537577],[-68.577667451,-53.91560125],[-68.5775798499999,-53.915066098],[-68.5772287679999,-53.914370471],[-68.576261615,-53.9135709829999],[-68.57553655,-53.9129557749999],[-68.574595667,-53.912654166],[-68.573403313,-53.9125214819999],[-68.572164876,-53.9125456639999],[-68.56963302,-53.9130424909999],[-68.568552871,-53.9133117649999],[-68.5685525329999,-53.913323923],[-68.567710833,-53.913886416],[-68.566965285,-53.9146809389999],[-68.5663681029999,-53.915307202],[-68.565715097,-53.915702317],[-68.564925638,-53.915924957],[-68.56342624,-53.916753291],[-68.5622919049999,-53.9177257219999],[-68.5616909199999,-53.918803193],[-68.5608258789999,-53.919818789],[-68.5608241639999,-53.9198778699999],[-68.5603556689999,-53.920976998],[-68.5603333729999,-53.9218422],[-68.559767747,-53.9228996799999],[-68.5593454629999,-53.923200277],[-68.558925046,-53.9233446169999],[-68.558224066,-53.923450428],[-68.557038042,-53.92329096],[-68.556064642,-53.9229860089999],[-68.555243116,-53.923020295],[-68.554067027,-53.922964048],[-68.5532277139999,-53.9225527299999],[-68.553153713,-53.922525746],[-68.553094815,-53.922490163],[-68.552430151,-53.922246295],[-68.551271986,-53.922093554],[-68.551257232,-53.9220846439999],[-68.550369728,-53.921777122],[-68.5503550339999,-53.921768189],[-68.5496489609999,-53.921435811],[-68.54960499,-53.921391462],[-68.5495899049999,-53.921365007],[-68.549200449,-53.921000735],[-68.5491853899999,-53.920965354],[-68.5490298939999,-53.920514284],[-68.549097837,-53.919877841],[-68.5497610039999,-53.9191085799999],[-68.54998461,-53.9187336099999],[-68.549029229,-53.918555163],[-68.547716942,-53.9183944709999],[-68.546732806,-53.917860091],[-68.5457521019999,-53.917136405],[-68.544985216,-53.916498421],[-68.5444015469999,-53.9157995739999],[-68.544245527,-53.91508422],[-68.5442473859999,-53.915021248],[-68.544285503,-53.9149376459999],[-68.5446991599999,-53.914122106],[-68.545821674,-53.913545512],[-68.546611802,-53.913322019],[-68.5478288259999,-53.91318775],[-68.54868713,-53.913112686],[-68.548791799,-53.912487406],[-68.5485298409999,-53.91168672],[-68.548042572,-53.911282864],[-68.546375368,-53.910992369],[-68.544004065,-53.9103799219999],[-68.5417465959999,-53.9095587959999],[-68.539944406,-53.909231169],[-68.537788989,-53.9087562789999],[-68.536036359,-53.90841856],[-68.5336057389999,-53.908047064],[-68.5322311479999,-53.9071270389999],[-68.529831926,-53.905690233],[-68.529136507,-53.904750667],[-68.528905364,-53.9039759],[-68.5287923779999,-53.903100674],[-68.5284499599999,-53.9024081599999],[-68.527732772,-53.9022155989999],[-68.5264629059999,-53.902461909],[-68.5247221559999,-53.9032413319999],[-68.523170184,-53.903730192],[-68.521529554,-53.9041662],[-68.5199543419999,-53.904597345],[-68.518282982,-53.9046067429999],[-68.5165203839999,-53.90458824],[-68.5146261519999,-53.904435467],[-68.513230333,-53.904234339],[-68.5115333809999,-53.9035505259999],[-68.5097994,-53.902546467],[-68.5081996169999,-53.901596937],[-68.506740711,-53.901394861],[-68.503797063,-53.9014971349999],[-68.4999987159999,-53.901430649],[-68.497149994,-53.9014271089999],[-68.494432871,-53.901610481],[-68.4926209069999,-53.9016977059999],[-68.4908112959999,-53.901705184],[-68.489285453,-53.901315811],[-68.4883003959999,-53.9009853059999],[-68.485774556,-53.900744916],[-68.48315421,-53.900555879],[-68.480178157,-53.900203769],[-68.477242581,-53.899904566],[-68.474573678,-53.89966098],[-68.469024485,-53.898852072],[-68.467296215,-53.8990727149999],[-68.465699399,-53.8994572409999],[-68.464056709,-53.899839255],[-68.4620610859999,-53.8999241389999],[-68.460844212,-53.899723893],[-68.4603676789999,-53.8993977059999],[-68.459607595,-53.8991047649999],[-68.458381736,-53.898827776],[-68.457145832,-53.898866938],[-68.456283737,-53.898962911],[-68.455192218,-53.898961474],[-68.4537488729999,-53.898597636],[-68.45179465,-53.898143788],[-68.450214096,-53.8977356579999],[-68.44850222,-53.8974842489999],[-68.447179551,-53.897331731],[-68.445645655,-53.897251392],[-68.4445842059999,-53.897366001],[-68.443901521,-53.897443326],[-68.44206098,-53.897570774],[-68.4406586699999,-53.897713498],[-68.439565632,-53.897679872],[-68.438355132,-53.8974875329999],[-68.437305626,-53.8972009029999],[-68.436726885,-53.896771697],[-68.436490638,-53.896385229],[-68.436255311,-53.895656877],[-68.435160558,-53.894928251],[-68.434848142,-53.8942538759999],[-68.4348487409999,-53.894235021],[-68.434893486,-53.8938029079999],[-68.43493419,-53.8935300169999],[-68.4343930219999,-53.8931344389999],[-68.433701567,-53.89275896],[-68.433004105,-53.892571736],[-68.432940738,-53.892552171],[-68.432327223,-53.8921889969999],[-68.431626087,-53.892107527],[-68.430645641,-53.89230427],[-68.4298546649999,-53.892568091],[-68.4298373949999,-53.892605408],[-68.4297885399999,-53.8926330259999],[-68.429186764,-53.8929360939999],[-68.4291702369999,-53.8929451559999],[-68.428416913,-53.893282654],[-68.428383389,-53.893319967],[-68.4276630809999,-53.893822056],[-68.427661783,-53.893869271],[-68.4276124369999,-53.893915944],[-68.426891585,-53.8943799429999],[-68.425978132,-53.8950876489999],[-68.4252604169999,-53.895467052],[-68.4247347309999,-53.8958579339999],[-68.42367124,-53.8967819179999],[-68.422607563,-53.89747649],[-68.421202737,-53.897999639],[-68.419952993,-53.8985801969999],[-68.4194962449999,-53.8990399109999],[-68.418822941,-53.8993670049999],[-68.418821749,-53.8994041779999],[-68.418359,-53.900068075],[-68.4175250929999,-53.9005228619999],[-68.416686851,-53.9010710649999],[-68.415924608,-53.901229723],[-68.415100316,-53.901350577],[-68.4139608039999,-53.901467794],[-68.413109267,-53.9015684729999],[-68.412042054,-53.901499848],[-68.410760146,-53.901114304],[-68.409199281,-53.900669148],[-68.408445894,-53.9005122529999],[-68.4071063659999,-53.9003169109999],[-68.405593729,-53.900101601],[-68.4044573739999,-53.900135585],[-68.4035095,-53.9002477339999],[-68.4021472159999,-53.900335742],[-68.401411872,-53.9002712129999],[-68.400551799,-53.900101347],[-68.3996756499999,-53.899761204],[-68.3986804799999,-53.899248523],[-68.397452373,-53.899138668],[-68.395720497,-53.8988985789999],[-68.394746601,-53.898660535],[-68.394709489,-53.898652811],[-68.393786243,-53.8983275269999],[-68.39284595,-53.8981701939999],[-68.3918268579999,-53.8980998449999],[-68.3903667979999,-53.8978925879999],[-68.389183813,-53.89753436],[-68.388066281,-53.897255926],[-68.3860994889999,-53.896800384],[-68.385203384,-53.8962779779999],[-68.3843478869999,-53.895712945],[-68.38376284,-53.8953264859999],[-68.3831577989999,-53.894840597],[-68.382910722,-53.894415839],[-68.3823892729999,-53.894031218],[-68.381748938,-53.893882704],[-68.38036061,-53.89377359],[-68.378749098,-53.893755068],[-68.377740698,-53.8936934389999],[-68.376844433,-53.8933533749999],[-68.376364124,-53.8927231919999],[-68.376187601,-53.89177735],[-68.3759898559999,-53.890906388],[-68.375900491,-53.89044634],[-68.375438319,-53.889748772],[-68.373732993,-53.888820682],[-68.3718912269999,-53.886908735],[-68.3703562059999,-53.884844887],[-68.3692300719999,-53.883528585],[-68.3685599089999,-53.882830698],[-68.366196949,-53.882511154],[-68.364548696,-53.882542916],[-68.362705593,-53.882521229],[-68.36154729,-53.882320094],[-68.360265883,-53.882017718],[-68.359245637,-53.881045391],[-68.3590168549999,-53.8803444059999],[-68.358737519,-53.879677938],[-68.3583136189999,-53.878985245],[-68.357687066,-53.8786901629999],[-68.356043251,-53.878421149],[-68.3538868319999,-53.878333883],[-68.352107835,-53.8781242489999],[-68.351420896,-53.877911476],[-68.350605962,-53.8768776429999],[-68.350256228,-53.875896632],[-68.350435337,-53.87500908],[-68.350878611,-53.8738486949999],[-68.351324936,-53.873227328],[-68.350067537,-53.8727623619999],[-68.3470522,-53.872053805],[-68.344390248,-53.8720822499999],[-68.342162506,-53.8715396759999],[-68.341153149,-53.870753388],[-68.341155248,-53.870692311],[-68.340575121,-53.869483561],[-68.340617821,-53.868221464],[-68.341312531,-53.8671091649999],[-68.341468861,-53.866581297],[-68.342206741,-53.866223361],[-68.342314546,-53.866102402],[-68.3427251969999,-53.865210819],[-68.3419828519999,-53.8646925959999],[-68.3402478089999,-53.864213295],[-68.337853595,-53.863532429],[-68.3355250179999,-53.8628932779999],[-68.333952949,-53.8623854429999],[-68.332940432,-53.8626787279999],[-68.331926155,-53.8630128569999],[-68.330891164,-53.862959695],[-68.330090732,-53.863015576],[-68.3293467079999,-53.8632388789999],[-68.328623579,-53.8638560969999],[-68.3286221399999,-53.863896473],[-68.3275801939999,-53.8643081659999],[-68.327562029,-53.864338241],[-68.3264529959999,-53.8647086989999],[-68.326417324,-53.8647486799999],[-68.3250742979999,-53.864934714],[-68.324019837,-53.864760011],[-68.323069812,-53.864476039],[-68.3221403219999,-53.863539859],[-68.321848328,-53.8628084649999],[-68.3210697919999,-53.861884365],[-68.319998051,-53.8612682209999],[-68.3186885769999,-53.86139817],[-68.317204625,-53.861484025],[-68.315724344,-53.861424676],[-68.3147826749999,-53.861101221],[-68.3144169509999,-53.8604309359999],[-68.314321322,-53.8601384309999],[-68.313232284,-53.8600003179999],[-68.311648668,-53.859981319],[-68.310422724,-53.859737561],[-68.3094956959999,-53.859003296],[-68.3089241129999,-53.8582058769999],[-68.308420384,-53.857451458],[-68.308264411,-53.856866989],[-68.3085407579999,-53.856058732],[-68.308987421,-53.855536534],[-68.3096001769999,-53.855290262],[-68.3101322319999,-53.855035989],[-68.31092979,-53.8548000649999],[-68.311143326,-53.854626041],[-68.3111442059999,-53.8545921369999],[-68.310978994,-53.854324236],[-68.3106384009999,-53.8541282099999],[-68.3094036109999,-53.8537017799999],[-68.308443493,-53.853491381],[-68.306972415,-53.85339884],[-68.305612122,-53.8531461279999],[-68.304218523,-53.852657044],[-68.303497534,-53.8520915949999],[-68.302818502,-53.851266455],[-68.30230997,-53.851070202],[-68.300920156,-53.851205148],[-68.2992961209999,-53.851602995],[-68.298305732,-53.8522749329999],[-68.2982371379999,-53.852388176],[-68.2975879049999,-53.853388572],[-68.296982457,-53.8540850639999],[-68.296182384,-53.8550012819999],[-68.295929288,-53.855794483],[-68.295383331,-53.856384996],[-68.294688945,-53.856929543],[-68.293240076,-53.858002733],[-68.291846434,-53.858618222],[-68.290516982,-53.858575338],[-68.288667023,-53.8582918669999],[-68.2864624919999,-53.858056448],[-68.284077086,-53.8577383809999],[-68.279591274,-53.856829654],[-68.278040042,-53.856181716],[-68.2763870489999,-53.8555637059999],[-68.273716091,-53.854902452],[-68.2721207669999,-53.8553945749999],[-68.272016827,-53.8554531509999],[-68.270013085,-53.8559952429999],[-68.267719931,-53.856115761],[-68.2643682579999,-53.855895007],[-68.2615700059999,-53.855860159],[-68.259076173,-53.855888464],[-68.256834334,-53.855980045],[-68.252767267,-53.856017266],[-68.251003731,-53.85557571],[-68.249389428,-53.8552268779999],[-68.2469860479999,-53.8555232849999],[-68.2435758029999,-53.855599167],[-68.2409239679999,-53.855688533],[-68.240697181,-53.8556706749999]]]]}",YPF S.A.,False,
