ubicacion,cuenca,geojson,tipo,tejas_match,tejas_found_in
ONSHORE,CAÑADON ASFALTO,"{""type"":""MultiPolygon"",""coordinates"":[[[[-66.7925635651499,-41.9824866094539],[-66.821086595319,-41.9991767590444],[-66.8393143587909,-42.01221750739],[-66.8526405122237,-42.0329584637677],[-66.8457891813659,-42.0635484936429],[-66.831417002539,-42.0999793455463],[-66.7962052295145,-42.1234104846752],[-66.7612138046915,-42.1563465587258],[-66.7208841361874,-42.1817318432977],[-66.6858692567309,-42.2165541009446],[-66.6635014788129,-42.245466910319],[-66.6566236432781,-42.2798629868187],[-66.662439470224,-42.3083493155849],[-66.675636405851,-42.32339439125],[-66.6740393256376,-42.3634180788622],[-66.6516558677739,-42.3942281834626],[-66.631454555291,-42.4097625326065],[-66.619233132917,-42.4366117005585],[-66.6431838560148,-42.470554257249],[-66.6748794485202,-42.5043825176619],[-66.6933628143716,-42.5231568088718],[-66.6836193090652,-42.5461613177751],[-66.6635705610872,-42.569319899062],[-66.6771428556924,-42.5976953220635],[-66.6831773628477,-42.6338003451419],[-66.6682558479637,-42.6568799698938],[-66.6301987732249,-42.6841009604422],[-66.6046160890052,-42.6939959494233],[-66.5559859112801,-42.7137260160582],[-66.5408391753882,-42.7291637496119],[-66.5413415614644,-42.7520184500806],[-66.5598587052148,-42.7708127233242],[-66.5763223186967,-42.8124976101446],[-66.5875530003932,-42.8504380692456],[-66.5937377150648,-42.894165542105],[-66.5897025413736,-42.9437489437021],[-66.5932679931653,-42.985605144221],[-66.602162955147,-43.0330937859701],[-66.6083789828784,-43.0768184905088],[-66.6556908721887,-43.099003139199],[-66.7057208237562,-43.124927329025],[-66.73505022641,-43.1530604303641],[-66.7991835388291,-43.2168251851355],[-66.8181690113389,-43.2450997601321],[-66.8434386106761,-43.3113593116176],[-66.8494974981821,-43.3417409357312],[-66.8791507891331,-43.3755394294152],[-66.9191722915418,-43.4053477158805],[-66.9883135429058,-43.4460750861214],[-67.0391293889849,-43.4832744736921],[-67.0847076244637,-43.5186495042384],[-67.1223146642432,-43.5484265842721],[-67.1757879920219,-43.5817152046363],[-67.229051223284,-43.6073547795582],[-67.3007193372716,-43.6326008856846],[-67.3616764603803,-43.6504046934194],[-67.4250760785396,-43.662411475849],[-67.5095445443845,-43.6758240527466],[-67.5673820074505,-43.6783599197625],[-67.6225092399771,-43.6790099129295],[-67.6742323831893,-43.6606722124402],[-67.7024180575391,-43.6447642663447],[-67.748851055702,-43.6265117075681],[-67.7776607285265,-43.6258169727695],[-67.7980973986024,-43.633188578347],[-67.8122964086538,-43.6383046959997],[-67.8563339658459,-43.6848386280458],[-67.8819919730336,-43.7299163241672],[-67.8935763109248,-43.7580360756093],[-67.8980632638794,-43.7653080056285],[-67.9056723345035,-43.7776287547196],[-67.9106524327042,-43.7998754143739],[-67.9157315021387,-43.8230444852831],[-67.9204057143821,-43.842487206932],[-67.9185319523854,-43.8716972085842],[-67.8951497697503,-43.9021297246094],[-67.8587243387689,-43.918270610854],[-67.8167548668281,-43.9187648140988],[-67.7594690773444,-43.9069525803795],[-67.6674367476092,-43.8792025542318],[-67.6435855318251,-43.8701875606754],[-67.5884169552476,-43.8656850484062],[-67.5510689773274,-43.861129884946],[-67.5037976396024,-43.8589840222587],[-67.4752995701522,-43.8539370657073],[-67.4374814173548,-43.8446789026323],[-67.3963622087659,-43.8388470550411],[-67.3786654571669,-43.8387808567575],[-67.3592054551166,-43.837123465742],[-67.3356469387224,-43.83760743092],[-67.3211128673021,-43.837902470549],[-67.2974973580699,-43.8383806854288],[-67.2844045286746,-43.8394041346094],[-67.2317588927324,-43.8422376393767],[-67.2250440315813,-43.8428870635702],[-67.1935268432038,-43.845930776784],[-67.1672023562878,-43.8510440787059],[-67.1601082513853,-43.8529678415522],[-67.1167986375234,-43.8647169754122],[-67.0676578295403,-43.8922848494499],[-67.0369626473938,-43.9214030839504],[-66.9986276615307,-43.9601671646441],[-66.9655816861884,-44.0007324165028],[-66.9402194226561,-44.035447905939],[-66.9038964850815,-44.0570077226141],[-66.8779874674996,-44.074571306979],[-66.8337387837061,-44.0981506557412],[-66.7838562133237,-44.1103539928351],[-66.7610227119701,-44.1576118525926],[-66.7616428649568,-44.1619559424624],[-66.7545422011909,-44.2003233096605],[-66.7800593449956,-44.2627794724783],[-66.7971009747526,-44.3044095115963],[-66.829913123305,-44.3400774533763],[-66.8528070925498,-44.3987528441641],[-66.8383819814658,-44.4523051425266],[-66.8180899536023,-44.486911710815],[-66.8055335591041,-44.5137651567463],[-66.8039237783393,-44.5518789080911],[-66.8371144313792,-44.5951574935611],[-66.8557462798734,-44.5948575455898],[-66.9097043087364,-44.6168307731386],[-67.0215535724211,-44.6130219315334],[-67.0270747372071,-44.6122061522098],[-67.1382670430259,-44.5956760795116],[-67.1964714845005,-44.5831550953093],[-67.2496477527137,-44.580222484895],[-67.29033039088,-44.5260972447862],[-67.3013529268397,-44.4630241956332],[-67.3318376848802,-44.4243184208865],[-67.3775727924419,-44.3681517085293],[-67.448681534568,-44.3533226142862],[-67.5672440829435,-44.3316892998517],[-67.6336716058389,-44.3339979617962],[-67.6817040579222,-44.3405028101207],[-67.7587430889649,-44.3424817657866],[-67.8088648640105,-44.3355500587858],[-67.8952654058593,-44.3105534391857],[-67.9268858663356,-44.305937663817],[-67.9817805456084,-44.2892880087812],[-68.0280764317853,-44.2595072429377],[-68.0771490796106,-44.233435390613],[-68.1486306953292,-44.1800604908795],[-68.1678465846508,-44.1414279623517],[-68.1927124938844,-44.1102690779558],[-68.1962492498326,-44.075881736456],[-68.1650218882947,-44.0329294101449],[-68.1425081801312,-44.0049811088429],[-68.114379963663,-43.9695594543246],[-68.0928466705396,-43.9606162792309],[-68.0674849340928,-43.9270118104159],[-68.0601927571119,-43.8852938726634],[-68.0553648981536,-43.8397090764321],[-68.0902062386235,-43.7987755533619],[-68.1381232515355,-43.7574587860917],[-68.1977155038617,-43.7405705315659],[-68.2644714573042,-43.7615421847285],[-68.3035863554165,-43.8061435669172],[-68.3613703662341,-43.8539846234628],[-68.4243911112542,-43.8997423317288],[-68.5001459312508,-43.9355506627744],[-68.5591054052641,-43.9527821784194],[-68.6553333119253,-44.0202346321241],[-68.7207111245783,-44.0543214507315],[-68.7652964419863,-44.0928667405394],[-68.8179761272744,-44.1330281291504],[-68.8567054307188,-44.1603093844116],[-68.9015774922754,-44.2006978509998],[-68.9432653149041,-44.2316605586457],[-69.0135931346439,-44.2539760736393],[-69.0658537934346,-44.2426047951406],[-69.1380666367871,-44.2133488994193],[-69.171394025573,-44.1968928760409],[-69.1855655683716,-44.1716168775056],[-69.1878757311019,-44.1277152317797],[-69.1673195227294,-44.0579795894417],[-69.1535846388731,-44.0108528867038],[-69.1246160239672,-43.9718877165374],[-69.1040629252361,-43.940238427505],[-69.0886630710326,-43.9065057217335],[-69.0817850649707,-43.8819754391278],[-69.0824026679087,-43.8682562502919],[-69.07602777535,-43.8465646865457],[-69.0809440308816,-43.8058465653274],[-69.0860374491552,-43.7992262059491],[-69.1037992957378,-43.7761220219469],[-69.1313404869892,-43.7141345319282],[-69.135801583464,-43.6800120109731],[-69.1306854940623,-43.6014599689425],[-69.1126944098114,-43.5748614009859],[-69.1149427803238,-43.5454790476913],[-69.1217875373451,-43.5299900648594],[-69.1317418812623,-43.5220132349725],[-69.1828939605214,-43.4610669249214],[-69.1849861229747,-43.4171871705826],[-69.1878091540885,-43.380884489798],[-69.1750107723992,-43.3451597065459],[-69.1497048158719,-43.3174964662193],[-69.1049623977503,-43.3114938625687],[-69.0469170372443,-43.3421454805803],[-69.0038485410025,-43.3627204910849],[-68.9742530647441,-43.3904201383684],[-68.950675150419,-43.431254792661],[-68.9267088929233,-43.4663776339234],[-68.9030478731057,-43.4930033666352],[-68.8752783202837,-43.523386031948],[-68.8251006702701,-43.5593685507936],[-68.7781566370477,-43.5628297481756],[-68.6830892282744,-43.5945160636659],[-68.6622622659649,-43.5970916094107],[-68.6382902163103,-43.6359521289852],[-68.6109119838338,-43.6615903539602],[-68.5675569474223,-43.6839050283637],[-68.5237635649353,-43.6986072228205],[-68.4539306776751,-43.7178757517213],[-68.4195321388375,-43.7131998810361],[-68.3542025897391,-43.6694096622517],[-68.3471464942458,-43.6353302002701],[-68.3415257291339,-43.5783399976406],[-68.3493975291313,-43.5285773675758],[-68.3754279149218,-43.4763756883252],[-68.3998114680828,-43.4432693818228],[-68.4268966109273,-43.4119774937575],[-68.4468344941953,-43.3942264052754],[-68.4738626315626,-43.3629262297465],[-68.499925038415,-43.3145061644494],[-68.5137836323942,-43.2816895812048],[-68.5615348013089,-43.2497250350647],[-68.6390334726721,-43.237752792628],[-68.6514260663073,-43.2361134397192],[-68.6959188656052,-43.2302056788885],[-68.7605922086791,-43.222380886374],[-68.8084074675277,-43.2379469582809],[-68.8375762755783,-43.2464901869481],[-68.917956533962,-43.2399475629407],[-68.9971263727224,-43.214344633109],[-69.0394891426643,-43.1842723796164],[-69.0517035515662,-43.1304955449421],[-69.0339192874185,-43.0549143533136],[-69.027899054681,-43.0417897095841],[-69.0284258868968,-42.9674560958482],[-69.0361542213307,-42.9252739466978],[-69.0383410578206,-42.877554212571],[-69.0557783355185,-42.8254898020611],[-69.0890378874869,-42.778576705855],[-69.1183011393809,-42.7508542568565],[-69.1415431936534,-42.7099924091594],[-69.1543097963502,-42.6676085826235],[-69.1746768147779,-42.6230399725023],[-69.1765182406163,-42.5715271111648],[-69.2044230365589,-42.5247730516895],[-69.2253231402301,-42.4896958988293],[-69.2537720310302,-42.4524338557555],[-69.3024621975878,-42.4105899646936],[-69.3658051889891,-42.3967466194923],[-69.4311638191496,-42.3751698457158],[-69.4917434222527,-42.3594599130017],[-69.5640429976452,-42.3280059571044],[-69.6059556650244,-42.3034511790733],[-69.6510690047996,-42.2882810891335],[-69.7180794834861,-42.256943970379],[-69.772664545039,-42.2318027925476],[-69.8164251509393,-42.1994690433702],[-69.8662330494501,-42.1802006453127],[-69.9212597734662,-42.1626007159495],[-69.9629696271088,-42.1722139849479],[-70.0105179979273,-42.1911017105029],[-70.0746423306105,-42.1920660350757],[-70.1312518966479,-42.1952493618388],[-70.2007931464461,-42.1997254464425],[-70.2419462698908,-42.2016459442082],[-70.2705805214501,-42.1755497592043],[-70.2943968293877,-42.1534924624286],[-70.2866801012297,-42.1214525379161],[-70.2606765866721,-42.0845407261547],[-70.2405523422514,-42.0568887236212],[-70.1777717010287,-42.038791019545],[-70.1177099489742,-42.0224540646703],[-70.0558622163047,-42.0156858998058],[-69.9960041311619,-42.0011825903496],[-69.909859042154,-42.0106410222398],[-69.843649163884,-42.0134752158109],[-69.7766694991716,-42.0410748688818],[-69.7131411854669,-42.0818380572635],[-69.6625602223158,-42.1258426916252],[-69.6201073248064,-42.1771103023257],[-69.5809710195255,-42.2034614994758],[-69.5130231207204,-42.221423528],[-69.4676621561018,-42.2327374982529],[-69.4011734296868,-42.235322473743],[-69.3589695299505,-42.256002962468],[-69.3091775103259,-42.2788554536216],[-69.2482810206538,-42.3287833614259],[-69.1951024054127,-42.3802991923625],[-69.1485717751751,-42.4163035242116],[-69.0944022079389,-42.4544698494462],[-69.0633976823584,-42.493682061496],[-69.0400741892713,-42.532624127227],[-69.0063092431306,-42.5700149413178],[-68.9707503710218,-42.6207980452147],[-68.9318616711632,-42.6602531185018],[-68.9033564513998,-42.7012506817005],[-68.8716678673228,-42.7328177317324],[-68.8402805997806,-42.7700791724492],[-68.8085137683995,-42.8016286350772],[-68.7933385487262,-42.8516791289733],[-68.7785917701516,-42.9093276162679],[-68.75537896322,-42.9558210913866],[-68.7235956882223,-42.9892517426328],[-68.6991163546522,-43.0148180012594],[-68.6368096758655,-43.0149126783371],[-68.594824417579,-43.0067211175069],[-68.5753203989793,-42.9825610394791],[-68.5889544888997,-42.9478436581696],[-68.6203688609876,-42.9068422600985],[-68.6403041843954,-42.8928649167479],[-68.6606761824204,-42.8407720631313],[-68.6308726270839,-42.8169606584566],[-68.5628770129331,-42.8038589527967],[-68.5106012395905,-42.794052818187],[-68.4665914624615,-42.7934870632564],[-68.418404464963,-42.7625519539057],[-68.4111589963629,-42.722761186908],[-68.4120502544967,-42.6903459985306],[-68.4439578948596,-42.6588997450606],[-68.491695696775,-42.6345855502863],[-68.5557836222203,-42.6268921193875],[-68.5939845782169,-42.6180669951265],[-68.6290836035565,-42.5998031315488],[-68.6611625364436,-42.5740115655796],[-68.654521591177,-42.5475476755991],[-68.6280670697204,-42.5350505612467],[-68.5582131541672,-42.5296387677793],[-68.5064839484865,-42.5255253540688],[-68.4728608731204,-42.5227451387903],[-68.394341511068,-42.4984345552319],[-68.3469002797942,-42.4769792632918],[-68.3042654041065,-42.447739799245],[-68.322890033227,-42.4090920918274],[-68.3656482510989,-42.3906790118748],[-68.4177651513086,-42.3548352838614],[-68.4446747564979,-42.3292511273065],[-68.4663530154905,-42.301913289946],[-68.4771534975248,-42.2634802969575],[-68.4953258218502,-42.2190996469886],[-68.5260525621926,-42.170510946645],[-68.5370098542144,-42.1358715781334],[-68.5192549452953,-42.0906969898942],[-68.5048737170705,-42.0606548362548],[-68.5152205887601,-42.0146006553937],[-68.5078228103374,-41.9710027214962],[-68.5293479363848,-41.943657210248],[-68.5555444816557,-41.9085447465897],[-68.5824335516238,-41.886742270272],[-68.609401517113,-41.8668329777585],[-68.6304407202997,-41.8318667113485],[-68.6336650429926,-41.7974551993475],[-68.6800671409902,-41.761670569405],[-68.7189112618664,-41.7280089778012],[-68.7555018171563,-41.7001258630295],[-68.8110044744979,-41.6925722065908],[-68.8769638757783,-41.6903447366346],[-68.9593780830525,-41.7084589667054],[-69.0367608138237,-41.7267018339614],[-69.1203884452747,-41.7218024645172],[-69.1578483638266,-41.7109128982365],[-69.2025511514323,-41.6940314492153],[-69.2445827045011,-41.6753124752958],[-69.2764410248109,-41.6569700530475],[-69.3131068674455,-41.6346291541803],[-69.3634067375688,-41.6269948361084],[-69.4268436819889,-41.6264514789459],[-69.4518019821952,-41.6197617868831],[-69.5199085361561,-41.6132621630123],[-69.5693752941832,-41.5941406813713],[-69.6033727784855,-41.5718070082368],[-69.6349442172082,-41.551466400351],[-69.6726147445314,-41.5461189783846],[-69.7023118014961,-41.5715757779705],[-69.7117788269326,-41.5978617866186],[-69.7098005368128,-41.6417770661826],[-69.6981005106746,-41.6918083385577],[-69.6827663168672,-41.7267390982679],[-69.6675495439625,-41.7635730371258],[-69.6750344413195,-41.7975664802748],[-69.70928643714,-41.8495099770542],[-69.74677664933,-41.8746351649482],[-69.8006999548283,-41.8799998721971],[-69.8693071479947,-41.8770846254967],[-69.9273358166031,-41.8688725521702],[-69.9849088909215,-41.8549327385993],[-70.0386071141167,-41.823984532061],[-70.0901548836684,-41.7988259437569],[-70.1243541804703,-41.7801425167312],[-70.1569087227067,-41.7405608967248],[-70.1576755438223,-41.6852665648092],[-70.1374505509556,-41.653782572823],[-70.0816641273648,-41.6219834714538],[-70.0584561769627,-41.6172965229345],[-69.9916650973239,-41.6069019474694],[-69.9486340277064,-41.5744757430746],[-69.9488965669278,-41.5439817057982],[-69.979061783641,-41.5064549754308],[-70.0120069831641,-41.4726187296836],[-70.0376380424286,-41.4428982135722],[-70.0586186807855,-41.4190994051291],[-70.097104905512,-41.3926074280175],[-70.1208618212371,-41.372489180154],[-70.1538102880295,-41.3405077257285],[-70.1628592080332,-41.3267594641155],[-70.168509053956,-41.301732048092],[-70.182321629006,-41.2515507685068],[-70.172151953857,-41.2177187307281],[-70.1249507084489,-41.2274691662058],[-70.071897791272,-41.260333271225],[-70.010799636638,-41.2535146585186],[-69.9719147900215,-41.2399699510121],[-69.9157360625992,-41.2309784564131],[-69.8849923365969,-41.2246750656683],[-69.862890601396,-41.2332425037412],[-69.8396407924344,-41.2609096000125],[-69.8075981251458,-41.2717957515227],[-69.7692414987487,-41.2295824498146],[-69.764037508167,-41.191683290307],[-69.7667964176491,-41.1591706337105],[-69.7610597019021,-41.1136742437654],[-69.7536352580426,-41.0796794060392],[-69.7487323067665,-41.0455806618856],[-69.7456705874822,-41.0018781849692],[-69.7432797218842,-40.9676765360084],[-69.7307448889194,-40.9319830618561],[-69.7219090575518,-40.9132943834722],[-69.7050417982691,-40.8873062040959],[-69.6748630867637,-40.8866447645346],[-69.6483615439501,-40.9029811580599],[-69.6070738182498,-40.9237170256662],[-69.5643498725417,-40.9235273895391],[-69.5334026300812,-40.9114245880109],[-69.5065937693145,-40.8858043319693],[-69.4880614592048,-40.8712887296793],[-69.4584111324023,-40.8400636529411],[-69.4260405715507,-40.8051094884345],[-69.4041948979665,-40.7773730957532],[-69.3857164005788,-40.7628369878223],[-69.3668866573148,-40.7425996866447],[-69.3400930708641,-40.715038724566],[-69.3114218374976,-40.6970704129267],[-69.2655169633201,-40.6835481988463],[-69.2296120335088,-40.6696414677583],[-69.1814784482068,-40.659988806857],[-69.1587820122987,-40.6570090613269],[-69.1080499218602,-40.6874398466138],[-69.0786384682223,-40.6980270045168],[-69.0517217097234,-40.7085205366688],[-69.0290726778565,-40.7493492698083],[-69.016059706289,-40.784109570856],[-69.0412646375229,-40.8289592954327],[-69.0662710418029,-40.869998376786],[-69.086420073388,-40.9131063937763],[-69.1092112231875,-40.9580224514523],[-69.1286123255583,-40.987818706941],[-69.1508779078111,-41.0232118260914],[-69.1703161699682,-41.0529893258214],[-69.1848658719332,-41.0848532816916],[-69.1925810457008,-41.1284029011753],[-69.1919548031083,-41.1589197635781],[-69.198158692459,-41.1777491895325],[-69.2127420233847,-41.2096072066323],[-69.2247226629772,-41.2396565431115],[-69.2164196401214,-41.2685519659856],[-69.215208882119,-41.2895544647761],[-69.2067799255473,-41.3165532630239],[-69.1903079664377,-41.3362124266424],[-69.176352857161,-41.3557832499509],[-69.1464290110913,-41.3625921163888],[-69.0801266051133,-41.3535579414532],[-69.0365508105014,-41.3436819475554],[-69.0177570976102,-41.3252886108667],[-69.0209878386593,-41.2946840551369],[-69.0235490321652,-41.2526650205059],[-69.0276788147955,-41.2372688642551],[-69.048865355914,-41.211747422879],[-69.0694730293029,-41.1767109643274],[-69.0622821374947,-41.1407540595849],[-69.0494990394427,-41.0954684633291],[-69.0378655695945,-41.0692093318457],[-69.0082138619915,-41.0359480886415],[-68.9896344992236,-41.019454020404],[-68.9609140595963,-41.0013959923105],[-68.9294800796256,-40.9796194667257],[-68.9210855943544,-40.9646660076323],[-68.9222832762869,-40.9417584766521],[-68.9185746790396,-40.9209214126556],[-68.9075709366759,-40.9041440536183],[-68.8830737238263,-40.8706774421682],[-68.8694746713192,-40.8520808617533],[-68.8483633630635,-40.8337434582229],[-68.8326001341105,-40.8209346182174],[-68.8142389425963,-40.8063113035214],[-68.8057798679223,-40.7894396467389],[-68.796907561039,-40.7649577604251],[-68.7909664285149,-40.7480029544137],[-68.7776216466411,-40.7332015383912],[-68.7642864910963,-40.7184024746717],[-68.7260684043256,-40.7063230785373],[-68.6861827455589,-40.7095248985752],[-68.6675972976964,-40.7368074894436],[-68.6460919022327,-40.7565593938427],[-68.6287760031766,-40.7609264464412],[-68.6050718691689,-40.7388088410077],[-68.5880827410415,-40.7012333688417],[-68.564318050778,-40.6772019125263],[-68.5485474168386,-40.6624538884528],[-68.528359879224,-40.6592678086248],[-68.4909844566692,-40.6623300053821],[-68.4745383404681,-40.6838019125275],[-68.4783867929486,-40.7103591350143],[-68.4746229759966,-40.7352538091444],[-68.4736462800906,-40.7657796511232],[-68.4851924270008,-40.7959115528778],[-68.4989611574249,-40.8202665252832],[-68.5177611095674,-40.8444639708919],[-68.5320448636394,-40.8783195592322],[-68.5429483653797,-40.8951306125767],[-68.5286794239528,-40.9108231293332],[-68.4874060337888,-40.9387758207472],[-68.4636599460183,-40.9661882380449],[-68.4525442942815,-40.9951122574816],[-68.4388094696733,-41.0222065652984],[-68.4257318202412,-41.0626273157916],[-68.3992094276116,-41.0862888343181],[-68.3523618212967,-41.1067446900973],[-68.2919915114207,-41.1085110785324],[-68.2340327527291,-41.1082638413206],[-68.2064484001442,-41.1109570288263],[-68.1687109121724,-41.1120174148528],[-68.12402682924,-41.1266002338293],[-68.1018807471131,-41.1386372174488],[-68.0852069982493,-41.1600530038342],[-68.0817944367576,-41.1963555198223],[-68.0677833945284,-41.2215120573227],[-68.0489660618907,-41.252503112748],[-68.0096269761788,-41.2764282498995],[-67.9663285713912,-41.2680356591817],[-67.9283210226417,-41.265213615659],[-67.9139176225024,-41.2827415577034],[-67.9002306005185,-41.3173864927476],[-67.8862796352861,-41.3463306800621],[-67.8521082741869,-41.3757742503296],[-67.8203639992534,-41.4032474927282],[-67.7881857340175,-41.4212037956375],[-67.7581481481125,-41.4295538712026],[-67.7170020554511,-41.4134003459912],[-67.6526152936191,-41.3844324611541],[-67.6164322310831,-41.3643191884092],[-67.5692404973058,-41.3196654346686],[-67.5428717537504,-41.2897721888302],[-67.5165245222211,-41.2598672522055],[-67.4653102632451,-41.2400379337],[-67.3918422328434,-41.2320908439657],[-67.3587901051479,-41.2251674249478],[-67.3277649026593,-41.2029375712445],[-67.3039394382293,-41.1691290399929],[-67.2801420382534,-41.1353051406074],[-67.2596873305327,-41.1261950719665],[-67.2122097357462,-41.1385697834747],[-67.1622954212953,-41.1547801871326],[-67.1330567816571,-41.1877306120596],[-67.0910517858245,-41.2171008102201],[-67.0634218612539,-41.2214201977384],[-67.0278932234226,-41.2144522883969],[-67.0047613461449,-41.1996160083058],[-66.973967840602,-41.1811063172634],[-66.9509212322694,-41.16817323662],[-66.9231489195457,-41.1667430846656],[-66.8906368087019,-41.1768221264644],[-66.8582743250686,-41.1926075527268],[-66.8386501586192,-41.213886975546],[-66.8091154838071,-41.2429452019801],[-66.7945090303794,-41.2641454438124],[-66.7467401446819,-41.2725129132741],[-66.7038602253034,-41.2750815863704],[-66.6610346619957,-41.2795409716087],[-66.6232053403875,-41.2819905648292],[-66.5778393743528,-41.286453926472],[-66.5249412236397,-41.2928994556956],[-66.5002784257799,-41.3218155667397],[-66.4932924867851,-41.3504966633735],[-66.5039631846994,-41.377020061417],[-66.5221499183327,-41.3996394241106],[-66.5531319862414,-41.4278019333562],[-66.5689825287452,-41.4580561335895],[-66.5849339852883,-41.4921304857787],[-66.5856966412833,-41.5264210007901],[-66.575986277883,-41.5456137293659],[-66.558691656763,-41.5668096855539],[-66.5183242428764,-41.5768841803447],[-66.4622126643401,-41.5623954998493],[-66.4263625073859,-41.5457055827499],[-66.357162372147,-41.5065608075823],[-66.3417841240827,-41.4972150913849],[-66.2877763743359,-41.4521247322544],[-66.2593384771478,-41.4181597397791],[-66.2361048133806,-41.391737710657],[-66.1951481339269,-41.3617042293511],[-66.1618622769207,-41.335383487979],[-66.1439900821699,-41.3241344780791],[-66.0856538808008,-41.3094788705064],[-66.0426285163527,-41.3041839387479],[-65.9921293119847,-41.3065486585829],[-65.9469296415628,-41.3279040282071],[-65.9271001117613,-41.3604595799309],[-65.9375856247777,-41.3908548012184],[-65.98623649671,-41.4361619116535],[-66.0472627740593,-41.454648914647],[-66.108618506609,-41.4940604172142],[-66.1548531645776,-41.5336070064319],[-66.1884498475679,-41.5732607709191],[-66.2090896347911,-41.5939981925073],[-66.2499087783504,-41.6068844481796],[-66.3190142902089,-41.6384758859484],[-66.3727689056628,-41.6606876412789],[-66.4060819764829,-41.6755201032013],[-66.4804660594958,-41.7088543163242],[-66.5291704302371,-41.7272604036578],[-66.5675129671875,-41.7362510993982],[-66.6060812585577,-41.7547632074189],[-66.6428050647831,-41.801863890346],[-66.6487849465554,-41.8398798004335],[-66.6314368369659,-41.8610883168717],[-66.6192281186999,-41.8841304129134],[-66.6654827939161,-41.8966582686487],[-66.7017944523939,-41.9248266240383],[-66.7278610005294,-41.9472904714183],[-66.7925635651499,-41.9824866094539]]]]}",No Productiva,False,
ONSHORE,MERCEDES,"{""type"":""MultiPolygon"",""coordinates"":[[[[-65.846387795375,-34.0022037226793],[-65.7733261585689,-33.9472151794112],[-65.6884450389915,-33.8954713065904],[-65.6192309290058,-33.817933436244],[-65.5271041601194,-33.7209338176795],[-65.488810256085,-33.6756673945661],[-65.419780194583,-33.6238012466381],[-65.304679341351,-33.5652034980503],[-65.2049012606426,-33.532370134984],[-65.096959937795,-33.5509704996227],[-65.0117780980735,-33.5954295586212],[-64.9488447981102,-33.7044853177162],[-64.9396243677115,-33.8268555313466],[-64.9308597655093,-33.9105575503879],[-64.9069323851819,-33.9683462740227],[-64.8284531202006,-34.0514031925196],[-64.7962037166933,-34.1413196722189],[-64.7789387367031,-34.2635897708959],[-64.7928061324711,-34.3797209574915],[-64.8839251392373,-34.5416825153704],[-64.9686243557073,-34.6197553778949],[-65.084680740257,-34.6980125662257],[-65.1701804282963,-34.7308412507545],[-65.2557456430172,-34.7636207139259],[-65.3570451571332,-34.7899653731792],[-65.4976846190759,-34.7841854278863],[-65.5915716407569,-34.7523187870774],[-65.701133675535,-34.6817478748603],[-65.8106100121809,-34.565972774932],[-65.8341349077456,-34.4886721308571],[-65.9043071656894,-34.3791906644059],[-65.9199700108301,-34.2567519804196],[-65.9123603311482,-34.1085134771212],[-65.9138462607114,-34.0976743041987],[-65.8915494179217,-34.0628068208241],[-65.846387795375,-34.0022037226793]]]]}",No Productiva,False,
