anio,empresa,provincia,areayacimiento,idareayacimiento,cuenca,indice_tiempo,mes,produccion_gas_promedio_dia_mm3,areapermisoconcesion,idareapermisoconcesion,tejas_match,tejas_found_in
2009,PETROBRAS ARGENTINA S.A.,Mendoza,PUESTO HERNANDEZ,HER,NEUQUINA,2009-10,10,29.3948,PUESTO HERNANDEZ,PHE,False,
2009,PETROBRAS ARGENTINA S.A.,Neuquén,PUESTO HERNANDEZ,HER,NEUQUINA,2009-10,10,218.5374,PUESTO HERNANDEZ,PHE,False,
2009,PETROBRAS ARGENTINA S.A.,Santa Cruz,PUESTO OLIVERIO,PRIO,AUSTRAL,2009-10,10,0.0,PUESTO OLIVERIO,PUOL,False,
2009,PETROBRAS ARGENTINA S.A.,Santa Cruz,CAMPO LAS ACOLLARADAS,CDAS,AUSTRAL,2009-10,10,0.0,PUESTO PETER,PPT,False,
2009,ROCH S.A.,Tierra del Fuego,ANGOSTURA,AGO,AUSTRAL,2009-10,10,0.1129,ANGOSTURA (CA-14),AGO,False,
2009,ROCH S.A.,Tierra del Fuego,ANGOSTURA SUR,AGSU,AUSTRAL,2009-10,10,0.25,ANGOSTURA (CA-14),AGO,False,
2009,ROCH S.A.,Tierra del Fuego,CERRO CORTADO,CCT,AUSTRAL,2009-10,10,0.0,ANGOSTURA (CA-14),AGO,False,
2009,ROCH S.A.,Tierra del Fuego,GAVIOTA,GTA,AUSTRAL,2009-10,10,0.0,ANGOSTURA (CA-14),AGO,False,
2009,ROCH S.A.,Tierra del Fuego,LAS LAGUNAS,LLAG,AUSTRAL,2009-10,10,0.0,ANGOSTURA (CA-14),AGO,False,
2009,ROCH S.A.,Mendoza,CAJON DE LOS CABALLOS,CAJ,NEUQUINA,2009-10,10,1.5127,CAJON DE LOS CABALLOS,CAJ,False,
