COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,,,
PRODUCCION POR CONTRATO,,,,,,,,,,
Producción mensual por contrato y operador,,,,,,,,,,
Datos a enero - 2025.,,,,,,,,,,
Notas: Las unidades corresponden a Miles de barriles diarios (Mbd) y Millones de pies cúbicos diarios (MMpcd).,,,,,,,,,,
Hidrocarburos líquidos: Se refiere a la suma de petróleo y condensado.,,,,,,,,,,
Para información geográfica de los contratos visite https://mapa.hidrocarburos.gob.mx,,,,,,,,,,
,,,,,,,,,,
FECHA,CONTRATO,OPERADOR,HIDROCARBUROS_LIQUIDOS_MBD,PETROLEO_MBD,CONDENSADO_MBD,GAS_MMPCD,GAS_ASOC_MMPCD,GAS_NASOC_MMPCD,N2_MMPCD,AGUA_MBD
10/2021,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.148812892,0.148812892,0.0,0.969176892,0.969176892,0.0,0.034352,1.328598532
10/2021,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,0.89532258,0.0,0.89532258,0.001338,0.008051136
10/2021,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.172723869,0.172723869,0.0,3.972427566,3.972427566,0.0,0.071444,0.687610195
10/2021,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.252779642,0.0,1.252779642,0.002883,0.004739535
10/2021,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,10.157089467,0.0,10.157089467,0.022853,0.093033223
10/2021,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,2.394748703,0.0,2.394748703,0.007742,0.091303548
10/2021,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.54030981,0.0,1.54030981,0.004976,0.010020883
10/2021,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.030599741,0.030599741,0.0,0.047290322,0.047290322,0.0,0.000384,0.218120967
10/2021,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,3.241032258,0.0,3.241032258,0.004906,0.0
10/2021,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,0.427117467,0.0,0.427117467,0.001353,0.018234238
10/2021,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,2.223640911,2.223640911,0.0,2.573003103,2.573003103,0.0,0.019168,3.862048899
10/2021,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.087532588,0.0,1.087532588,0.002164,0.006549228
10/2021,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,0.265909019,0.0,0.265909019,0.001535,0.071120006
10/2021,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,0.936994894,0.0,0.936994894,0.008436,0.0
10/2021,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,5.995445283,0.0,5.995445283,0.016064,0.505213767
10/2021,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.114335489,0.0,1.114335489,0.000149,0.017777329
10/2021,CNH-R02-L02-A7.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,0.005677419,0.0,0.005677419,2.4e-05,0.0
10/2021,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,4.321373297,0.0,4.321373297,0.005434,0.149621614
10/2021,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.381115365,0.381115365,0.0,0.080004508,0.080004508,0.0,0.000325,1.174084193
10/2021,CNH-R02-L03-VC-01/2018,BLOQUE VC 01,0.046458709,0.046458709,0.0,0.17304034,0.17304034,0.0,0.0,0.049935483
10/2021,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.0,0.0,0.0,0.356194093,0.0,0.356194093,0.002093,0.0
11/2021,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,5.175968932,5.175968932,0.0,11.521359798,11.521359798,0.0,0.213951,0.430696221
11/2021,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,5.39936406,5.39936406,0.0,14.576866144,14.576866144,0.0,0.317921,2.042505161
11/2021,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,77.229528957,77.229528957,0.0,17.799579945,17.799579945,0.0,0.885439,27.296590836
11/2021,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,18.002591283,18.002591283,0.0,15.667195118,15.667195118,0.0,0.075437,1.904967263
11/2021,CNH-M3-MISIÓN/2018,SERVICIOS MÚLTIPLES DE BURGOS,0.384232996,0.0,0.384232996,85.96286666,0.0,85.96286666,0.10701,1.011892995
11/2021,CNH-M4-ÉBANO/2018,DS SERVICIOS PETROLEROS,5.782309199,5.782309199,0.0,1.237750142,1.237750142,0.0,0.023334,2.337487864
11/2021,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.070090777,1.070090777,0.0,4.303313361,4.303313361,0.0,0.029373,0.326158188
11/2021,CNH-R01-L02-A1/2015,ENI MÉXICO,13.69106188,13.69106188,0.0,19.984286666,19.984286666,0.0,0.282577,2.60418
11/2021,CNH-R01-L02-A2/2015,HOKCHI ENERGY,15.8749,15.8749,0.0,5.765266666,5.765266666,0.0,0.054633,0.223534
11/2021,CNH-R01-L02-A4/2015,FIELDWOOD ENERGY E&P MÉXICO,4.573847333,4.573847333,0.0,6.596116666,6.596116666,0.0,0.027894,0.93393734
11/2021,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.29360965,0.29360965,0.0,0.22890454,0.22890454,0.0,0.003863,0.415930683
11/2021,CNH-R01-L03-A10/2016,OLEUM DEL NORTE,0.079186433,0.079186433,0.0,0.072,0.072,0.0,0.000752,0.024208666
11/2021,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.142703433,0.142703433,0.0,1.007199191,1.007199191,0.0,0.036475,1.321059897
11/2021,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,1.116366666,0.0,1.116366666,0.006229,0.017959666
11/2021,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.172409622,0.172409622,0.0,3.964486501,3.964486501,0.0,0.072569,0.68241225
11/2021,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.2129,0.0,1.2129,0.002146,0.004681933
11/2021,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,10.863599998,0.0,10.863599998,0.0365,0.107566565
11/2021,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,2.103333333,0.0,2.103333333,0.006814,0.081767333
11/2021,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.7013,0.0,1.7013,0.005682,0.0111883
11/2021,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.041746933,0.041746933,0.0,0.038566666,0.038566666,0.0,0.000313,0.205030766
11/2021,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,2.8405,0.0,2.8405,0.004843,0.0
11/2021,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,0.429766666,0.0,0.429766666,0.001362,0.022640333
11/2021,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,2.480319433,2.480319433,0.0,2.439433333,2.439433333,0.0,0.018783,4.354445033
11/2021,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.07719,0.0,1.07719,0.002671,0.006486836
11/2021,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,0.320999999,0.0,0.320999999,0.002676,0.133347666
11/2021,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.2795,0.0,1.2795,0.011605,0.016602
11/2021,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,5.623966664,0.0,5.623966664,0.023956,0.285767331
11/2021,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.277033332,0.0,1.277033332,0.001858,0.016195999
11/2021,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,4.469233332,0.0,4.469233332,0.010542,0.135592999
11/2021,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.670227333,0.670227333,0.0,0.1552,0.1552,0.0,0.00062,1.317623
11/2021,CNH-R02-L03-TM-01/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.004418,0.004418,0.0,0.020133333,0.020133333,0.0,0.00025,0.006064666
11/2021,CNH-R02-L03-VC-01/2018,BLOQUE VC 01,0.024321,0.024321,0.0,0.025881333,0.025881333,0.0,0.0,0.029933333
11/2021,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.0,0.0,0.0,0.330433333,0.0,0.330433333,0.002005,0.0
12/2021,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,5.03335187,5.03335187,0.0,11.201935483,11.201935483,0.0,0.200962,0.763116851
12/2021,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,6.014665259,6.014665259,0.0,14.970477419,14.970477419,0.0,0.292448,1.589066983
12/2021,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,82.585212288,82.585212288,0.0,19.120389066,19.120389066,0.0,0.77992,24.170854608
12/2021,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,17.224641932,17.224641932,0.0,15.20993976,15.20993976,0.0,0.083881,2.181037522
12/2021,CNH-M3-MISIÓN/2018,SERVICIOS MÚLTIPLES DE BURGOS,0.399499994,0.0,0.399499994,85.857838701,0.0,85.857838701,0.127138,1.058960994
12/2021,CNH-M4-ÉBANO/2018,DS SERVICIOS PETROLEROS,5.711175578,5.711175578,0.0,1.204809676,1.204809676,0.0,0.040763,2.344179256
12/2021,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.208092753,1.208092753,0.0,4.632905529,4.632905529,0.0,0.028371,0.39140719
12/2021,CNH-R01-L02-A1/2015,ENI MÉXICO,12.588281869,12.588281869,0.0,15.54832258,15.54832258,0.0,0.22926,2.89786258
12/2021,CNH-R01-L02-A2/2015,HOKCHI ENERGY,17.764290322,17.764290322,0.0,7.181645161,7.181645161,0.0,0.061335,0.218000553
12/2021,CNH-R01-L02-A4/2015,FIELDWOOD ENERGY E&P MÉXICO,5.833493334,5.833493334,0.0,7.250716096,7.250716096,0.0,0.068055,1.25599517
12/2021,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.319076832,0.319076832,0.0,0.268175191,0.268175191,0.0,0.004184,0.388574457
12/2021,CNH-R01-L03-A10/2016,OLEUM DEL NORTE,0.11784258,0.11784258,0.0,0.090645161,0.090645161,0.0,0.000947,0.028388064
12/2021,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.139780531,0.139780531,0.0,0.812841641,0.812841641,0.0,0.030132,1.309357918
12/2021,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,1.053709677,0.0,1.053709677,0.001593,0.010256687
12/2021,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.172523157,0.172523157,0.0,3.17305598,3.17305598,0.0,0.042756,0.68208214
12/2021,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.361785709,0.0,1.361785709,0.002895,0.006915363
12/2021,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,10.908076864,0.0,10.908076864,0.040576,0.11080645
12/2021,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,2.034558932,0.0,2.034558932,0.007354,0.109564258
12/2021,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.684092836,0.0,1.684092836,0.004331,0.017802931
12/2021,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.034193548,0.034193548,0.0,0.033870967,0.033870967,0.0,0.000275,0.208148225
12/2021,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,2.678548387,0.0,2.678548387,0.004982,0.0
12/2021,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,0.431084497,0.0,0.431084497,0.001366,0.017750412
12/2021,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,2.294139618,2.294139618,0.0,2.490300158,2.490300158,0.0,0.021167,3.880608287
12/2021,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.058852894,0.0,1.058852894,0.002393,0.006376327
12/2021,CNH-R01-L03-A9/2015,PERSEUS FORTUNA NACIONAL,0.0,0.0,0.0,0.293820894,0.0,0.293820894,0.001084,0.0
12/2021,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,0.370387096,0.0,0.370387096,0.002816,0.128598153
12/2021,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.091193548,0.0,1.091193548,0.0,0.014089032
12/2021,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,5.265483867,0.0,5.265483867,0.025218,0.255041609
12/2021,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,2.715935483,0.0,2.715935483,0.002904,0.162627095
12/2021,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,4.694161289,0.0,4.694161289,0.022193,0.125600967
12/2021,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.30489364,0.30489364,0.0,0.047645161,0.047645161,0.0,0.00016,3.510323857
12/2021,CNH-R02-L03-TM-01/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.02947536,0.02947536,0.0,0.240300718,0.240300718,0.0,0.003215,0.027828864
12/2021,CNH-R02-L03-VC-01/2018,BLOQUE VC 01,0.019453225,0.019453225,0.0,0.020701398,0.020701398,0.0,0.0,0.025064516
12/2021,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.0,0.0,0.0,0.258720156,0.0,0.258720156,0.001645,0.0
01/2022,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,5.327615352,5.327615352,0.0,11.869045881,11.869045881,0.0,0.237261,0.539093902
01/2022,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,5.516532701,5.516532701,0.0,12.604684442,12.604684442,0.0,0.261673,2.129863653
01/2022,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,81.986154967,81.986154967,0.0,19.083670289,19.083670289,0.0,0.881951,20.203746063
01/2022,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,17.038118758,17.038118758,0.0,14.978621863,14.978621863,0.0,0.08298,2.501712552
01/2022,CNH-M3-MISIÓN/2018,SERVICIOS MÚLTIPLES DE BURGOS,0.405860982,0.0,0.405860982,87.575193542,0.0,87.575193542,0.10546,0.808812996
01/2022,CNH-M4-ÉBANO/2018,DS SERVICIOS PETROLEROS,5.659568837,5.659568837,0.0,1.290132256,1.290132256,0.0,0.012749,2.134076321
01/2022,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.259270179,1.259270179,0.0,4.889013113,4.889013113,0.0,0.026918,0.413096356
01/2022,CNH-R01-L02-A1/2015,ENI MÉXICO,12.974477052,12.974477052,0.0,13.097074193,13.097074193,0.0,0.155527,2.560184193
01/2022,CNH-R01-L02-A2/2015,HOKCHI ENERGY,16.47890129,16.47890129,0.0,6.83016129,6.83016129,0.0,0.054641,0.21216258
01/2022,CNH-R01-L02-A4/2015,FIELDWOOD ENERGY E&P MÉXICO,18.070638425,18.070638425,0.0,29.584441257,29.584441257,0.0,0.196487,0.506130005
01/2022,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.30401222,0.30401222,0.0,0.293272159,0.293272159,0.0,0.005177,0.327960037
01/2022,CNH-R01-L03-A10/2016,OLEUM DEL NORTE,0.098952129,0.098952129,0.0,0.089935483,0.089935483,0.0,0.000939,0.025210967
01/2022,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.138119147,0.138119147,0.0,1.005792418,1.005792418,0.0,0.030364,1.304618219
01/2022,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,1.058290322,0.0,1.058290322,0.001587,0.009246107
01/2022,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.167664604,0.167664604,0.0,3.966425587,3.966425587,0.0,0.05551,0.689421401
01/2022,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.332870967,0.0,1.332870967,0.002852,0.006058032
01/2022,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,10.786752873,0.0,10.786752873,0.062992,0.111857094
01/2022,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,1.896037475,0.0,1.896037475,0.006084,0.091303548
01/2022,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.680678858,0.0,1.680678858,0.004258,0.01214883
01/2022,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.032281483,0.032281483,0.0,0.026451612,0.026451612,0.0,0.000214,0.178259645
01/2022,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,2.601870967,0.0,2.601870967,0.004254,0.008237608
01/2022,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,0.419286523,0.0,0.419286523,0.001329,0.00951483
01/2022,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,2.365201129,2.365201129,0.0,2.303158441,2.303158441,0.0,0.017273,3.958164937
01/2022,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.081426107,0.0,1.081426107,0.003157,0.006512461
01/2022,CNH-R01-L03-A9/2015,PERSEUS FORTUNA NACIONAL,0.094107555,0.088747363,0.005360191,0.483509216,0.235838089,0.247671126,0.00027,0.644596829
01/2022,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,0.378549055,0.0,0.378549055,0.003823,0.129651786
01/2022,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.139395195,0.0,1.139395195,0.005184,0.018623839
01/2022,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,6.032149749,0.0,6.032149749,0.031303,0.465851731
01/2022,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,2.906063352,0.0,2.906063352,0.00665,0.038397421
01/2022,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,4.562605846,0.0,4.562605846,0.014714,0.125150071
01/2022,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.482591003,0.482591003,0.0,0.145496993,0.145496993,0.0,0.000465,2.150529677
01/2022,CNH-R02-L03-TM-01/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.031787054,0.031787054,0.0,0.220249581,0.220249581,0.0,0.00273,0.036682321
01/2022,CNH-R02-L03-VC-01/2018,BLOQUE VC 01,0.021253567,0.021253567,0.0,0.020108685,0.020108685,0.0,0.0,0.02132258
01/2022,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.0,0.0,0.0,0.341179548,0.0,0.341179548,0.002281,0.0
02/2022,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,5.142658725,5.142658725,0.0,11.667545589,11.667545589,0.0,0.182829,0.665311775
02/2022,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,5.284547609,5.284547609,0.0,14.028840924,14.028840924,0.0,0.272019,2.392169658
02/2022,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,75.081503362,75.081503362,0.0,17.277428191,17.277428191,0.0,0.683149,21.576794842
02/2022,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,17.259748584,17.259748584,0.0,15.580896081,15.580896081,0.0,0.123712,2.640709988
02/2022,CNH-M3-MISIÓN/2018,SERVICIOS MÚLTIPLES DE BURGOS,0.446317995,0.0,0.446317995,87.957321422,0.0,87.957321422,0.101908,0.595131994
02/2022,CNH-M4-ÉBANO/2018,DS SERVICIOS PETROLEROS,5.543523998,5.543523998,0.0,1.093599998,1.093599998,0.0,0.010011,2.157166641
02/2022,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.254162045,1.254162045,0.0,4.725551767,4.725551767,0.0,0.032606,0.379770106
02/2022,CNH-R01-L02-A1/2015,ENI MÉXICO,9.335520757,9.335520757,0.0,12.026789285,12.026789285,0.0,0.18443,1.551413571
02/2022,CNH-R01-L02-A2/2015,HOKCHI ENERGY,17.642166428,17.642166428,0.0,7.058654826,7.058654826,0.0,0.059292,0.223393571
02/2022,CNH-R01-L02-A4/2015,FIELDWOOD ENERGY E&P MÉXICO,23.495601785,23.495601785,0.0,35.826714999,35.826714999,0.0,0.144796,4.124889613
02/2022,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.310293947,0.310293947,0.0,0.288958855,0.288958855,0.0,0.004201,0.31546141
02/2022,CNH-R01-L03-A10/2016,OLEUM DEL NORTE,0.066915714,0.066915714,0.0,0.071428571,0.071428571,0.0,0.000746,0.021062142
02/2022,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.139182897,0.139182897,0.0,1.007389651,1.007389651,0.0,0.028811,1.314377638
02/2022,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,1.163821428,0.0,1.163821428,0.001629,0.010676042
02/2022,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.165566232,0.165566232,0.0,3.99882156,3.99882156,0.0,0.076157,0.691471828
02/2022,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.358892857,0.0,1.358892857,0.002715,0.007271285
02/2022,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,10.457660744,0.0,10.457660744,0.057829,0.113249999
02/2022,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,1.811377385,0.0,1.811377385,0.004564,0.087607928
02/2022,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.632060303,0.0,1.632060303,0.004218,0.015258866
02/2022,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.0035455,0.0035455,0.0,0.003321428,0.003321428,0.0,0.0,0.024462357
02/2022,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,2.366857142,0.0,2.366857142,0.003313,0.008012755
02/2022,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,0.398928571,0.0,0.398928571,0.001264,0.010452558
02/2022,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,2.470208871,2.470208871,0.0,2.227310187,2.227310187,0.0,0.016704,4.21278487
02/2022,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.121912919,0.0,1.121912919,0.004072,0.006756627
02/2022,CNH-R01-L03-A9/2015,PERSEUS FORTUNA NACIONAL,0.105427167,0.092598701,0.012828466,0.857164596,0.236387741,0.620776855,0.005832,0.679752765
02/2022,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,0.381922607,0.0,0.381922607,0.001005,0.123146657
02/2022,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.116892857,0.0,1.116892857,0.004311,0.0177125
02/2022,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,6.439031202,0.0,6.439031202,0.0367,0.479373373
02/2022,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,2.388451091,0.0,2.388451091,0.0052,0.031102448
02/2022,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,4.359459068,0.0,4.359459068,0.007592,0.126406711
02/2022,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.385401789,0.385401789,0.0,0.128877053,0.128877053,0.0,0.000399,1.664413117
02/2022,CNH-R02-L03-TM-01/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.032207142,0.032207142,0.0,0.188071428,0.188071428,0.0,0.002546,0.04079
02/2022,CNH-R02-L03-VC-01/2018,BLOQUE VC 01,0.031510714,0.031510714,0.0,0.029813134,0.029813134,0.0,0.0,0.031607142
02/2022,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.0,0.0,0.0,0.323107142,0.0,0.323107142,0.002071,0.0
03/2022,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,5.327143015,5.327143015,0.0,10.754898127,10.754898127,0.0,0.192835,0.546121632
03/2022,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,5.302252361,5.302252361,0.0,13.717195807,13.717195807,0.0,0.350611,2.787498865
03/2022,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,74.079354137,74.079354137,0.0,16.917100672,16.917100672,0.0,0.667887,22.181154508
03/2022,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,17.068770022,17.068770022,0.0,15.479688141,15.479688141,0.0,0.116561,2.848560327
