COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,,,
PRODUCCION POR CONTRATO,,,,,,,,,,
Producción mensual por contrato y operador,,,,,,,,,,
Datos a enero - 2025.,,,,,,,,,,
Notas: Las unidades corresponden a Miles de barriles diarios (Mbd) y Millones de pies cúbicos diarios (MMpcd).,,,,,,,,,,
Hidrocarburos líquidos: Se refiere a la suma de petróleo y condensado.,,,,,,,,,,
Para información geográfica de los contratos visite https://mapa.hidrocarburos.gob.mx,,,,,,,,,,
,,,,,,,,,,
FECHA,CONTRATO,OPERADOR,HIDROCARBUROS_LIQUIDOS_MBD,PETROLEO_MBD,CONDENSADO_MBD,GAS_MMPCD,GAS_ASOC_MMPCD,GAS_NASOC_MMPCD,N2_MMPCD,AGUA_MBD
02/2019,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.293646412,1.293646412,0.0,3.997692881,3.997692881,0.0,0.025104,0.572714858
02/2019,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.30221023,0.30221023,0.0,0.151439866,0.151439866,0.0,0.001712,0.519704794
02/2019,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.191369453,0.191369453,0.0,1.059196457,1.059196457,0.0,0.033201,1.372848918
02/2019,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,2.065910676,0.0,2.065910676,2e-06,0.0
02/2019,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.177395934,0.177395934,0.0,3.909245026,3.909245026,0.0,0.080858,0.709000887
02/2019,CNH-R01-L03-A17/2016,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,0.013632729,0.013632729,0.0,0.0,0.0,0.0,0.0,0.008355816
02/2019,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,2.425835074,0.0,2.425835074,0.006141,0.0
02/2019,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,10.180738083,0.0,10.180738083,0.027589,0.131923212
02/2019,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,2.305790716,0.0,2.305790716,0.012727,0.0
02/2019,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.972960607,0.0,1.972960607,0.006451,0.0
02/2019,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.083033178,0.083033178,0.0,0.101142857,0.101142857,0.0,0.000821,0.147398071
02/2019,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,4.76991652,0.0,4.76991652,7.2e-05,0.0
02/2019,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.658967195,0.0,1.658967195,0.004147,0.040221674
02/2019,CNH-R01-L03-A6/2015,DIAVAZ OFFSHORE,0.162121571,0.0,0.162121571,6.203071428,0.0,6.203071428,0.151354,0.021214285
02/2019,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,3.153648552,3.153648552,0.0,2.096359922,2.096359922,0.0,0.012641,3.15543938
02/2019,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.355251056,0.0,1.355251056,0.001694,0.0
02/2019,CNH-R01-L03-A9/2015,PERSEUS FORTUNA NACIONAL,0.0,0.0,0.0,0.077589285,0.0,0.077589285,0.000165,0.0
02/2019,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,1.138751376,0.0,1.138751376,0.007595,0.177227108
02/2019,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,2.018928661,0.0,2.018928661,0.007118,0.001488568
02/2019,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,3.083012879,0.0,3.083012879,0.031824,0.042595422
02/2019,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,0.637744888,0.0,0.637744888,0.00204,0.008230653
02/2019,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,2.657922075,0.0,2.657922075,0.001964,0.097199741
02/2019,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.309281254,0.309281254,0.0,0.281445495,0.281445495,0.0,0.000593,0.433215939
02/2019,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.033299662,0.033299662,0.0,0.413948967,0.0,0.413948967,0.002358,0.008999999
03/2019,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,5.698636006,5.698636006,0.0,11.803835597,11.803835597,0.0,0.782064,1.34230653
03/2019,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,4.824258104,4.824258104,0.0,17.122495036,17.122495036,0.0,0.751506,1.337089741
03/2019,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,44.763120609,44.763120609,0.0,10.175394765,10.175394765,0.0,0.318081,33.44212856
03/2019,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,9.433678008,9.433678008,0.0,6.915779999,6.915779999,0.0,0.027909,1.811604967
03/2019,CNH-M3-MISIÓN/2018,SERVICIOS MÚLTIPLES DE BURGOS,0.469606702,0.0,0.469606702,75.563762359,0.0,75.563762359,0.132231,0.700228221
03/2019,CNH-M4-ÉBANO/2018,DS SERVICIOS PETROLEROS,5.933254514,5.933254514,0.0,1.305712901,1.305712901,0.0,0.0,3.092655805
03/2019,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.255201816,1.255201816,0.0,4.227286961,4.227286961,0.0,0.026504,0.613107423
03/2019,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.229129089,0.229129089,0.0,0.116114188,0.116114188,0.0,0.001313,0.50567704
03/2019,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.189115023,0.189115023,0.0,1.074247574,1.074247574,0.0,0.027875,1.378019226
03/2019,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,1.889799779,0.0,1.889799779,0.030105,0.0
03/2019,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.181944285,0.181944285,0.0,4.002806559,4.002806559,0.0,0.06229,0.735658904
03/2019,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,2.501193547,0.0,2.501193547,0.071395,0.046469677
03/2019,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,10.214083053,0.0,10.214083053,0.02686,0.120132578
03/2019,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,2.402510088,0.0,2.402510088,0.105081,0.0
03/2019,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.990193548,0.0,1.990193548,0.064504,0.011836774
03/2019,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.063056451,0.063056451,0.0,0.079258064,0.079258064,0.0,0.000643,0.143694709
03/2019,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,4.640715078,0.0,4.640715078,0.105971,0.0
03/2019,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.684935483,0.0,1.684935483,0.043917,0.044843548
03/2019,CNH-R01-L03-A6/2015,DIAVAZ OFFSHORE,0.145516129,0.0,0.145516129,5.996612903,0.0,5.996612903,0.165206,0.030612903
03/2019,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,3.27223109,3.27223109,0.0,2.320279566,2.320279566,0.0,0.021422,3.300539337
03/2019,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.355607103,0.0,1.355607103,0.001653,0.0
03/2019,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,0.818559162,0.0,0.818559162,0.005087,0.145957697
03/2019,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,0.768800438,0.0,0.768800438,0.002075,0.000345792
03/2019,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,4.771844123,0.0,4.771844123,0.049257,0.223590212
03/2019,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.432339135,0.0,1.432339135,0.037891,0.008785805
03/2019,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,2.99060277,0.0,2.99060277,0.00222,0.13121387
03/2019,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.339085729,0.339085729,0.0,0.281047738,0.281047738,0.0,0.00147,0.474504948
03/2019,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.030784813,0.030784813,0.0,0.406674972,0.0,0.406674972,0.002518,0.008999999
04/2019,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,5.108342478,5.108342478,0.0,11.261021281,11.261021281,0.0,0.582535,1.587191613
04/2019,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,5.37956579,5.37956579,0.0,14.252242374,14.252242374,0.0,0.923545,1.155369357
04/2019,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,43.516509447,43.516509447,0.0,10.024604053,10.024604053,0.0,0.505332,33.187515237
04/2019,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,10.027419356,10.027419356,0.0,7.316950332,7.316950332,0.0,0.062668,1.7212182
04/2019,CNH-M3-MISIÓN/2018,SERVICIOS MÚLTIPLES DE BURGOS,0.414443761,0.0,0.414443761,74.973566661,0.0,74.973566661,0.059221,0.665900466
04/2019,CNH-M4-ÉBANO/2018,DS SERVICIOS PETROLEROS,5.919394999,5.919394999,0.0,1.412093331,1.412093331,0.0,0.0,3.318493666
04/2019,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.270413842,1.270413842,0.0,4.263081365,4.263081365,0.0,0.032352,0.573338377
04/2019,CNH-R01-L01-A7/2015,TALOS ENERGY OFFSHORE MÉXICO 7,0.4586,0.4586,0.0,0.0,0.0,0.0,0.0,0.0
04/2019,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.261780812,0.261780812,0.0,0.125498498,0.125498498,0.0,0.001419,0.461001187
04/2019,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.185718786,0.185718786,0.0,1.102907352,1.102907352,0.0,0.044354,1.368853592
04/2019,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,2.028436846,0.0,2.028436846,0.002547,0.0
04/2019,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.188812835,0.188812835,0.0,4.006662652,4.006662652,0.0,0.104564,0.739374877
04/2019,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,2.3914,0.0,2.3914,0.006833,0.04522
04/2019,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,9.973989893,0.0,9.973989893,0.026928,0.111794333
04/2019,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,2.143647797,0.0,2.143647797,0.008554,0.0
04/2019,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.918142524,0.0,1.918142524,0.005723,0.0
04/2019,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.063211466,0.063211466,0.0,0.0592,0.0592,0.0,0.00048,0.1337646
04/2019,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,4.455856779,0.0,4.455856779,0.00779,0.0
04/2019,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.5947,0.0,1.5947,0.006891,0.031759
04/2019,CNH-R01-L03-A6/2015,DIAVAZ OFFSHORE,0.132490975,0.0,0.132490975,5.638531607,0.0,5.638531607,0.222158,0.036545671
04/2019,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,3.431835391,3.431835391,0.0,3.602183499,3.602183499,0.0,0.026656,2.730927877
04/2019,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.342801901,0.0,1.342801901,0.001195,0.0
04/2019,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,1.121488688,0.0,1.121488688,0.008437,0.128369736
04/2019,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,2.369450788,0.0,2.369450788,0.00588,0.003618353
04/2019,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,4.666570429,0.0,4.666570429,0.014417,0.360772439
04/2019,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.641854884,0.0,1.641854884,0.000805,0.006509032
04/2019,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,3.257602995,0.0,3.257602995,0.003911,0.068159666
04/2019,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.343337464,0.343337464,0.0,0.284829656,0.284829656,0.0,0.001486,0.477854161
04/2019,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.017950216,0.017950216,0.0,0.392064409,0.0,0.392064409,0.002257,0.022000003
05/2019,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,5.357184232,5.357184232,0.0,11.302337889,11.302337889,0.0,0.523298,0.687563346
05/2019,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,5.760422622,5.760422622,0.0,14.919981405,14.919981405,0.0,0.996654,1.682394263
05/2019,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,41.305466201,41.305466201,0.0,9.62728738,9.62728738,0.0,0.392679,27.811507065
05/2019,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,10.120255819,10.120255819,0.0,7.471870967,7.471870967,0.0,0.06493,1.874045708
05/2019,CNH-M3-MISIÓN/2018,SERVICIOS MÚLTIPLES DE BURGOS,0.548572508,0.0,0.548572508,86.225548379,0.0,86.225548379,0.28264,0.747193542
05/2019,CNH-M4-ÉBANO/2018,DS SERVICIOS PETROLEROS,5.674939288,5.674939288,0.0,1.626493546,1.626493546,0.0,0.0,3.133653095
05/2019,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.276351328,1.276351328,0.0,4.415611558,4.415611558,0.0,0.026775,0.639218641
05/2019,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.252534542,0.252534542,0.0,0.131551226,0.131551226,0.0,0.001487,0.479854812
05/2019,CNH-R01-L03-A10/2016,OLEUM DEL NORTE,0.036225806,0.036225806,0.0,0.007549193,0.007549193,0.0,0.000201,0.002096774
05/2019,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.188021319,0.188021319,0.0,1.115125708,1.115125708,0.0,0.037004,1.3201651
05/2019,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,2.078812741,0.0,2.078812741,0.003697,0.0
05/2019,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.185690897,0.185690897,0.0,3.848567428,3.848567428,0.0,0.082575,0.710531264
05/2019,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,2.336838709,0.0,2.336838709,0.007843,0.048076677
05/2019,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,9.845759617,0.0,9.845759617,0.026582,0.10787032
05/2019,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,2.123836182,0.0,2.123836182,0.009533,0.060872467
05/2019,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.868596769,0.0,1.868596769,0.005475,0.011011096
05/2019,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.080874193,0.080874193,0.0,0.053548387,0.053548387,0.0,0.000434,0.116216774
05/2019,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,4.371362014,0.0,4.371362014,0.007765,0.0
05/2019,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.290677419,0.0,1.290677419,0.004081,0.01850929
05/2019,CNH-R01-L03-A6/2015,DIAVAZ OFFSHORE,0.24947326,0.0,0.24947326,8.007168806,0.0,8.007168806,0.285455,0.081898522
05/2019,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,3.331515639,3.331515639,0.0,4.360692633,4.360692633,0.0,0.031775,2.567681067
05/2019,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.334224587,0.0,1.334224587,0.001681,0.0
05/2019,CNH-R01-L03-A9/2015,PERSEUS FORTUNA NACIONAL,0.039192483,0.038438064,0.000754419,0.529548386,0.0,0.529548386,0.001053,0.436787624
05/2019,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,1.293353341,0.0,1.293353341,0.00868,0.088821982
05/2019,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,2.061970547,0.0,2.061970547,0.005008,0.002691122
05/2019,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,4.16299495,0.0,4.16299495,0.042972,0.213873485
05/2019,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.630877128,0.0,1.630877128,0.056642,0.004700009
05/2019,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,3.219384138,0.0,3.219384138,0.002372,0.00466606
05/2019,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.142413557,0.142413557,0.0,0.249790239,0.249790239,0.0,0.000377,0.132297733
05/2019,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.012822364,0.012822364,0.0,0.463096745,0.0,0.463096745,0.002623,0.027193549
06/2019,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,4.85838303,4.85838303,0.0,14.038663861,14.038663861,0.0,0.673153,0.815316026
06/2019,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,5.892716327,5.892716327,0.0,15.480032586,15.480032586,0.0,0.927147,1.418346113
06/2019,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,40.244681326,40.244681326,0.0,8.882729181,8.882729181,0.0,0.485651,19.321911997
06/2019,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,9.598873262,9.598873262,0.0,7.018733332,7.018733332,0.0,0.079767,1.839537366
06/2019,CNH-M3-MISIÓN/2018,SERVICIOS MÚLTIPLES DE BURGOS,0.615012961,0.0,0.615012961,95.544933327,0.0,95.544933327,0.313189,0.721346661
06/2019,CNH-M4-ÉBANO/2018,DS SERVICIOS PETROLEROS,5.743894265,5.743894265,0.0,1.742963331,1.742963331,0.0,0.0,3.174698032
06/2019,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.226371183,1.226371183,0.0,4.4024053,4.4024053,0.0,0.018397,0.70864131
06/2019,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.246848097,0.246848097,0.0,0.109621896,0.109621896,0.0,0.001239,0.506408569
06/2019,CNH-R01-L03-A10/2016,OLEUM DEL NORTE,0.0241,0.0241,0.0,0.004033333,0.004033333,0.0,0.000107,0.00011
06/2019,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.190388434,0.190388434,0.0,1.131254543,1.131254543,0.0,0.034739,1.319646602
06/2019,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,3.859275301,0.0,3.859275301,0.008767,0.0
06/2019,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.183988559,0.183988559,0.0,3.870262833,3.870262833,0.0,0.071874,0.702851471
06/2019,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,2.013133332,0.0,2.013133332,0.005859,0.030729333
06/2019,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,9.8535,0.0,9.8535,0.026406,0.108729632
06/2019,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,2.14261949,0.0,2.14261949,0.01103,0.062933333
06/2019,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.794033333,0.0,1.794033333,0.006724,0.011379666
06/2019,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.145656,0.145656,0.0,0.178566666,0.178566666,0.0,0.001562,0.242361466
06/2019,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,5.413429635,0.0,5.413429635,0.011926,0.018959554
06/2019,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.208333333,0.0,1.208333333,0.006024,0.011476666
06/2019,CNH-R01-L03-A6/2015,DIAVAZ OFFSHORE,0.259173,0.0,0.259173,7.6411,0.0,7.6411,0.319397,0.124432303
06/2019,CNH-R01-L03-A7/2015,SERVICIOS DE EXTRACCIÓN PETROLERA LIFTING DE MÉXICO,3.295855712,3.295855712,0.0,2.118402689,2.118402689,0.0,0.129858,2.55827132
06/2019,CNH-R01-L03-A8/2015,DUNAS EXPLORACIÓN Y PRODUCCIÓN,0.0,0.0,0.0,1.325552546,0.0,1.325552546,0.001683,0.0
06/2019,CNH-R01-L03-A9/2015,PERSEUS FORTUNA NACIONAL,0.09375213,0.09375213,0.0,1.120254477,0.0,1.120254477,0.023735,0.571679126
06/2019,CNH-R02-L02-A1.BG/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,1.264411758,0.0,1.264411758,0.008463,0.056021227
06/2019,CNH-R02-L02-A10.CS/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,2.010438492,0.0,2.010438492,0.006058,0.003284501
06/2019,CNH-R02-L02-A4.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,3.9527979,0.0,3.9527979,0.011263,0.158333134
06/2019,CNH-R02-L02-A5.BG/2017,PANTERA EXPLORACIÓN Y PRODUCCIÓN 2.2,0.0,0.0,0.0,1.43034015,0.0,1.43034015,0.000881,0.002930617
06/2019,CNH-R02-L03-BG-01/2017,IBEROAMERICANA DE HIDROCARBUROS CQ,0.0,0.0,0.0,3.349708064,0.0,3.349708064,0.00249,0.067371999
06/2019,CNH-R02-L03-CS-01/2017,VISTA ENERGY HOLDING II,0.378109375,0.378109375,0.0,0.309544199,0.309544199,0.0,0.000796,0.705470489
06/2019,CNH-R02-L03-VC-02/2017,JAGUAR EXPLORACIÓN Y PRODUCCIÓN 2.3,0.025727997,0.025727997,0.0,0.438154903,0.0,0.438154903,0.011183,0.038699999
07/2019,CNH-A3.CÁRDENAS-MORA/2018,PETROLERA CÁRDENAS MORA,4.69675693,4.69675693,0.0,15.271425154,15.271425154,0.0,0.511028,0.778273399
07/2019,CNH-A4.OGARRIO/2018,WINTERSHALL DEA MÉXICO ,5.529516773,5.529516773,0.0,17.364554882,17.364554882,0.0,0.779494,1.420827983
07/2019,CNH-M1-EK-BALAM/2017,PEMEX EXPLORACIÓN Y PRODUCCIÓN,46.20725323,46.20725323,0.0,10.527392112,10.527392112,0.0,0.57557,19.508223459
07/2019,CNH-M2-SANTUARIO-EL GOLPE/2017,PERENCO MÉXICO,11.615260868,11.615260868,0.0,8.97924201,8.97924201,0.0,0.102048,3.391002105
07/2019,CNH-M3-MISIÓN/2018,SERVICIOS MÚLTIPLES DE BURGOS,0.679985833,0.0,0.679985833,102.764677415,0.0,102.764677415,0.420203,0.697258059
07/2019,CNH-M4-ÉBANO/2018,DS SERVICIOS PETROLEROS,5.838255062,5.838255062,0.0,1.875993546,1.875993546,0.0,,3.183142255
07/2019,CNH-M5-MIQUETLA/2018,OPERADORA DE CAMPOS DWF,1.287378801,1.287378801,0.0,4.398343749,4.398343749,0.0,0.021032,0.645235077
07/2019,CNH-R01-L02-A1/2015,ENI MÉXICO,5.415061032,5.415061032,0.0,2.886225806,2.886225806,0.0,0.042745,0.004154193
07/2019,CNH-R01-L03-A1/2015,DIAVAZ OFFSHORE,0.336691929,0.336691929,0.0,0.112658829,0.112658829,0.0,0.001274,0.538113554
07/2019,CNH-R01-L03-A11/2015,RENAISSANCE OIL CORP,0.191724838,0.191724838,0.0,1.169930242,1.169930242,0.0,0.053924,1.364123414
07/2019,CNH-R01-L03-A12/2015,GRUPO MAREÓGRAFO,0.0,0.0,0.0,3.09148387,0.0,3.09148387,0.00387,0.004009642
07/2019,CNH-R01-L03-A15/2015,RENAISSANCE OIL CORP,0.191177419,0.191177419,0.0,4.022387096,4.022387096,0.0,0.104151,0.730432614
07/2019,CNH-R01-L03-A18/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,2.231419354,0.0,2.231419354,0.005188,0.036606774
07/2019,CNH-R01-L03-A2/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,9.763646282,0.0,9.763646282,0.022065,0.118044515
07/2019,CNH-R01-L03-A20/2016,GS OIL & GAS,0.0,0.0,0.0,2.145260909,0.0,2.145260909,0.007091,0.066935483
07/2019,CNH-R01-L03-A21/2016,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.622903225,0.0,1.622903225,0.004388,0.010969677
07/2019,CNH-R01-L03-A24/2016,TONALLI ENERGÍA,0.112696354,0.112696354,0.0,0.170225806,0.170225806,0.0,0.001463,0.305124174
07/2019,CNH-R01-L03-A3/2015,CMM CALIBRADOR,0.0,0.0,0.0,4.740386841,0.0,4.740386841,0.007136,0.029917323
07/2019,CNH-R01-L03-A5/2015,CONSORCIO PETROLERO 5M DEL GOLFO,0.0,0.0,0.0,1.520258064,0.0,1.520258064,0.00381,0.027557419
07/2019,CNH-R01-L03-A6/2015,DIAVAZ OFFSHORE,0.222308322,0.0,0.222308322,7.31116129,0.0,7.31116129,0.112957,0.143765823
