Órgão superior;Órgão subordinado;Unidade administrativa;Número do contrato;Número do ICJ;Número do processo;Enquadramento do Processo;Fornecedor;CNPJ/CPF;Objeto da contratação;Fundamento legal;Início da vigência;Fim da vigência;Valor do contrato;Saldo bruto do contrato;Saldo inativo;Situação;Número dos aditivos
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600614724;5900.0115206.20.2;7003037062;INEXIGIBIL;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE DESENVOLVIMENTO, SUPORTE E PROGRAMAÇÃO DE SOLUÇÕES WEB COM USO DA PLATAFORMA DECISION SPACE INTEGRATING SERVER (DSIS) PA;Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição;30/06/2020;26/10/2024;R$ 9.681.903,94;R$ 0,00;R$ 105.786,12;Concluído;001-002-003-005-004
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600624529;5900.0116014.20.2;7003124789;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE SUPORTE À OPERAÇÃO DE CONSTRUÇÃO E MANUTENÇÃO DE POÇOS;Licitação, Lei 13.303, Art. 28, CAPUT;03/09/2020;11/12/2023;R$ 7.974.490,80;R$ 0,00;R$ 0,00;Concluído;001-002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600633315;5900.0116149.20.2;;;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇO INTEGRADO DE CONSTRUÇÃO DE POÇO;Contratações por Processo Competitivo (Subsidiárias do exterior);12/11/2020;30/04/2023;US$ 83.984.931,49;US$ 0,00;US$ 38.682.765,12;Concluído;001-002-099-005-004
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600633534;5900.0116149.20.2;;;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇO INTEGRADO DE CONSTRUÇÃO DE POÇO;Contratações por Processo Competitivo (Subsidiárias do exterior);12/11/2020;30/04/2023;R$ 331.454.818,37;R$ 0,00;R$ 167.854.407,21;Concluído;001-002-099-004-005
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600637550;;7003187056;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;Cloreto de cálcio, baritina, bentonita e calcário;Licitação, Lei 13.303, Art. 28, CAPUT;04/03/2021;31/07/2022;R$ 33.444.113,06;R$ 0,00;R$ 21.246.847,30;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600638022;;7003140429;INEXIGIBIL;HALLIBURTON PRODUTOS LTDA.;16328932000106;SISTEMAS DE DESCONEXÃO DE FUNDO DE POÇO;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;11/02/2021;10/02/2023;US$ 24.304.738,17;US$ 0,00;US$ 218.507,51;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600640512;5900.0116853.20.2;7002949716;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE FLEXITUBO, ARRANJO DE SUPERFÍCIE, UNIDADE DE NITROGÊNIO, UNIDADE DE BOMBEIO E ESTIMULAÇÃO;Licitação, Lei 13.303, Art. 28, CAPUT;26/02/2021;21/06/2025;R$ 313.418.002,56;R$ 0,00;R$ 2.683.352,99;Concluído;001-002-006-003-004-005
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600640513;5900.0116853.20.2;7002949716;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE FLEXITUBO, ARRANJO DE SUPERFÍCIE, UNIDADE DE NITROGÊNIO, UNIDADE DE BOMBEIO E ESTIMULAÇÃO;Licitação, Lei 13.303, Art. 28, CAPUT;26/02/2021;21/06/2025;US$ 36.919.187,42;US$ 0,00;US$ 1.353.678,79;Concluído;001-002-003-004-005-006
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600640917;5900.0116856.20.2;7002949716;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE INTERVENÇÃO EM POÇOS DE PETRÓLEO MEDIANTE A UTILIZAÇÃO DE UNIDADES GERADORAS DE NITROGÊNIO (UGN) E CRIOGÊNICAS OU DE NIT;Licitação, Lei 13.303, Art. 28, CAPUT;23/02/2021;15/08/2025;R$ 224.122.558,84;R$ 0,00;R$ 292.951,62;Concluído;001-002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600640918;5900.0116856.20.2;7002949716;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE INTERVENÇÃO EM POÇOS DE PETRÓLEO MEDIANTE A UTILIZAÇÃO DE UNIDADES GERADORAS DE NITROGÊNIO (UGN) E CRIOGÊNICAS OU DE NIT;Licitação, Lei 13.303, Art. 28, CAPUT;23/02/2021;15/08/2025;US$ 24.818.664,52;US$ 0,00;US$ 938.400,24;Concluído;001-002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600640919;5900.0116857.20.2;7002949716;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;BOMBEIO;Licitação, Lei 13.303, Art. 28, CAPUT;01/03/2021;23/05/2027;R$ 226.027.131,10;R$ 91.466.946,50;R$ 0,00;Ativo;001-002-003-004-005-006-007
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600640920;5900.0116857.20.2;7002949716;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;BOMBEIO;Licitação, Lei 13.303, Art. 28, CAPUT;01/03/2021;23/05/2027;US$ 20.804.324,08;US$ 8.432.456,62;US$ 0,00;Ativo;001-002-003-004-005-006-007
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600644612;;7003221608;LICITAÇÃO;HALLIBURTON ENERGY SERVICES INC.;EXTERNO;Contratação de Bens Materiais e Serviços para Sistema de Contenção deAreia e Revestimento Simultâneo;Licitação, Lei 13.303, Art. 28, CAPUT;07/05/2021;05/05/2024;US$ 12.684.219,38;US$ 0,00;US$ 1.767.201,80;Concluído;001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600645410;;7003024762;LICITAÇÃO;HALLIBURTON FAR EAST PTE LTD.;EXTERNO;Sistemas de Completação Inteligente Hidráulico Direto e Sistemas deCompletação Inferior Seletiva - Lote B.;Licitação, Lei 13.303, Art. 28, CAPUT;10/05/2021;08/05/2024;US$ 12.799.462,94;US$ 0,00;US$ 12.799.462,94;Cancelado;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600647711;5900.0117926.21.2;7003221608;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS PARA SISTEMA DE CONTENÇÃO DE AREIA E REVESTIMENTO SIMULTÂNEOS - SCARS;Licitação, Lei 13.303, Art. 28, CAPUT;07/05/2021;05/04/2026;R$ 8.540.917,76;R$ 1.286.176,24;R$ 0,00;Ativo;001-002
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600648911;;7003154647;LICITAÇÃO;HALLIBURTON ENERGY SERVICES INC.;EXTERNO;Fornecimento pela CONTRATADA de Válvulas de Segurança de Subsuperfície eAcessórios - Lote A;Licitação, Lei 13.303, Art. 28, CAPUT;02/07/2021;13/10/2024;US$ 26.305.461,27;US$ 0,00;US$ 1.783.848,91;Concluído;001-004
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600649011;;7003024762;LICITAÇÃO;HALLIBURTON FAR EAST PTE LTD.;EXTERNO;Fornecimento pela CONTRATADA de Sistemas de Completação InteligenteHidráulico Direto e Sistemas de Completação Inferior Seletiva - Lote A;Licitação, Lei 13.303, Art. 28, CAPUT;24/05/2021;26/06/2024;US$ 103.750.537,01;US$ 0,00;US$ 1.504.638,61;Concluído;001-998-005-004
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600649036;;7003317970;INEXIGIBIL;HALLIBURTON FAR EAST PTE LTD.;EXTERNO;Válvulas de Segurança de Subsuperfície -DHSV;Inexigibilidade, Lei 13.303, Art.30, Inciso I - Aquisição de materiais, equip, gêneros com fornecedor exclusivo;12/07/2021;23/10/2024;US$ 6.578.577,55;US$ 0,00;US$ 345,12;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600652610;5900.0118408.21.2;7003317970;INEXIGIBIL;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE INSTALAÇÃO E DESINSTALAÇÃO DE VÁLVULA DE SUBSUPERFÍCIE - DHSV;Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição;12/07/2021;30/09/2025;R$ 4.042.600,44;R$ 0,00;R$ 1.525,45;Concluído;001-002-003-998
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600653223;;7003241535;LICITAÇÃO;HALLIBURTON FAR EAST PTE LTD.;EXTERNO;Fornecimento pela CONTRATADA de SISTEMAS DE COMPLETAÇÃO INTELIGENTE,COMPLETAÇÃO INFERIOR SELETIVA E NIPPLES e DHSV e LINHAS DE CONTROLE.;Licitação, Lei 13.303, Art. 28, CAPUT;04/08/2021;25/03/2024;US$ 73.030.737,14;US$ 0,00;US$ 15.968.940,93;Concluído;001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600653514;5900.0118684.21.2;7003219773;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE CONTRAPRESSÃO COM TECNOLOGIA MPD;Licitação, Lei 13.303, Art. 28, CAPUT;14/07/2021;24/03/2025;R$ 29.904.075,53;R$ 0,00;R$ 10.238.194,09;Concluído;001-003-002
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600653515;5900.0118684.21.2;7003219773;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE CONTRAPRESSÃO COM TECNOLOGIA MPD;Licitação, Lei 13.303, Art. 28, CAPUT;14/07/2021;24/03/2025;US$ 8.153.094,95;US$ 0,00;US$ 1.696.516,64;Concluído;001-002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600653714;5900.0118353.21.2;7003154647;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE INSTALAÇÃO E DESINSTALAÇÃO DE VÁLVULA DE SEGURANÇA (DSHV) - LOTE A;Licitação, Lei 13.303, Art. 28, CAPUT;02/07/2021;06/04/2026;R$ 6.175.712,16;R$ 129.119,59;R$ 0,00;Ativo;001-002-003-004-999-005-998
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600654919;5900.0116890.20.2;7002853239;INEXIGIBIL;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE ESTIMULAÇÃO;Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição;11/12/2020;05/09/2024;R$ 67.949.409,24;R$ 0,00;R$ 27.812.757,38;Concluído;001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600654920;5900.0116890.20.2;7002853239;INEXIGIBIL;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE ESTIMULAÇÃO;Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição;11/12/2020;05/09/2024;R$ 94.081.585,00;R$ 0,00;R$ 81.983.517,51;Concluído;001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600654921;5900.0116890.20.2;7002853239;INEXIGIBIL;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE ESTIMULAÇÃO;Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição;11/12/2020;05/09/2024;US$ 20.854.254,00;US$ 0,00;US$ 17.482.120,90;Concluído;001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600654936;5900.0118372.21.2;7003241535;INEXIGIBIL;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE CONSTRUÇÃO DE POÇOS MARÍTIMOS;Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição;22/07/2021;06/04/2024;R$ 258.980.894,37;R$ 0,00;R$ 114.375.827,33;Concluído;950-001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600654937;5900.0118372.21.2;7003241535;INEXIGIBIL;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE CONSTRUÇÃO DE POÇOS MARÍTIMOS;Inexigibilidade, Lei 13.303, Art.30, CAPUT - Inviabilidade de competição;22/07/2021;06/04/2024;US$ 64.275.107,18;US$ 0,00;US$ 24.431.216,35;Concluído;950-001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600655328;5900.0119145.21.2;7003236580;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE ENGENHARIA PARA CIMENTAÇÃO E PARA ISOLAMENTO HIDRÁULICO DE POÇOS DE PETRÓLEO.;Licitação, Lei 13.303, Art. 28, CAPUT;09/11/2021;30/04/2026;US$ 6.798.786,85;US$ 729.062,74;US$ 0,00;Ativo;001-002-003-004-008-005-006-007
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600655910;5900.0119145.21.2;7003236580;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE ENGENHARIA PARA CIMENTAÇÃO E PARA ISOLAMENTO HIDRÁULICO DE POÇOS DE PETRÓLEO.;Licitação, Lei 13.303, Art. 28, CAPUT;09/11/2021;30/04/2026;R$ 72.022.897,71;R$ 8.263.188,67;R$ 0,00;Ativo;001-002-003-004-005-006-007-008
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600656517;5900.0118240.21.2;7003024762;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE INSTALAÇÃO DE SCIHD, SCI SELETIVA, ASSISTÊNCIA TÉCNICA E CONDICIONAMENTO DE POÇO - LOTE A;Licitação, Lei 13.303, Art. 28, CAPUT;18/06/2021;16/06/2026;R$ 74.533.534,63;R$ 27.356.483,58;R$ 0,00;Ativo;001-003-002-004
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600657513;;7003236580;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;Fornecimento de Acessórios Especiais de Cimentação;Licitação, Lei 13.303, Art. 28, CAPUT;19/01/2022;16/07/2025;US$ 3.468.714,69;US$ 0,00;US$ 3.468.714,69;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600657819;;7003236580;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;Serviços de Engenharia de Cimentação e Isolamento Hidráulico de Poços;Licitação, Lei 13.303, Art. 28, CAPUT;21/10/2021;18/04/2025;R$ 17.335.426,74;R$ 0,00;R$ 17.335.426,74;Cancelado;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600658214;5900.0119361.21.2;7003436770;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇO DE SUPORTE À OPERAÇÃO DE CONSTRUÇÃO E MANUTENÇÃO DE POÇOS;Licitação, Lei 13.303, Art. 28, CAPUT;19/10/2021;24/07/2025;R$ 63.178.202,00;R$ 0,00;R$ 15.682.933,15;Concluído;001-200-002
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600658912;5900.0119361.21.2;7003436770;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇO DE SUPORTE À OPERAÇÃO DE CONSTRUÇÃO E MANUTENÇÃO DE POÇOS;Licitação, Lei 13.303, Art. 28, CAPUT;19/10/2021;24/07/2025;US$ 1.898.081,28;US$ 0,00;US$ 458.660,57;Concluído;001-002-200
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600659249;5900.0119598.21.2;7003518929;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS PARA TAMPONAMENTO DE POÇO;Licitação, Lei 13.303, Art. 28, CAPUT;30/11/2021;04/05/2025;R$ 52.467.391,00;R$ 0,00;R$ 47.927.748,88;Concluído;001-002
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600659631;5900.0119598.21.2;7003518929;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS PARA TAMPONAMENTO DE POÇO;Licitação, Lei 13.303, Art. 28, CAPUT;30/11/2021;04/05/2025;US$ 4.011.628,68;US$ 0,00;US$ 14.486,44;Concluído;001-002
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600660838;5900.0120069.21.2;7003524820;PREGÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;ENSAIOS LABORATORIAIS DE ROCHA DIGITAL;Pregão, Lei 13.303, Art. 32, Inciso IV - Aquisição de bens e serviços comuns;30/12/2021;17/01/2026;R$ 4.760.147,40;R$ 0,00;R$ 3.810.955,54;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600661616;;7003520785;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;Produtos Químicos para intervenções em poços das Unidades deConstrução de Poços Terrestres;Licitação, Lei 13.303, Art. 28, CAPUT;27/12/2021;31/07/2024;R$ 39.813.130,81;R$ 0,00;R$ 5.528.347,78;Concluído;010-011-014
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600661836;;7003455324;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000289;Sensores Permanentes de Fundo de Poço (PDG) do tipo HPHT (High Pressure,High Temperature), cabos e protetores de cabo (Clamps);Licitação, Lei 13.303, Art. 28, CAPUT;21/01/2022;21/07/2025;R$ 805.027,08;R$ 0,00;R$ 318.683,62;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600661837;;7003455324;LICITAÇÃO;HALLIBURTON FAR EAST PTE LTD.;EXTERNO;Sensores Permanentes de Fundo de Poço (PDG) do tipo HPHT (High Pressure,High Temperature), cabos e protetores de cabo (Clamps);Licitação, Lei 13.303, Art. 28, CAPUT;21/01/2022;21/07/2025;US$ 5.974.144,93;US$ 0,00;US$ 635.131,48;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600662914;;7003520785;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;Produtos Químicos para intervenções em poços das Unidades deConstrução de Poços Terrestres lote 5 CPT ES;Licitação, Lei 13.303, Art. 28, CAPUT;27/12/2021;24/07/2023;R$ 10.585.694,74;R$ 0,00;R$ 5.393.946,85;Concluído;011
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600663311;;7003438787;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;COMPLETAÇÃO BUZIOS;Licitação, Lei 13.303, Art. 28, CAPUT;10/02/2022;05/03/2024;US$ 42.274.102,20;US$ 0,00;US$ 2.086.201,73;Concluído;
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600663320;5900.0120153.21.2;7003438787;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS INTEGRADOS DE COMPLETAÇÃO DE POÇOS # LOTE E;Licitação, Lei 13.303, Art. 28, CAPUT;10/02/2022;30/12/2024;US$ 16.798.764,72;US$ 0,00;US$ 6.456.051,37;Concluído;001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600663619;;7003520785;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;Produtos Químicos para intervenções em poços das Unidades de Construçãode Poços Terrestres SEAL;Licitação, Lei 13.303, Art. 28, CAPUT;25/02/2022;24/07/2023;R$ 16.542.015,31;R$ 0,00;R$ 14.720.809,91;Concluído;007
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600664031;5900.0120153.21.2;7003438787;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS INTEGRADOS DE COMPLETAÇÃO DE POÇOS # LOTE E;Licitação, Lei 13.303, Art. 28, CAPUT;10/02/2022;30/12/2024;R$ 87.530.860,34;R$ 0,00;R$ 33.720.462,14;Concluído;001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600664319;5900.0120402.22.2;7003438787;LICITAÇÃO;HALLIBURTON FAR EAST PTE LTD.;EXTERNO;MATERIAIS DE COMPLETAÇÃO DE POÇOS - LOTE E;Licitação, Lei 13.303, Art. 28, CAPUT;10/02/2022;05/03/2024;US$ 204.243.565,21;US$ 0,00;US$ 63.787.598,79;Concluído;001-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600664674;5900.0120301.22.2;7003684166;INEXIGIBIL;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS PARA TESTES DE ALTA PRESSÃO (3000 PSI) DA ICV-E  (NBS: 1.1404.43.00);Inexigibilidade, Lei 13.303, Art.30, Inciso II, A - Contratação de estudos téc., planejam. e projetos básicos ou execut.;24/02/2022;19/04/2023;US$ 611.689,72;US$ 0,00;US$ 33,58;Concluído;001
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600664702;5900.0120021.21.2;7003455324;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE INSTALAÇÃO, MANUTENÇÃO, PRESERVAÇÃO, GUARDA E PREPARAÇÃO PARA EMBARQUE DE PDGS HPHT;Licitação, Lei 13.303, Art. 28, CAPUT;16/02/2022;15/10/2025;R$ 4.735.920,88;R$ 0,00;R$ 2.187.438,82;Concluído;001-002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600665636;5900.0116942.20.2;7002853239;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;FORNECIMENTO DE PRODUTOS QUÍMICOS - EMBARCAÇÃO DO TIPO WSSV;Licitação, Lei 13.303, Art. 28, CAPUT;11/12/2020;05/09/2024;US$ 3.093.636,44;US$ 0,00;US$ 2.292.511,78;Concluído;999-998-997
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600665939;5900.0120090.21.2;7003477039;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;CONSTRUÇÃO DE POÇOS;Licitação, Lei 13.303, Art. 28, CAPUT;28/03/2022;26/11/2025;R$ 1.035.561.526,14;R$ 0,00;R$ 548.758.740,92;Concluído;001-002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600666131;5900.0116942.20.2;7002853239;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;FORNECIMENTO DE PRODUTOS QUÍMICOS - EMBARCAÇÃO DO TIPO WSSV;Licitação, Lei 13.303, Art. 28, CAPUT;11/12/2020;05/09/2024;R$ 27.889.115,12;R$ 0,00;R$ 24.548.501,52;Concluído;999-998-996
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600666134;5900.0120090.21.2;7003477039;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;CONSTRUÇÃO DE POÇOS;Licitação, Lei 13.303, Art. 28, CAPUT;28/03/2022;26/11/2025;US$ 140.405.241,31;US$ 0,00;US$ 64.606.054,26;Concluído;002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600668146;5900.0121322.22.2;7003522915;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE ESTIMULAÇÃO DE POÇOS DE PETRÓLEO;Licitação, Lei 13.303, Art. 28, CAPUT;06/07/2022;02/05/2027;R$ 142.150.439,16;R$ 72.462.533,41;R$ 0,00;Ativo;001-998-002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600668147;5900.0121322.22.2;7003522915;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE ESTIMULAÇÃO DE POÇOS DE PETRÓLEO;Licitação, Lei 13.303, Art. 28, CAPUT;06/07/2022;02/05/2027;R$ 116.836.130,00;R$ 105.152.292,83;R$ 0,00;Ativo;001-998-002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600668148;5900.0121322.22.2;7003522915;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERVIÇOS DE ESTIMULAÇÃO DE POÇOS DE PETRÓLEO;Licitação, Lei 13.303, Art. 28, CAPUT;06/07/2022;02/05/2027;US$ 17.510.270,00;US$ 13.512.231,33;US$ 0,00;Ativo;001-998-002-003
MINISTÉRIO DE MINAS E ENERGIA;PETROBRAS;910816 - Petróleo Brasileiro S.A.;4600668558;5900.0121407.22.2;7003714702;LICITAÇÃO;HALLIBURTON PRODUTOS LTDA.;16328932000106;SERV.DE SECAGEM, PROCES. E COLETA DE FLUIDOS/SÓLIDOS PROV. DE ATIV. COM FLUIDOS EM PERF., COMPLET., MAMANUT, E INTERV. EM POÇOS MAR;Licitação, Lei 13.303, Art. 28, CAPUT;04/07/2022;29/12/2026;R$ 80.755.729,73;R$ 44.553.462,65;R$ 0,00;Ativo;001
