COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,,
PRODUCCION POR ENTIDAD FEDERATIVA,,,,,,,,,
"Datos de producción mensual de aceite, gas, condensado y agua por entidad federativa.",,,,,,,,,
Datos a enero - 2025.,,,,,,,,,
Notas: Las unidades corresponden a Miles de barriles diarios (Mbd) y Millones de pies cúbicos diarios (MMpcd),,,,,,,,,
Este reporte se emite con fines ilustrativos y no puede considerarse como información oficial para la determinación del monto de participaciones en los ingresos petroleros que corresponden a los estados.,,,,,,,,,
"A partir de 2016 se contabiliza la producción de petróleo a una temperatura de 15.56 grados Celsius, de conformidad con lo establecido en los Lineamientos Técnicos en Materia de Medición de Hidrocarburos.",,,,,,,,,
Hidrocarburos líquidos: Se refiere a la suma de petróleo y condensado.,,,,,,,,,
Las cifras están sujetas a revisión.,,,,,,,,,
,,,,,,,,,
FECHA,ENTIDAD_FEDERATIVA,HIDROCARBUROS_LIQUIDOS_MBD,PETROLEO_MBD,CONDENSADO_MBD,GAS_MMPCD,GAS_ASOC_MMPCD,GAS_NASOC_MMPCD,N2_MMPCD,AGUA_MBD
01/2007,VERACRUZ DE IGNACIO DE LA LLAVE,66.45142,65.04041,1.41101,1016.1718599999999,83.01543,933.15642,,54.57114
02/2007,CAMPECHE,2430.4351,2430.4351,0.0,1620.55359,1617.55357,3.00002,,44.22444
02/2007,CHIAPAS,32.36574,32.36574,0.0,268.94191,268.94191,0.0,,40.25879
02/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,6.50281,0.0,6.50281,,0.13281
02/2007,NUEVO LEÓN,2.79303,0.0,2.79303,376.34038000000004,0.0,376.34038000000004,,15.66027
02/2007,PUEBLA,6.05383,6.05383,0.0,7.178590000000001,7.178590000000001,0.0,,0.652
02/2007,SAN LUIS POTOSÍ,0.71611,0.71611,0.0,0.21184999999999998,0.21184999999999998,0.0,,0.37631
02/2007,TABASCO,589.74062,589.43378,0.30684,1452.95228,1260.5383100000001,192.41398,,98.6859
02/2007,TAMAULIPAS,21.79244,18.47701,3.31543,1018.74159,38.60578,980.13581,,29.79988
02/2007,VERACRUZ DE IGNACIO DE LA LLAVE,67.37432,66.01966,1.35466,1045.16898,84.41676,960.75223,,55.81957
03/2007,CAMPECHE,2473.86701,2473.86701,0.0,1640.85746,1637.85744,3.00002,,45.7382
03/2007,CHIAPAS,31.94077,31.94077,0.0,264.43177,264.43177,0.0,,40.39894
03/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,18.636660000000003,0.0,18.636660000000003,,0.12858
03/2007,NUEVO LEÓN,3.0611599999999997,0.0,3.0611599999999997,366.12045,0.0,366.12045,,15.140699999999999
03/2007,PUEBLA,6.12759,6.12759,0.0,7.23962,7.23962,0.0,,0.66127
03/2007,SAN LUIS POTOSÍ,0.69811,0.69811,0.0,0.19673,0.19673,0.0,,0.3708
03/2007,TABASCO,581.9438,581.6342999999999,0.3095,1458.07307,1260.71849,197.35458,,95.06263
03/2007,TAMAULIPAS,21.92104,18.06277,3.85827,1045.57587,38.571729999999995,1007.00414,,28.39539
03/2007,VERACRUZ DE IGNACIO DE LA LLAVE,67.35917,66.04089,1.31828,1086.06609,84.75093,1001.31515,,56.33029
04/2007,CAMPECHE,2456.15285,2456.15285,0.0,1691.63966,1688.60633,3.03333,,49.984680000000004
04/2007,CHIAPAS,32.43,32.43,0.0,262.80814,262.80814,0.0,,41.736580000000004
04/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,37.215379999999996,0.0,37.215379999999996,,0.21179
04/2007,NUEVO LEÓN,3.15179,0.0,3.15179,381.71344,0.0,381.71344,,8.901349999999999
04/2007,PUEBLA,5.3431,5.3431,0.0,7.2540700000000005,7.2540700000000005,0.0,,0.57683
04/2007,SAN LUIS POTOSÍ,0.69431,0.69431,0.0,0.20026,0.20026,0.0,,0.36056
04/2007,TABASCO,599.37161,599.06175,0.30985999999999997,1460.93563,1267.17307,193.76257999999999,,96.29019
04/2007,TAMAULIPAS,21.99903,17.96659,4.03244,1029.97437,38.02628,991.94809,,37.00923
04/2007,VERACRUZ DE IGNACIO DE LA LLAVE,68.10517,66.84818,1.25699,1083.52398,85.81124,997.71273,,54.846309999999995
05/2007,CAMPECHE,2386.5788,2386.5788,0.0,1604.10456,1601.10456,3.0,,50.6545
05/2007,CHIAPAS,31.21994,31.21994,0.0,262.75482999999997,262.75482999999997,0.0,,40.9401
05/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,37.32904,0.0,37.32904,,0.16767
05/2007,NUEVO LEÓN,2.2897,0.0,2.2897,401.11828,0.0,401.11828,,7.59006
05/2007,PUEBLA,5.62427,5.62427,0.0,7.21894,7.21894,0.0,,0.60967
05/2007,SAN LUIS POTOSÍ,0.67121,0.67121,0.0,0.19238,0.19238,0.0,,0.36067
05/2007,TABASCO,598.76061,598.44245,0.31816,1500.36816,1302.52099,197.84718,,97.08104
05/2007,TAMAULIPAS,20.04105,17.12628,2.91477,1024.63521,38.69439,985.94082,,33.62279
05/2007,VERACRUZ DE IGNACIO DE LA LLAVE,67.91036,66.69092,1.21944,1092.17527,85.65411,1006.52117,,54.228
06/2007,CAMPECHE,2476.57149,2476.57149,0.0,1780.1023,1776.8023,3.3,,48.69807
06/2007,CHIAPAS,31.153380000000002,31.153380000000002,0.0,259.21090000000004,259.21090000000004,0.0,,44.8471
06/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,37.70975,0.0,37.70975,,0.1514
06/2007,NUEVO LEÓN,1.76695,0.0,1.76695,387.17257,0.0,387.17257,,6.8411599999999995
06/2007,PUEBLA,5.78824,5.78824,0.0,6.77208,6.77208,0.0,,0.64262
06/2007,SAN LUIS POTOSÍ,0.68101,0.68101,0.0,0.14361,0.14361,0.0,,0.3127
06/2007,TABASCO,598.37597,598.07277,0.3032,1530.97236,1339.02914,191.94323,,99.44449
06/2007,TAMAULIPAS,19.64787,17.351950000000002,2.29592,1037.21139,37.985910000000004,999.22548,,33.300039999999996
06/2007,VERACRUZ DE IGNACIO DE LA LLAVE,72.98149,71.74076,1.2407299999999999,1140.32661,91.74843,1048.57817,,54.21307
07/2007,CAMPECHE,2438.49483,2438.49483,0.0,1807.08235,1804.21138,2.87097,,44.50356
07/2007,CHIAPAS,31.117449999999998,31.117449999999998,0.0,257.21501,257.21501,0.0,,43.795049999999996
07/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,39.41287,0.0,39.41287,,0.17909
07/2007,NUEVO LEÓN,2.22711,0.0,2.22711,382.5263,0.0,382.5263,,8.08766
07/2007,PUEBLA,5.99659,5.99659,0.0,6.61997,6.61997,0.0,,0.66814
07/2007,SAN LUIS POTOSÍ,0.58111,0.58111,0.0,0.14541,0.14541,0.0,,0.30006
07/2007,TABASCO,597.24354,596.93874,0.3048,1521.3377,1343.54361,177.79409,,101.20671999999999
07/2007,TAMAULIPAS,18.82376,15.96046,2.8633,1038.38857,38.36985,1000.01872,,31.18967
07/2007,VERACRUZ DE IGNACIO DE LA LLAVE,72.91696,71.73854,1.17842,1171.95214,92.81582,1079.13632,,53.14016
08/2007,CAMPECHE,2146.34232,2146.34232,0.0,1579.637,1577.75958,1.87742,,34.16319
08/2007,CHIAPAS,30.33793,30.33793,0.0,247.45130999999998,247.45130999999998,0.0,,37.148959999999995
08/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,37.05872,0.0,37.05872,,0.18791
08/2007,NUEVO LEÓN,2.5861300000000003,0.0,2.5861300000000003,388.79719,0.0,388.79719,,8.48758
08/2007,PUEBLA,6.3509,6.3509,0.0,6.41589,6.41589,0.0,,0.67212
08/2007,SAN LUIS POTOSÍ,0.42685,0.42685,0.0,0.14096,0.14096,0.0,,0.29029
08/2007,TABASCO,570.39206,570.0888,0.30326000000000003,1459.1414,1274.51692,184.62448,,100.63013
08/2007,TAMAULIPAS,19.32508,16.03221,3.29287,1037.13391,37.04456,1000.08935,,33.51622
08/2007,VERACRUZ DE IGNACIO DE LA LLAVE,69.51559,68.32141,1.19418,1171.66129,89.61549,1082.0457999999999,,48.20951
09/2007,CAMPECHE,2412.0735,2412.0735,0.0,1926.35577,1926.02244,0.33333,,62.74045
09/2007,CHIAPAS,30.61036,30.61036,0.0,252.18921,252.18921,0.0,,37.00604
09/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,38.72709,0.0,38.72709,,0.19216
09/2007,NUEVO LEÓN,2.18799,0.0,2.18799,387.97492,0.0,387.97492,,8.66955
09/2007,PUEBLA,6.30424,6.30424,0.0,6.39613,6.39613,0.0,,0.67733
09/2007,SAN LUIS POTOSÍ,0.3774,0.3774,0.0,0.12916,0.12916,0.0,,0.1727
09/2007,TABASCO,604.99311,604.70074,0.29237,1523.62704,1344.16682,179.46022,,102.8332
09/2007,TAMAULIPAS,19.24183,16.418509999999998,2.82332,1040.1939,38.930899999999994,1001.263,,33.38071
09/2007,VERACRUZ DE IGNACIO DE LA LLAVE,63.04774,62.116260000000004,0.93148,916.55924,80.88431,835.67495,,46.45172
10/2007,CAMPECHE,2254.84285,2254.84285,0.0,1910.40938,1910.40938,0.0,,74.70659
10/2007,CHIAPAS,30.15316,30.15316,0.0,243.67414,243.67414,0.0,,34.84776
10/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,36.55003,0.0,36.55003,,0.22716
10/2007,NUEVO LEÓN,2.01432,0.0,2.01432,398.66294999999997,0.0,398.66294999999997,,10.178799999999999
10/2007,PUEBLA,6.97909,6.97909,0.0,6.83708,6.83708,0.0,,0.7441
10/2007,SAN LUIS POTOSÍ,0.56581,0.56581,0.0,0.12237,0.12237,0.0,,0.1767
10/2007,TABASCO,608.90903,608.61114,0.29789,1562.46374,1382.67467,179.78907999999998,,108.93177
10/2007,TAMAULIPAS,18.90896,16.414,2.49496,1022.2256,37.460519999999995,984.76508,,34.99627
10/2007,VERACRUZ DE IGNACIO DE LA LLAVE,61.02385,59.9091,1.11475,1156.3229900000001,85.60242,1070.72056,,46.04514
11/2007,CAMPECHE,2203.11024,2203.11024,0.0,1885.67033,1885.57033,0.1,,90.34653
11/2007,CHIAPAS,27.70929,27.70929,0.0,142.6649,142.6649,0.0,,31.51463
11/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,38.34412,0.0,38.34412,,0.21593
11/2007,NUEVO LEÓN,2.59739,0.0,2.59739,402.71909,0.0,402.71909,,9.675510000000001
11/2007,PUEBLA,6.742719999999999,6.742719999999999,0.0,7.1438,7.1438,0.0,,0.69262
11/2007,SAN LUIS POTOSÍ,0.55586,0.55586,0.0,0.12097999999999999,0.12097999999999999,0.0,,0.25771
11/2007,TABASCO,563.65738,563.36398,0.2934,1424.70511,1256.12478,168.58034,,102.94703
11/2007,TAMAULIPAS,18.55669,15.43665,3.12004,1010.64857,31.65357,978.995,,34.01411
11/2007,VERACRUZ DE IGNACIO DE LA LLAVE,66.44417,65.44608,0.99809,1161.52998,91.62051,1069.90946,,46.90723
12/2007,CAMPECHE,2226.80365,2226.80365,0.0,2173.41633,2171.41633,2.0,,106.30944
12/2007,CHIAPAS,28.49766,28.49766,0.0,143.31813,143.31813,0.0,,31.879170000000002
12/2007,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,38.99391,0.0,38.99391,,0.18656
12/2007,NUEVO LEÓN,4.69606,0.0,4.69606,391.88277,0.0,391.88277,,8.30024
12/2007,PUEBLA,7.120279999999999,7.120279999999999,0.0,7.64813,7.64813,0.0,,0.76154
12/2007,SAN LUIS POTOSÍ,0.57826,0.57826,0.0,0.12794,0.12794,0.0,,0.31037
12/2007,TABASCO,579.42318,579.11891,0.30427,1474.87629,1297.2363699999999,177.63992,,106.01608999999999
12/2007,TAMAULIPAS,22.7823,16.99246,5.789840000000001,995.20583,36.42885,958.77698,,33.83761
12/2007,VERACRUZ DE IGNACIO DE LA LLAVE,67.7827,66.75561,1.02709,1170.28885,95.60836,1074.6805,,46.059
01/2008,CAMPECHE,2228.96096,2228.96096,0.0,2254.93716,2252.93716,2.0,,121.66507
01/2008,CHIAPAS,28.69488,28.69488,0.0,190.07726,190.07726,0.0,,32.15368
01/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,37.24971,0.0,37.24971,,0.19844
01/2008,NUEVO LEÓN,4.78062,0.0,4.78062,383.93507999999997,0.0,383.93507999999997,,8.876619999999999
01/2008,PUEBLA,8.24115,8.24115,0.0,9.56481,9.56481,0.0,,1.01515
01/2008,SAN LUIS POTOSÍ,0.5581200000000001,0.5581200000000001,0.0,0.12399,0.12399,0.0,,0.33206
01/2008,TABASCO,575.19815,574.88854,0.30961,1491.7305900000001,1308.07986,183.65074,,107.03112
01/2008,TAMAULIPAS,20.76966,15.00097,5.768689999999999,992.81044,31.65614,961.1543,,31.97401
01/2008,VERACRUZ DE IGNACIO DE LA LLAVE,66.64246,65.66295,0.97951,1158.87176,92.06118,1066.81058,,45.00626
02/2008,CAMPECHE,2209.95585,2209.95585,0.0,2197.07907,2195.07907,2.0,,113.2396
02/2008,CHIAPAS,30.11599,30.11599,0.0,233.24427,233.24427,0.0,,31.3551
02/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,38.49694,0.0,38.49694,,0.20553
02/2008,NUEVO LEÓN,3.4071700000000003,0.0,3.4071700000000003,391.87087,0.0,391.87087,,9.27243
02/2008,PUEBLA,7.41122,7.41122,0.0,12.13106,12.13106,0.0,,1.01327
02/2008,SAN LUIS POTOSÍ,0.50542,0.50542,0.0,0.11113,0.11113,0.0,,0.28855
02/2008,TABASCO,573.41115,573.12059,0.29056000000000004,1519.41744,1332.80563,186.61181000000002,,111.26787
02/2008,TAMAULIPAS,19.8242,15.74984,4.0743599999999995,984.87584,33.086749999999995,951.78909,,32.477470000000004
02/2008,VERACRUZ DE IGNACIO DE LA LLAVE,67.79098,66.64216,1.14882,1149.03246,93.72545,1055.30702,,44.15317
03/2008,CAMPECHE,2138.61857,2138.61857,0.0,2288.93599,2286.93599,2.0,,104.63776999999999
03/2008,CHIAPAS,31.78459,31.78459,0.0,233.53959,233.53959,0.0,,29.517429999999997
03/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,46.74831,0.0,46.74831,,0.20248
03/2008,NUEVO LEÓN,3.32324,0.0,3.32324,405.51828,0.0,405.51828,,9.13219
03/2008,PUEBLA,6.86858,6.86858,0.0,10.19995,10.19995,0.0,,0.9205
03/2008,SAN LUIS POTOSÍ,0.51713,0.51713,0.0,0.11716,0.11716,0.0,,0.27922
03/2008,TABASCO,575.17069,574.87198,0.29871000000000003,1557.43708,1370.2674499999998,187.16965,,112.19819
03/2008,TAMAULIPAS,18.55631,14.537780000000001,4.01853,968.5925599999999,29.528450000000003,939.0641099999999,,31.19368
03/2008,VERACRUZ DE IGNACIO DE LA LLAVE,67.1539,66.16797,0.98593,1155.37683,98.61863,1056.7582,,45.02994
04/2008,CAMPECHE,2058.30239,2058.30239,0.0,2277.01102,2275.01102,2.0,,111.34009
04/2008,CHIAPAS,31.05549,31.05549,0.0,235.72493,235.72493,0.0,,28.28495
04/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,52.67882,0.0,52.67882,,0.22945
04/2008,NUEVO LEÓN,1.99545,0.0,1.99545,404.71411,0.0,404.71411,,10.314309999999999
04/2008,PUEBLA,7.83925,7.83925,0.0,9.75389,9.75389,0.0,,1.00043
04/2008,SAN LUIS POTOSÍ,0.41077,0.41077,0.0,0.07431,0.07431,0.0,,0.22188
04/2008,TABASCO,574.43766,574.15262,0.28504,1585.16765,1398.0723,187.09536,,116.72407
04/2008,TAMAULIPAS,15.95123,13.51158,2.43965,982.97834,28.73198,954.24636,,31.44381
04/2008,VERACRUZ DE IGNACIO DE LA LLAVE,67.39155,66.63809,0.75346,1152.79449,99.22774,1053.56674,,43.55021
05/2008,CAMPECHE,2085.18475,2085.18475,0.0,2440.51154,2438.51154,2.0,,108.2984
05/2008,CHIAPAS,31.52976,31.52976,0.0,234.5497,234.5497,0.0,,29.03763
05/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,48.44863,0.0,48.44863,,0.22305
05/2008,NUEVO LEÓN,1.87703,0.0,1.87703,396.73746,0.0,396.73746,,9.66535
05/2008,PUEBLA,8.47838,8.47838,0.0,10.48461,10.48461,0.0,,1.09934
05/2008,SAN LUIS POTOSÍ,0.28444,0.28444,0.0,0.00491,0.00491,0.0,,0.08992
05/2008,TABASCO,576.03602,575.7575,0.27852,1594.7881,1406.7112399999999,188.07684999999998,,116.23176
05/2008,TAMAULIPAS,17.10469,15.02158,2.08311,970.7409,34.7444,935.9965,,30.37552
05/2008,VERACRUZ DE IGNACIO DE LA LLAVE,70.15973,69.43596,0.72377,1140.5667700000001,96.35258999999999,1044.21418,,40.429339999999996
06/2008,CAMPECHE,2117.64753,2117.64753,0.0,2631.70957,2629.70957,2.0,,113.05137
06/2008,CHIAPAS,33.34958,33.34958,0.0,229.12368,229.12368,0.0,,29.36371
06/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,47.65768,0.0,47.65768,,0.22439
06/2008,NUEVO LEÓN,2.18334,0.0,2.18334,389.06051,0.0,389.06051,,9.6788
06/2008,PUEBLA,8.60418,8.60418,0.0,10.91584,10.91584,0.0,,1.17693
06/2008,SAN LUIS POTOSÍ,0.29292,0.29292,0.0,0.00464,0.00464,0.0,,0.11092
06/2008,TABASCO,587.29727,587.01949,0.27778,1599.56983,1403.29068,196.27915,,119.68083
06/2008,TAMAULIPAS,17.41573,14.9888,2.42693,969.4248,35.51641,933.90839,,30.09475
06/2008,VERACRUZ DE IGNACIO DE LA LLAVE,66.56824,65.84919,0.71905,1129.69277,93.37148,1036.32129,,38.46022
07/2008,CAMPECHE,2068.49264,2068.49264,0.0,2545.16984,2543.16984,2.0,,123.17764
07/2008,CHIAPAS,34.16355,34.16355,0.0,228.99966,228.99966,0.0,,28.92417
07/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,49.26479,0.0,49.26479,,0.37097
07/2008,NUEVO LEÓN,2.76562,0.0,2.76562,384.04251,0.0,384.04251,,8.88029
07/2008,PUEBLA,8.94847,8.94847,0.0,11.83207,11.83207,0.0,,1.23287
07/2008,SAN LUIS POTOSÍ,0.17348,0.17348,0.0,0.00652,0.00652,0.0,,0.08788
07/2008,TABASCO,583.14171,582.86588,0.27582999999999996,1591.85475,1398.08917,193.76557,,120.44894000000001
07/2008,TAMAULIPAS,17.36577,14.240910000000001,3.12486,958.3263,35.03172,923.29458,,28.80965
07/2008,VERACRUZ DE IGNACIO DE LA LLAVE,64.60515,63.93245,0.6727,1119.08691,91.12317,1027.96374,,37.866
08/2008,CAMPECHE,2056.58769,2056.58769,0.0,2574.17703,2572.17703,2.0,,126.1517
08/2008,CHIAPAS,33.93366,33.93366,0.0,220.94801999999999,220.94801999999999,0.0,,28.25764
08/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,60.42452,0.0,60.42452,,0.37048
08/2008,NUEVO LEÓN,2.85757,0.0,2.85757,389.71594,0.0,389.71594,,9.4254
08/2008,PUEBLA,9.94248,9.94248,0.0,12.69559,12.69559,0.0,,1.22526
08/2008,SAN LUIS POTOSÍ,0.21612,0.21612,0.0,0.00419,0.00419,0.0,,0.09197
08/2008,TABASCO,574.59189,574.31961,0.27228,1640.62743,1438.74966,201.87776,,120.28656
08/2008,TAMAULIPAS,18.41373,15.307979999999999,3.10575,946.95889,35.004979999999996,911.95391,,32.61517
08/2008,VERACRUZ DE IGNACIO DE LA LLAVE,64.20696,63.594,0.6129600000000001,1108.89672,89.71786,1019.17886,,37.95168
09/2008,CAMPECHE,2019.00617,2019.00617,0.0,2616.45237,2614.45237,2.0,,119.17616
09/2008,CHIAPAS,35.5338,35.5338,0.0,221.72947,221.72947,0.0,,28.97082
09/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,65.19329,0.0,65.19329,,0.34553
09/2008,NUEVO LEÓN,3.22299,0.0,3.22299,385.62542,0.0,385.62542,,8.80204
09/2008,PUEBLA,9.82216,9.82216,0.0,12.04878,12.04878,0.0,,1.15367
09/2008,SAN LUIS POTOSÍ,0.26158,0.26158,0.0,0.0271,0.0271,0.0,,0.10409
09/2008,TABASCO,573.79755,573.5203,0.27725,1675.6505300000001,1476.56131,199.08921,,121.25365
09/2008,TAMAULIPAS,19.09007,15.52434,3.56573,931.11893,35.17639,895.94254,,32.42199
09/2008,VERACRUZ DE IGNACIO DE LA LLAVE,65.04542,64.35937,0.68605,1099.02513,89.33131,1009.6938299999999,,37.7516
10/2008,CAMPECHE,2033.02702,2033.02702,0.0,2785.28027,2783.66737,1.6129,,112.9733
10/2008,CHIAPAS,36.12578,36.12578,0.0,220.83925,220.83925,0.0,,29.77347
10/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,73.62194,0.0,73.62194,,0.37478
10/2008,NUEVO LEÓN,3.10699,0.0,3.10699,388.48704,0.0,388.48704,,9.64854
10/2008,PUEBLA,12.04606,12.04606,0.0,16.25177,16.25177,0.0,,1.38486
10/2008,SAN LUIS POTOSÍ,0.37122,0.37122,0.0,0.06069,0.06069,0.0,,0.08658
10/2008,TABASCO,594.6713,594.39717,0.27413,1690.07808,1490.29609,199.78198,,126.08182
10/2008,TAMAULIPAS,18.63467,15.33498,3.29969,938.6347,34.51822,904.11648,,34.11369
10/2008,VERACRUZ DE IGNACIO DE LA LLAVE,62.48749,61.83336,0.65413,1057.11981,92.46428,964.65552,,41.43089
11/2008,CAMPECHE,1991.33448,1991.33448,0.0,2792.76589,2791.88256,0.88333,,110.31366000000001
11/2008,CHIAPAS,37.20144,37.20144,0.0,210.91644,210.91644,0.0,,28.64041
11/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,103.22394,0.0,103.22394,,0.44214
11/2008,NUEVO LEÓN,2.84579,0.0,2.84579,396.50881,0.0,396.50881,,10.02784
11/2008,PUEBLA,12.50694,12.50694,0.0,22.3622,22.3622,0.0,,1.50394
11/2008,SAN LUIS POTOSÍ,0.42789,0.42789,0.0,0.07531,0.07531,0.0,,0.17597
11/2008,TABASCO,586.41198,586.1365,0.27548,1694.01504,1499.99661,194.01843,,129.6915
11/2008,TAMAULIPAS,18.34447,15.07751,3.26696,928.9196900000001,33.82013,895.09956,,34.05784
11/2008,VERACRUZ DE IGNACIO DE LA LLAVE,64.83902,64.22897,0.61005,1076.70903,105.88027,970.82876,,44.46235
12/2008,CAMPECHE,1983.85299,1983.85299,0.0,2885.18918,2884.18918,1.0,,108.93116
12/2008,CHIAPAS,38.45381,38.45381,0.0,213.45792,213.45792,0.0,,26.84313
12/2008,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,108.33915,0.0,108.33915,,0.29179
12/2008,NUEVO LEÓN,3.6303599999999996,0.0,3.6303599999999996,405.1948,0.0,405.1948,,7.72264
12/2008,PUEBLA,12.98155,12.98155,0.0,27.77227,27.77227,0.0,,1.21828
12/2008,SAN LUIS POTOSÍ,0.55506,0.55506,0.0,0.14612,0.14612,0.0,,0.26524
12/2008,TABASCO,597.67377,597.4052800000001,0.26849,1724.73088,1533.72971,191.00118,,127.41269
12/2008,TAMAULIPAS,18.98735,14.635810000000001,4.35154,912.2797400000001,32.39166,879.8880800000001,,36.06945
12/2008,VERACRUZ DE IGNACIO DE LA LLAVE,65.55452,65.00476,0.54976,1067.95973,108.63269,959.32705,,43.91767
01/2009,CAMPECHE,1949.6624,1949.6624,0.0,2590.66812,2589.66812,1.0,,110.18284
01/2009,CHIAPAS,38.59177,38.59177,0.0,209.38548,209.38548,0.0,,24.737869999999997
01/2009,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,127.55171,0.0,127.55171,,0.28284
01/2009,NUEVO LEÓN,4.25384,0.0,4.25384,402.45896,0.0,402.45896,,8.11361
01/2009,PUEBLA,12.47906,12.47906,0.0,27.56369,27.56369,0.0,,1.31889
01/2009,SAN LUIS POTOSÍ,0.51879,0.51879,0.0,0.13933,0.13933,0.0,,0.28341
01/2009,TABASCO,598.27759,598.01128,0.26631,1756.7505,1570.5315699999999,186.21894,,129.49811
01/2009,TAMAULIPAS,19.50844,14.734699999999998,4.77374,910.44569,29.67205,880.77364,,35.65627
01/2009,VERACRUZ DE IGNACIO DE LA LLAVE,66.93445,66.38608,0.54837,1052.09556,110.58149999999999,941.51407,,43.78189
02/2009,CAMPECHE,1931.1874,1931.1874,0.0,2522.06134,2521.06134,1.0,,116.7381
02/2009,CHIAPAS,38.21032,38.21032,0.0,206.26517,206.26517,0.0,,23.67197
02/2009,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,126.73027,0.0,126.73027,,0.39155
02/2009,NUEVO LEÓN,3.92034,0.0,3.92034,401.19943,0.0,401.19943,,9.5093
02/2009,PUEBLA,10.77562,10.77562,0.0,26.6761,26.6761,0.0,,0.99871
02/2009,SAN LUIS POTOSÍ,0.5089,0.5089,0.0,0.13268,0.13268,0.0,,0.25708
02/2009,TABASCO,592.83222,592.57329,0.25893,1771.61327,1587.33222,184.28105000000002,,132.88285
02/2009,TAMAULIPAS,19.28181,14.821530000000001,4.46028,914.0421,30.47418,883.56792,,32.96564
02/2009,VERACRUZ DE IGNACIO DE LA LLAVE,71.42647000000001,70.90311,0.52336,1027.21847,120.06308,907.15539,,46.9988
03/2009,CAMPECHE,1894.80944,1894.80944,0.0,2450.42209,2449.42209,1.0,,119.00746
03/2009,CHIAPAS,37.632889999999996,37.632889999999996,0.0,201.64329999999998,201.64329999999998,0.0,,22.95845
03/2009,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,128.36334,0.0,128.36334,,0.37588
03/2009,NUEVO LEÓN,4.41859,0.0,4.41859,411.11869,0.0,411.11869,,9.11292
03/2009,PUEBLA,9.2277,9.2277,0.0,26.17848,26.17848,0.0,,0.73717
03/2009,SAN LUIS POTOSÍ,0.53935,0.53935,0.0,0.13722,0.13722,0.0,,0.2825
03/2009,TABASCO,616.38792,616.13486,0.25306,1768.07585,1590.14277,177.93308,,138.57654
03/2009,TAMAULIPAS,19.17179,14.145059999999999,5.02673,931.24688,28.188589999999998,903.0582899999999,,31.3959
03/2009,VERACRUZ DE IGNACIO DE LA LLAVE,76.08323,75.60264,0.48059,1024.24304,126.11411,898.1289400000001,,49.66951
04/2009,CAMPECHE,1865.28932,1865.28932,0.0,2418.53134,2417.53134,1.0,,121.83062
04/2009,CHIAPAS,37.78864,37.78864,0.0,200.78685000000002,200.78685000000002,0.0,,22.48981
04/2009,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,135.91031,0.0,135.91031,,0.50269
04/2009,NUEVO LEÓN,4.856599999999999,0.0,4.856599999999999,415.75891,0.0,415.75891,,8.61929
04/2009,PUEBLA,9.29186,9.29186,0.0,26.93484,26.93484,0.0,,0.84489
04/2009,SAN LUIS POTOSÍ,0.51987,0.51987,0.0,0.11467,0.11467,0.0,,0.2775
04/2009,TABASCO,636.31692,636.06971,0.24721,1821.24328,1644.09566,177.14763000000002,,133.24107
04/2009,TAMAULIPAS,20.132009999999998,13.682859999999998,6.44915,942.44564,23.958589999999997,918.48705,,31.36388
04/2009,VERACRUZ DE IGNACIO DE LA LLAVE,76.21421000000001,75.65613,0.55808,994.80795,123.24046,871.56748,,50.67822
05/2009,CAMPECHE,1836.33902,1836.33902,0.0,2435.6477,2434.6477,1.0,,122.01068000000001
05/2009,CHIAPAS,39.66693,39.66693,0.0,206.68475,206.68475,0.0,,22.27143
05/2009,COAHUILA DE ZARAGOZA,0.0,0.0,0.0,132.81902,0.0,132.81902,,0.5861200000000001
05/2009,NUEVO LEÓN,10.24437,0.0,10.24437,425.20823,0.0,425.20823,,8.854420000000001
