COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,,,
PRODUCCION POR UBICACIÓN,,,,,,,,,,
Datos de producción mensual cuenca y ubicación.,,,,,,,,,,
Datos a enero - 2025.,,,,,,,,,,
Notas: Las unidades corresponden a Miles de barriles diarios (Mbd) y Millones de pies cúbicos diarios (MMpcd).,,,,,,,,,,
La serie de nitrógeno se comienza a reportar a partir de 2016.,,,,,,,,,,
"A partir de 2016 se contabiliza la producción de petróleo a una temperatura de 15.56 grados Celsius, de conformidad",,,,,,,,,,
Hidrocarburos líquidos: Se refiere a la suma de petróleo y condensado.,,,,,,,,,,
con lo establecido en los Lineamientos Técnicos en Materia de Medición de Hidrocarburos.,,,,,,,,,,
,,,,,,,,,,
FECHA,CUENCA,UBICACION,HIDROCARBUROS_LIQUIDOS_MBD,PETROLEO_MBD,CONDENSADO_MBD,GAS_MMPCD,GAS_ASOCIADO_MMPCD,GAS_NO_ASOCIADO_MMPCD,NITROGENO_MMPCD,AGUA_MBD
04/2013,Cuencas del Sureste,Terrestre,481.017488,481.017488,0.0,1531.434616,1456.758309,74.676307,0.0,0.0
03/2013,Cuencas del Sureste,Aguas someras,1876.439442,1876.439442,0.0,2662.915229,2662.915229,0.0,0.0,0.0
03/2013,Cuencas del Sureste,Terrestre,484.384603,484.384603,0.0,1581.897114,1505.055273,76.841841,0.0,0.0
02/2013,Cuencas del Sureste,Aguas someras,1900.831222,1900.831222,0.0,2652.906026,2652.906026,0.0,0.0,0.0
02/2013,Cuencas del Sureste,Terrestre,495.326914,495.326914,0.0,1597.733576,1518.842459,78.891117,0.0,0.0
01/2013,Cuencas del Sureste,Aguas someras,1896.533939,1896.533939,0.0,2677.703743,2677.703743,0.0,0.0,0.0
01/2013,Cuencas del Sureste,Terrestre,510.007219,510.007219,0.0,1608.151116,1528.746543,79.404573,0.0,0.0
12/2012,Cuencas del Sureste,Aguas someras,1893.514281,1893.514281,0.0,2692.098998,2692.098998,0.0,0.0,0.0
12/2012,Cuencas del Sureste,Terrestre,512.718326,512.718326,0.0,1609.23751,1528.654814,80.582696,0.0,0.0
11/2012,Cuencas del Sureste,Aguas someras,1909.465029,1909.465029,0.0,2692.335077,2692.335077,0.0,0.0,0.0
11/2012,Cuencas del Sureste,Terrestre,509.616997,509.616997,0.0,1621.685589,1541.456545,80.229044,0.0,0.0
10/2012,Cuencas del Sureste,Aguas someras,1883.431967,1883.431967,0.0,2677.158815,2677.158815,0.0,0.0,0.0
10/2012,Cuencas del Sureste,Terrestre,507.944976,507.944976,0.0,1643.924873,1560.468435,83.456438,0.0,0.0
09/2012,Cuencas del Sureste,Aguas someras,1905.736253,1905.736253,0.0,2631.095977,2631.095977,0.0,0.0,0.0
09/2012,Cuencas del Sureste,Terrestre,501.334378,501.334378,0.0,1663.755808,1586.865131,76.890677,0.0,0.0
08/2012,Cuencas del Sureste,Aguas someras,1910.292438,1910.292438,0.0,2623.981704,2623.981704,0.0,0.0,0.0
08/2012,Cuencas del Sureste,Terrestre,495.188649,495.188649,0.0,1658.714487,1582.179715,76.534772,0.0,0.0
07/2012,Cuencas del Sureste,Aguas someras,1882.270968,1882.270968,0.0,2596.130895,2596.130895,0.0,0.0,0.0
07/2012,Cuencas del Sureste,Terrestre,494.274594,494.274594,0.0,1668.338994,1588.769996,79.568998,0.0,0.0
06/2012,Cuencas del Sureste,Aguas someras,1895.81389,1895.81389,0.0,2590.141279,2590.141279,0.0,0.0,0.0
06/2012,Cuencas del Sureste,Terrestre,496.836757,496.836757,0.0,1650.532857,1571.911935,78.620922,0.0,0.0
05/2012,Cuencas del Sureste,Aguas someras,1898.907804,1898.907804,0.0,2545.989586,2545.989586,0.0,0.0,0.0
05/2012,Cuencas del Sureste,Terrestre,502.128526,502.128526,0.0,1653.240389,1573.769199,79.47119,0.0,0.0
04/2012,Cuencas del Sureste,Aguas someras,1892.95382,1892.95382,0.0,2549.695108,2549.695108,0.0,0.0,0.0
04/2012,Cuencas del Sureste,Terrestre,511.218591,511.218591,0.0,1675.459067,1591.15059,84.308477,0.0,0.0
03/2012,Cuencas del Sureste,Aguas someras,1901.54206,1901.54206,0.0,2534.814259,2534.814259,0.0,0.0,0.0
03/2012,Cuencas del Sureste,Terrestre,513.625475,513.625475,0.0,1661.23439,1570.947667,90.286723,0.0,0.0
02/2012,Cuencas del Sureste,Aguas someras,1894.401519,1894.401519,0.0,2551.855028,2551.855028,0.0,0.0,0.0
02/2012,Cuencas del Sureste,Terrestre,513.373911,513.373911,0.0,1649.812193,1554.144219,95.667974,0.0,0.0
01/2012,Cuencas del Sureste,Aguas someras,1868.227047,1868.227047,0.0,2431.71009,2431.71009,0.0,0.0,0.0
01/2012,Cuencas del Sureste,Terrestre,517.896248,517.896248,0.0,1670.65468,1574.428473,96.226207,0.0,0.0
12/2011,Cuencas del Sureste,Aguas someras,1907.092908,1907.092908,0.0,2431.787219,2431.787219,0.0,0.0,0.0
12/2011,Cuencas del Sureste,Terrestre,518.562966,518.562966,0.0,1680.007283,1581.227761,98.779522,0.0,0.0
11/2011,Cuencas del Sureste,Aguas someras,1888.24235,1888.24235,0.0,2437.179695,2437.179695,0.0,0.0,0.0
11/2011,Cuencas del Sureste,Terrestre,514.319884,514.319884,0.0,1679.296262,1576.882075,102.414187,0.0,0.0
10/2011,Cuencas del Sureste,Aguas someras,1909.311379,1909.311379,0.0,2448.475175,2448.475175,0.0,0.0,0.0
10/2011,Cuencas del Sureste,Terrestre,516.27632,516.27632,0.0,1654.941117,1549.06117,105.879947,0.0,0.0
09/2011,Cuencas del Sureste,Aguas someras,1843.533356,1843.533356,0.0,2460.383436,2460.383436,0.0,0.0,0.0
09/2011,Cuencas del Sureste,Terrestre,521.426933,521.426933,0.0,1647.575112,1538.800854,108.774258,0.0,0.0
08/2011,Cuencas del Sureste,Aguas someras,1904.288871,1904.288871,0.0,2589.95088,2589.95088,0.0,0.0,0.0
08/2011,Cuencas del Sureste,Terrestre,527.467091,527.467091,0.0,1675.884707,1556.277562,119.607145,0.0,0.0
07/2011,Cuencas del Sureste,Aguas someras,1887.119774,1887.119774,0.0,2616.352996,2616.352996,0.0,0.0,0.0
07/2011,Cuencas del Sureste,Terrestre,531.142163,531.142163,0.0,1696.56832,1576.985855,119.582465,0.0,0.0
06/2011,Cuencas del Sureste,Aguas someras,1900.448737,1900.448737,0.0,2642.391224,2642.391224,0.0,0.0,0.0
06/2011,Cuencas del Sureste,Terrestre,528.059113,528.059113,0.0,1689.095177,1566.420413,122.674764,0.0,0.0
05/2011,Cuencas del Sureste,Aguas someras,1910.979687,1910.979687,0.0,2742.253523,2742.253523,0.0,0.0,0.0
05/2011,Cuencas del Sureste,Terrestre,530.380889,530.380889,0.0,1699.852165,1574.824986,125.027179,0.0,0.0
04/2011,Cuencas del Sureste,Aguas someras,1924.669932,1924.669932,0.0,2783.379516,2783.379516,0.0,0.0,0.0
04/2011,Cuencas del Sureste,Terrestre,536.402741,536.402741,0.0,1701.214932,1573.547121,127.667811,0.0,0.0
03/2011,Cuencas del Sureste,Aguas someras,1923.253715,1923.253715,0.0,2699.84062,2699.84062,0.0,0.0,0.0
03/2011,Cuencas del Sureste,Terrestre,538.911482,538.911482,0.0,1703.881311,1571.742177,132.139134,0.0,0.0
02/2011,Cuencas del Sureste,Aguas someras,1906.216193,1906.216193,0.0,2747.511773,2747.511773,0.0,0.0,0.0
02/2011,Cuencas del Sureste,Terrestre,540.446797,540.446797,0.0,1742.566594,1606.655982,135.910612,0.0,0.0
01/2011,Cuencas del Sureste,Aguas someras,1932.805612,1932.805612,0.0,2775.591228,2775.591228,0.0,0.0,0.0
01/2011,Cuencas del Sureste,Terrestre,540.510919,540.510919,0.0,1738.207814,1602.818665,135.389149,0.0,0.0
12/2010,Cuencas del Sureste,Aguas someras,1919.772446,1919.772446,0.0,2842.999501,2842.999501,0.0,0.0,0.0
12/2010,Cuencas del Sureste,Terrestre,543.19484,543.19484,0.0,1753.939679,1633.125592,120.814087,0.0,0.0
11/2010,Cuencas del Sureste,Aguas someras,1864.290726,1864.290726,0.0,2895.807076,2895.807076,0.0,0.0,0.0
11/2010,Cuencas del Sureste,Terrestre,538.919287,538.919287,0.0,1753.580119,1651.519077,102.061042,0.0,0.0
10/2010,Cuencas del Sureste,Aguas someras,1926.656199,1926.656199,0.0,2930.484302,2930.484302,0.0,0.0,0.0
10/2010,Cuencas del Sureste,Terrestre,537.359329,537.359329,0.0,1794.576259,1654.792842,139.783417,0.0,0.0
09/2010,Cuencas del Sureste,Aguas someras,1925.318772,1925.318772,0.0,2944.609173,2944.609173,0.0,0.0,0.0
09/2010,Cuencas del Sureste,Terrestre,536.903197,536.903197,0.0,1809.97847,1664.131967,145.846503,0.0,0.0
08/2010,Cuencas del Sureste,Aguas someras,1914.245388,1914.245388,0.0,2976.028851,2976.028851,0.0,0.0,0.0
08/2010,Cuencas del Sureste,Terrestre,538.157931,538.157931,0.0,1826.143557,1677.970589,148.172968,0.0,0.0
07/2010,Cuencas del Sureste,Aguas someras,1931.950266,1931.950266,0.0,2816.511694,2816.511694,0.0,0.0,0.0
07/2010,Cuencas del Sureste,Terrestre,536.088177,536.088177,0.0,1817.69772,1668.042743,149.654977,0.0,0.0
06/2010,Cuencas del Sureste,Aguas someras,1912.239886,1912.239886,0.0,2629.099345,2629.099345,0.0,0.0,0.0
06/2010,Cuencas del Sureste,Terrestre,527.708976,527.708976,0.0,1803.072436,1650.335663,152.736773,0.0,0.0
05/2010,Cuencas del Sureste,Aguas someras,1962.253898,1962.253898,0.0,2608.824616,2608.824616,0.0,0.0,0.0
05/2010,Cuencas del Sureste,Terrestre,524.711952,524.711952,0.0,1774.077868,1618.326138,155.75173,0.0,0.0
04/2010,Cuencas del Sureste,Aguas someras,1971.370024,1971.370024,0.0,2562.053107,2562.053107,0.0,0.0,0.0
04/2010,Cuencas del Sureste,Terrestre,518.528597,518.528597,0.0,1744.493214,1588.373961,156.119253,0.0,0.0
03/2010,Cuencas del Sureste,Aguas someras,1976.294371,1976.294371,0.0,2559.402726,2559.402726,0.0,0.0,0.0
03/2010,Cuencas del Sureste,Terrestre,517.612594,517.612594,0.0,1712.695188,1554.108347,158.586841,0.0,0.0
02/2010,Cuencas del Sureste,Aguas someras,1995.239627,1995.239627,0.0,2618.360048,2618.360048,0.0,0.0,0.0
02/2010,Cuencas del Sureste,Terrestre,517.559789,517.559789,0.0,1690.214028,1534.160936,156.053092,0.0,0.0
01/2010,Cuencas del Sureste,Aguas someras,2001.608346,2001.608346,0.0,2667.377218,2667.377218,0.0,0.0,0.0
01/2010,Cuencas del Sureste,Terrestre,517.246169,517.246169,0.0,1687.86353,1528.584037,159.279493,0.0,0.0
12/2009,Cuencas del Sureste,Aguas someras,1983.146391,1983.146391,0.0,2619.465793,2619.465793,0.0,0.0,0.0
12/2009,Cuencas del Sureste,Terrestre,515.966705,515.966705,0.0,1674.364777,1511.712191,162.652586,0.0,0.0
11/2009,Cuencas del Sureste,Aguas someras,1957.420742,1957.420742,0.0,2741.864665,2741.864665,0.0,0.0,0.0
11/2009,Cuencas del Sureste,Terrestre,502.33488,502.33488,0.0,1669.902218,1500.190545,169.711673,0.0,0.0
10/2009,Cuencas del Sureste,Aguas someras,1995.540474,1995.540474,0.0,2914.857314,2914.857314,0.0,0.0,0.0
10/2009,Cuencas del Sureste,Terrestre,511.720272,511.720272,0.0,1685.461038,1512.411132,173.049906,0.0,0.0
09/2009,Cuencas del Sureste,Aguas someras,1994.252183,1994.252183,0.0,2832.727581,2832.727581,0.0,0.0,0.0
09/2009,Cuencas del Sureste,Terrestre,510.768452,510.768452,0.0,1666.610342,1489.660608,176.949734,0.0,0.0
08/2009,Cuencas del Sureste,Aguas someras,1939.733879,1939.733879,0.0,2920.640565,2920.640565,0.0,0.0,0.0
08/2009,Cuencas del Sureste,Terrestre,506.212848,506.212848,0.0,1656.646718,1476.214439,180.432279,0.0,0.0
07/2009,Cuencas del Sureste,Aguas someras,1967.180336,1967.180336,0.0,2936.124111,2936.124111,0.0,0.0,0.0
07/2009,Cuencas del Sureste,Terrestre,495.223952,495.223952,0.0,1575.147394,1392.028549,183.118845,0.0,0.0
06/2009,Cuencas del Sureste,Aguas someras,1928.194879,1928.194879,0.0,3031.19266,3031.19266,0.0,0.0,0.0
06/2009,Cuencas del Sureste,Terrestre,490.230579,490.230579,0.0,1560.169783,1372.582187,187.587596,0.0,0.0
05/2009,Cuencas del Sureste,Aguas someras,2022.042272,2022.042272,0.0,2926.522305,2926.522305,0.0,0.0,0.0
05/2009,Cuencas del Sureste,Terrestre,490.420779,490.420779,0.0,1537.595614,1351.922783,185.672831,0.0,0.0
04/2009,Cuencas del Sureste,Aguas someras,2053.956904,2053.956904,0.0,2909.477814,2909.477814,0.0,0.0,0.0
04/2009,Cuencas del Sureste,Terrestre,492.632231,492.632231,0.0,1543.551878,1364.784593,178.767285,0.0,0.0
03/2009,Cuencas del Sureste,Aguas someras,2068.786374,2068.786374,0.0,2884.784741,2884.784741,0.0,0.0,0.0
03/2009,Cuencas del Sureste,Terrestre,487.265737,487.265737,0.0,1550.362797,1369.623316,180.739481,0.0,0.0
02/2009,Cuencas del Sureste,Aguas someras,2100.118161,2100.118161,0.0,2984.172111,2984.172111,0.0,0.0,0.0
02/2009,Cuencas del Sureste,Terrestre,469.293887,469.293887,0.0,1530.3346,1343.59908,186.73552,0.0,0.0
01/2009,Cuencas del Sureste,Aguas someras,2119.939261,2119.939261,0.0,3032.75566,3032.75566,0.0,0.0,0.0
01/2009,Cuencas del Sureste,Terrestre,472.641344,472.641344,0.0,1537.296581,1348.994626,188.301955,0.0,0.0
12/2008,Cuencas del Sureste,Aguas someras,2152.584447,2152.584447,0.0,3300.031223,3300.031223,0.0,0.0,0.0
12/2008,Cuencas del Sureste,Terrestre,473.137222,473.137222,0.0,1535.917862,1342.83879,193.079072,0.0,0.0
11/2008,Cuencas del Sureste,Aguas someras,2158.531934,2158.531934,0.0,3195.487318,3195.487318,0.0,0.0,0.0
11/2008,Cuencas del Sureste,Terrestre,462.565734,462.565734,0.0,1514.026253,1318.017265,196.008988,0.0,0.0
10/2008,Cuencas del Sureste,Aguas someras,2199.273445,2199.273445,0.0,3184.657641,3184.657641,0.0,0.0,0.0
10/2008,Cuencas del Sureste,Terrestre,470.137795,470.137795,0.0,1523.501536,1320.747253,202.754283,0.0,0.0
09/2008,Cuencas del Sureste,Aguas someras,2169.339092,2169.339092,0.0,3000.159523,3000.159523,0.0,0.0,0.0
09/2008,Cuencas del Sureste,Terrestre,464.843684,464.843684,0.0,1526.35415,1323.348399,203.005751,0.0,0.0
08/2008,Cuencas del Sureste,Aguas someras,2209.442011,2209.442011,0.0,2956.836717,2956.836717,0.0,0.0,0.0
08/2008,Cuencas del Sureste,Terrestre,461.764653,461.764653,0.0,1491.740817,1285.821876,205.918941,0.0,0.0
07/2008,Cuencas del Sureste,Aguas someras,2226.332022,2226.332022,0.0,2919.706627,2919.706627,0.0,0.0,0.0
07/2008,Cuencas del Sureste,Terrestre,465.741024,465.741024,0.0,1459.501097,1261.002731,198.498366,0.0,0.0
06/2008,Cuencas del Sureste,Aguas someras,2285.969315,2285.969315,0.0,3040.136206,3040.136206,0.0,0.0,0.0
06/2008,Cuencas del Sureste,Terrestre,458.505662,458.505662,0.0,1433.095724,1231.952447,201.143277,0.0,0.0
05/2008,Cuencas del Sureste,Aguas someras,2253.17088,2253.17088,0.0,2851.414482,2851.414482,0.0,0.0,0.0
05/2008,Cuencas del Sureste,Terrestre,445.76766,445.76766,0.0,1431.67491,1239.117259,192.557651,0.0,0.0
04/2008,Cuencas del Sureste,Aguas someras,2230.303064,2230.303064,0.0,2717.972862,2717.972862,0.0,0.0,0.0
04/2008,Cuencas del Sureste,Terrestre,439.583225,439.583225,0.0,1392.605258,1201.12946,191.475798,0.0,0.0
03/2008,Cuencas del Sureste,Aguas someras,2306.883398,2306.883398,0.0,2710.829982,2710.829982,0.0,0.0,0.0
03/2008,Cuencas del Sureste,Terrestre,444.445789,444.445789,0.0,1381.230258,1189.686447,191.543811,0.0,0.0
02/2008,Cuencas del Sureste,Aguas someras,2371.471039,2371.471039,0.0,2577.447027,2577.447027,0.0,0.0,0.0
02/2008,Cuencas del Sureste,Terrestre,448.092506,448.092506,0.0,1384.508462,1193.816984,190.691478,0.0,0.0
01/2008,Cuencas del Sureste,Aguas someras,2390.264558,2390.264558,0.0,2621.792004,2621.792004,0.0,0.0,0.0
01/2008,Cuencas del Sureste,Terrestre,448.5721,448.5721,0.0,1328.010041,1139.4962,188.513841,0.0,0.0
12/2007,Cuencas del Sureste,Aguas someras,2391.719071,2391.719071,0.0,2551.896645,2551.896645,0.0,0.0,0.0
12/2007,Cuencas del Sureste,Terrestre,448.98195,448.98195,0.0,1253.563891,1071.394413,182.169478,0.0,0.0
11/2007,Cuencas del Sureste,Aguas someras,2371.757866,2371.757866,0.0,2257.126979,2257.126979,0.0,0.0,0.0
11/2007,Cuencas del Sureste,Terrestre,428.439787,428.439787,0.0,1207.849726,1037.199064,170.650662,0.0,0.0
10/2007,Cuencas del Sureste,Aguas someras,2437.400786,2437.400786,0.0,2359.652721,2359.652721,0.0,0.0,0.0
10/2007,Cuencas del Sureste,Terrestre,462.20636,462.20636,0.0,1367.073996,1187.158813,179.915183,0.0,0.0
09/2007,Cuencas del Sureste,Aguas someras,2589.801432,2589.801432,0.0,2329.217484,2329.217484,0.0,0.0,0.0
09/2007,Cuencas del Sureste,Terrestre,463.94634,463.94634,0.0,1384.974692,1203.560077,181.414615,0.0,0.0
08/2007,Cuencas del Sureste,Aguas someras,2292.817768,2292.817768,0.0,1932.372684,1932.372684,0.0,0.0,0.0
08/2007,Cuencas del Sureste,Terrestre,460.265652,460.265652,0.0,1366.157085,1177.803103,188.353982,0.0,0.0
07/2007,Cuencas del Sureste,Aguas someras,2607.625316,2607.625316,0.0,2216.271671,2216.271671,0.0,0.0,0.0
07/2007,Cuencas del Sureste,Terrestre,465.136595,465.136595,0.0,1381.462398,1198.800693,182.661705,0.0,0.0
06/2007,Cuencas del Sureste,Aguas someras,2646.27008,2646.27008,0.0,2165.992255,2165.992255,0.0,0.0,0.0
06/2007,Cuencas del Sureste,Terrestre,465.523614,465.523614,0.0,1415.908719,1218.483741,197.424978,0.0,0.0
05/2007,Cuencas del Sureste,Aguas someras,2554.447481,2554.447481,0.0,1988.271502,1988.271502,0.0,0.0,0.0
05/2007,Cuencas del Sureste,Terrestre,467.786223,467.786223,0.0,1389.343755,1187.365479,201.978276,0.0,0.0
04/2007,Cuencas del Sureste,Aguas someras,2614.87344,2614.87344,0.0,2055.345971,2055.345971,0.0,0.0,0.0
04/2007,Cuencas del Sureste,Terrestre,478.616046,478.616046,0.0,1369.993161,1171.814693,198.178468,0.0,0.0
03/2007,Cuencas del Sureste,Aguas someras,2622.797497,2622.797497,0.0,2008.714704,2008.714704,0.0,0.0,0.0
03/2007,Cuencas del Sureste,Terrestre,470.489825,470.489825,0.0,1365.003516,1163.455282,201.548234,0.0,0.0
02/2007,Cuencas del Sureste,Aguas someras,2586.7409,2586.7409,0.0,1992.767656,1992.767656,0.0,0.0,0.0
02/2007,Cuencas del Sureste,Terrestre,471.343013,471.343013,0.0,1360.164721,1163.547631,196.61709,0.0,0.0
01/2007,Cuencas del Sureste,Aguas someras,2576.655377,2576.655377,0.0,1930.191507,1930.191507,0.0,0.0,0.0
01/2007,Cuencas del Sureste,Terrestre,477.552657,477.552657,0.0,1368.728358,1183.769277,184.959081,0.0,0.0
12/2006,Cuencas del Sureste,Aguas someras,2421.840124,2421.840124,0.0,1792.435247,1792.435247,0.0,0.0,0.0
12/2006,Cuencas del Sureste,Terrestre,468.792587,468.792587,0.0,1376.826293,1170.938693,205.8876,0.0,0.0
11/2006,Cuencas del Sureste,Aguas someras,2608.732652,2608.732652,0.0,1829.585117,1829.585117,0.0,0.0,0.0
11/2006,Cuencas del Sureste,Terrestre,467.071532,467.071532,0.0,1387.531769,1181.649291,205.882478,0.0,0.0
10/2006,Cuencas del Sureste,Aguas someras,2606.113651,2606.113651,0.0,1848.901553,1848.901553,0.0,0.0,0.0
10/2006,Cuencas del Sureste,Terrestre,479.673536,479.673536,0.0,1360.465335,1182.715634,177.749701,0.0,0.0
09/2006,Cuencas del Sureste,Aguas someras,2684.108625,2684.108625,0.0,1876.787558,1876.787558,0.0,0.0,0.0
09/2006,Cuencas del Sureste,Terrestre,487.28758,487.28758,0.0,1366.924607,1186.870697,180.05391,0.0,0.0
08/2006,Cuencas del Sureste,Aguas someras,2678.570388,2678.570388,0.0,1832.392932,1832.392932,0.0,0.0,0.0
08/2006,Cuencas del Sureste,Terrestre,486.832348,486.832348,0.0,1376.471271,1169.58209,206.889181,0.0,0.0
07/2006,Cuencas del Sureste,Aguas someras,2654.728843,2654.728843,0.0,1784.476761,1784.476761,0.0,0.0,0.0
07/2006,Cuencas del Sureste,Terrestre,490.995993,490.995993,0.0,1320.423663,1170.01088,150.412783,0.0,0.0
06/2006,Cuencas del Sureste,Aguas someras,2705.418536,2705.418536,0.0,1771.257722,1771.257722,0.0,0.0,0.0
06/2006,Cuencas del Sureste,Terrestre,494.98881,494.98881,0.0,1291.17576,1155.424217,135.751543,0.0,0.0
05/2006,Cuencas del Sureste,Aguas someras,2742.128335,2742.128335,0.0,1787.352645,1787.352645,0.0,0.0,0.0
05/2006,Cuencas del Sureste,Terrestre,499.820583,499.820583,0.0,1308.644339,1171.838102,136.806237,0.0,0.0
04/2006,Cuencas del Sureste,Aguas someras,2779.728152,2779.728152,0.0,1744.923196,1744.923196,0.0,0.0,0.0
04/2006,Cuencas del Sureste,Terrestre,501.605469,501.605469,0.0,1352.516876,1213.692816,138.82406,0.0,0.0
03/2006,Cuencas del Sureste,Aguas someras,2765.09205,2765.09205,0.0,1693.737376,1693.737376,0.0,0.0,0.0
03/2006,Cuencas del Sureste,Terrestre,497.529067,497.529067,0.0,1362.461881,1220.30199,142.159891,0.0,0.0
02/2006,Cuencas del Sureste,Aguas someras,2728.71786,2728.71786,0.0,1668.351392,1668.351392,0.0,0.0,0.0
02/2006,Cuencas del Sureste,Terrestre,495.320626,495.320626,0.0,1358.885122,1222.861823,136.023299,0.0,0.0
01/2006,Cuencas del Sureste,Aguas someras,2788.826711,2788.826711,0.0,1679.481498,1679.481498,0.0,0.0,0.0
01/2006,Cuencas del Sureste,Terrestre,497.137071,497.137071,0.0,1360.435787,1226.431445,134.004342,0.0,0.0
12/2005,Cuencas del Sureste,Aguas someras,2797.637908,2797.637908,0.0,1663.860343,1663.860343,0.0,0.0,0.0
12/2005,Cuencas del Sureste,Terrestre,503.126579,503.126579,0.0,1369.668898,1228.539483,141.129415,0.0,0.0
11/2005,Cuencas del Sureste,Aguas someras,2723.836251,2723.836251,0.0,1618.376705,1618.376705,0.0,0.0,0.0
11/2005,Cuencas del Sureste,Terrestre,501.659566,501.659566,0.0,1379.986529,1235.954338,144.032191,0.0,0.0
10/2005,Cuencas del Sureste,Aguas someras,2636.970449,2636.970449,0.0,1581.191745,1581.191745,0.0,0.0,0.0
10/2005,Cuencas del Sureste,Terrestre,499.116327,499.116327,0.0,1380.470003,1237.469325,143.000678,0.0,0.0
09/2005,Cuencas del Sureste,Aguas someras,2774.496616,2774.496616,0.0,1630.811401,1630.811401,0.0,0.0,0.0
09/2005,Cuencas del Sureste,Terrestre,506.986808,506.986808,0.0,1388.209886,1241.863366,146.34652,0.0,0.0
08/2005,Cuencas del Sureste,Aguas someras,2824.028898,2824.028898,0.0,1643.156309,1643.156309,0.0,0.0,0.0
08/2005,Cuencas del Sureste,Terrestre,502.702729,502.702729,0.0,1396.463081,1255.216521,141.24656,0.0,0.0
07/2005,Cuencas del Sureste,Aguas someras,2488.342066,2488.342066,0.0,1438.344577,1438.344577,0.0,0.0,0.0
07/2005,Cuencas del Sureste,Terrestre,505.718179,505.718179,0.0,1407.674936,1264.3677,143.307236,0.0,0.0
06/2005,Cuencas del Sureste,Aguas someras,2828.572539,2828.572539,0.0,1624.915279,1624.915279,0.0,0.0,0.0
06/2005,Cuencas del Sureste,Terrestre,507.103177,507.103177,0.0,1425.408478,1279.350596,146.057882,0.0,0.0
05/2005,Cuencas del Sureste,Aguas someras,2859.263747,2859.263747,0.0,1621.81637,1621.81637,0.0,0.0,0.0
05/2005,Cuencas del Sureste,Terrestre,490.510868,490.510868,0.0,1373.081616,1227.398116,145.6835,0.0,0.0
04/2005,Cuencas del Sureste,Aguas someras,2842.882672,2842.882672,0.0,1610.565191,1610.565191,0.0,0.0,0.0
04/2005,Cuencas del Sureste,Terrestre,480.512208,480.512208,0.0,1425.209316,1268.592541,156.616775,0.0,0.0
03/2005,Cuencas del Sureste,Aguas someras,2692.846797,2692.846797,0.0,1497.40012,1497.40012,0.0,0.0,0.0
03/2005,Cuencas del Sureste,Terrestre,474.575557,474.575557,0.0,1416.692374,1261.11432,155.578054,0.0,0.0
02/2005,Cuencas del Sureste,Aguas someras,2785.544854,2785.544854,0.0,1521.342323,1521.342323,0.0,0.0,0.0
02/2005,Cuencas del Sureste,Terrestre,479.359136,479.359136,0.0,1411.908498,1254.30853,157.599968,0.0,0.0
01/2005,Cuencas del Sureste,Aguas someras,2792.854697,2792.854697,0.0,1536.964959,1536.964959,0.0,0.0,0.0
01/2005,Cuencas del Sureste,Terrestre,474.447324,474.447324,0.0,1426.87419,1272.833961,154.040229,0.0,0.0
12/2004,Cuencas del Sureste,Aguas someras,2674.864795,2674.864795,0.0,1499.931528,1499.931528,0.0,0.0,0.0
12/2004,Cuencas del Sureste,Terrestre,461.852101,461.852101,0.0,1433.8498,1277.565045,156.284755,0.0,0.0
11/2004,Cuencas del Sureste,Aguas someras,2808.669786,2808.669786,0.0,1545.095949,1545.095949,0.0,0.0,0.0
11/2004,Cuencas del Sureste,Terrestre,468.275402,468.275402,0.0,1458.967864,1301.209773,157.758091,0.0,0.0
10/2004,Cuencas del Sureste,Aguas someras,2893.207865,2893.207865,0.0,1575.241332,1575.241332,0.0,0.0,0.0
10/2004,Cuencas del Sureste,Terrestre,472.862499,472.862499,0.0,1473.529083,1320.492486,153.036597,0.0,0.0
09/2004,Cuencas del Sureste,Aguas someras,2874.18912,2874.18912,0.0,1563.500337,1563.500337,0.0,0.0,0.0
09/2004,Cuencas del Sureste,Terrestre,473.810637,473.810637,0.0,1470.057967,1317.823298,152.234669,0.0,0.0
08/2004,Cuencas del Sureste,Aguas someras,2797.393608,2797.393608,0.0,1536.118356,1536.118356,0.0,0.0,0.0
08/2004,Cuencas del Sureste,Terrestre,471.848417,471.848417,0.0,1481.528413,1330.18348,151.344933,0.0,0.0
07/2004,Cuencas del Sureste,Aguas someras,2803.804347,2803.804347,0.0,1533.032367,1533.032367,0.0,0.0,0.0
07/2004,Cuencas del Sureste,Terrestre,473.960773,473.960773,0.0,1504.338887,1351.585591,152.753296,0.0,0.0
06/2004,Cuencas del Sureste,Aguas someras,2882.909493,2882.909493,0.0,1573.461136,1573.461136,0.0,0.0,0.0
06/2004,Cuencas del Sureste,Terrestre,470.614995,470.614995,0.0,1514.167613,1360.746876,153.420737,0.0,0.0
05/2004,Cuencas del Sureste,Aguas someras,2840.248464,2840.248464,0.0,1544.791265,1544.791265,0.0,0.0,0.0
05/2004,Cuencas del Sureste,Terrestre,471.585464,471.585464,0.0,1508.853119,1351.328063,157.525056,0.0,0.0
04/2004,Cuencas del Sureste,Aguas someras,2890.288477,2890.288477,0.0,1560.46894,1560.46894,0.0,0.0,0.0
04/2004,Cuencas del Sureste,Terrestre,466.642574,466.642574,0.0,1498.253297,1340.834039,157.419258,0.0,0.0
