COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,,,
PRODUCCION POR UBICACIÓN,,,,,,,,,,
Datos de producción mensual cuenca y ubicación.,,,,,,,,,,
Datos a enero - 2025.,,,,,,,,,,
Notas: Las unidades corresponden a Miles de barriles diarios (Mbd) y Millones de pies cúbicos diarios (MMpcd).,,,,,,,,,,
La serie de nitrógeno se comienza a reportar a partir de 2016.,,,,,,,,,,
"A partir de 2016 se contabiliza la producción de petróleo a una temperatura de 15.56 grados Celsius, de conformidad",,,,,,,,,,
Hidrocarburos líquidos: Se refiere a la suma de petróleo y condensado.,,,,,,,,,,
con lo establecido en los Lineamientos Técnicos en Materia de Medición de Hidrocarburos.,,,,,,,,,,
,,,,,,,,,,
FECHA,CUENCA,UBICACION,HIDROCARBUROS_LIQUIDOS_MBD,PETROLEO_MBD,CONDENSADO_MBD,GAS_MMPCD,GAS_ASOCIADO_MMPCD,GAS_NO_ASOCIADO_MMPCD,NITROGENO_MMPCD,AGUA_MBD
05/1981,Cuencas del Sureste,Terrestre,1049.146259,1049.146259,0.0,2766.438944,2260.036543,506.402401,0.0,0.0
04/1981,Cuencas del Sureste,Aguas someras,1285.876867,1285.876867,0.0,611.739243,611.739243,0.0,0.0,0.0
04/1981,Cuencas del Sureste,Terrestre,1065.3905,1065.3905,0.0,2697.3075,2186.730111,510.577389,0.0,0.0
03/1981,Cuencas del Sureste,Aguas someras,1123.607904,1123.607904,0.0,526.971115,526.971115,0.0,0.0,0.0
03/1981,Cuencas del Sureste,Terrestre,1060.377809,1060.377809,0.0,2701.598013,2167.392881,534.205132,0.0,0.0
02/1981,Cuencas del Sureste,Aguas someras,882.557108,882.557108,0.0,380.066168,380.066168,0.0,0.0,0.0
02/1981,Cuencas del Sureste,Terrestre,1056.265319,1056.265319,0.0,2688.657304,2150.194169,538.463135,0.0,0.0
01/1981,Cuencas del Sureste,Aguas someras,970.153967,970.153967,0.0,404.03841,404.03841,0.0,0.0,0.0
01/1981,Cuencas del Sureste,Terrestre,1068.647061,1068.647061,0.0,2699.654534,2164.946416,534.708118,0.0,0.0
12/1980,Cuencas del Sureste,Aguas someras,770.304033,770.304033,0.0,317.779294,317.779294,0.0,0.0,0.0
12/1980,Cuencas del Sureste,Terrestre,1078.108034,1078.108034,0.0,2642.822677,2175.384214,467.438463,0.0,0.0
11/1980,Cuencas del Sureste,Aguas someras,624.691433,624.691433,0.0,257.88331,257.88331,0.0,0.0,0.0
11/1980,Cuencas del Sureste,Terrestre,1094.492067,1094.492067,0.0,2577.726142,2107.695143,470.030999,0.0,0.0
10/1980,Cuencas del Sureste,Aguas someras,888.046774,888.046774,0.0,376.089202,376.089202,0.0,0.0,0.0
10/1980,Cuencas del Sureste,Terrestre,1110.917486,1110.917486,0.0,2537.703477,2117.936644,419.766833,0.0,0.0
09/1980,Cuencas del Sureste,Aguas someras,822.6024,822.6024,0.0,340.687931,340.687931,0.0,0.0,0.0
09/1980,Cuencas del Sureste,Terrestre,1115.048635,1115.048635,0.0,2464.668076,2103.113854,361.554222,0.0,0.0
08/1980,Cuencas del Sureste,Aguas someras,694.562516,694.562516,0.0,302.267221,302.267221,0.0,0.0,0.0
08/1980,Cuencas del Sureste,Terrestre,1116.8301,1116.8301,0.0,2489.616877,2036.06114,453.555737,0.0,0.0
07/1980,Cuencas del Sureste,Aguas someras,703.77329,703.77329,0.0,292.543454,292.543454,0.0,0.0,0.0
07/1980,Cuencas del Sureste,Terrestre,1121.875479,1121.875479,0.0,2477.132527,2005.233836,471.898691,0.0,0.0
06/1980,Cuencas del Sureste,Aguas someras,599.727733,599.727733,0.0,242.995176,242.995176,0.0,0.0,0.0
06/1980,Cuencas del Sureste,Terrestre,1125.531933,1125.531933,0.0,2423.16541,1974.198097,448.967313,0.0,0.0
05/1980,Cuencas del Sureste,Aguas someras,575.362968,575.362968,0.0,244.847578,244.847578,0.0,0.0,0.0
05/1980,Cuencas del Sureste,Terrestre,1152.472032,1152.472032,0.0,2425.187626,2010.840562,414.347064,0.0,0.0
04/1980,Cuencas del Sureste,Aguas someras,529.821167,529.821167,0.0,228.751493,228.751493,0.0,0.0,0.0
04/1980,Cuencas del Sureste,Terrestre,1172.969767,1172.969767,0.0,2446.028311,2008.507178,437.521133,0.0,0.0
03/1980,Cuencas del Sureste,Aguas someras,466.752,466.752,0.0,207.475,207.475,0.0,0.0,0.0
03/1980,Cuencas del Sureste,Terrestre,1181.261382,1181.261382,0.0,2489.274981,2019.810092,469.464889,0.0,0.0
02/1980,Cuencas del Sureste,Aguas someras,354.576379,354.576379,0.0,150.595982,150.595982,0.0,0.0,0.0
02/1980,Cuencas del Sureste,Terrestre,1184.504588,1184.504588,0.0,2430.370346,2029.984254,400.386092,0.0,0.0
01/1980,Cuencas del Sureste,Aguas someras,319.016484,319.016484,0.0,131.239715,131.239715,0.0,0.0,0.0
01/1980,Cuencas del Sureste,Terrestre,1219.173644,1219.173644,0.0,2379.003778,2037.248483,341.755295,0.0,0.0
12/1979,Cuencas del Sureste,Aguas someras,239.72404,239.72404,0.0,103.38603,103.38603,0.0,0.0,0.0
12/1979,Cuencas del Sureste,Terrestre,1230.84798,1230.84798,0.0,2241.492702,2028.1344,213.358302,0.0,0.0
11/1979,Cuencas del Sureste,Aguas someras,197.9131,197.9131,0.0,92.47124,92.47124,0.0,0.0,0.0
11/1979,Cuencas del Sureste,Terrestre,1232.6782,1232.6782,0.0,2097.10353,2006.44002,90.66351,0.0,0.0
10/1979,Cuencas del Sureste,Aguas someras,86.99123,86.99123,0.0,40.18715,40.18715,0.0,0.0,0.0
10/1979,Cuencas del Sureste,Terrestre,1238.44107,1238.44107,0.0,2073.78446,2010.4963,63.28816,0.0,0.0
09/1979,Cuencas del Sureste,Aguas someras,45.83954,45.83954,0.0,22.57693,22.57693,0.0,0.0,0.0
09/1979,Cuencas del Sureste,Terrestre,1242.01688,1242.01688,0.0,2046.42582,2004.11966,42.30616,0.0,0.0
08/1979,Cuencas del Sureste,Aguas someras,24.96766,24.96766,0.0,8.19412,8.19412,0.0,0.0,0.0
08/1979,Cuencas del Sureste,Terrestre,1241.90925,1241.90925,0.0,2030.99065,1974.62495,56.3657,0.0,0.0
07/1979,Cuencas del Sureste,Aguas someras,18.34004,18.34004,0.0,6.18886,6.18886,0.0,0.0,0.0
07/1979,Cuencas del Sureste,Terrestre,1231.06711,1231.06711,0.0,2050.77476,1943.91836,106.8564,0.0,0.0
06/1979,Cuencas del Sureste,Aguas someras,4.65867,4.65867,0.0,1.70491,1.70491,0.0,0.0,0.0
06/1979,Cuencas del Sureste,Terrestre,1223.16323,1223.16323,0.0,2083.76896,1905.0049,178.76406,0.0,0.0
05/1979,Cuencas del Sureste,Aguas someras,0.05578,0.05578,0.0,0.06505,0.06505,0.0,0.0,0.0
05/1979,Cuencas del Sureste,Terrestre,1214.80935,1214.80935,0.0,1933.66553,1862.88512,70.78041,0.0,0.0
04/1979,Cuencas del Sureste,Terrestre,1209.90789,1209.90789,0.0,1983.10243,1832.2429,150.85953,0.0,0.0
03/1979,Cuencas del Sureste,Terrestre,1204.65737,1204.65737,0.0,1909.62828,1778.4312,131.19708,0.0,0.0
02/1979,Cuencas del Sureste,Terrestre,1200.49263,1200.49263,0.0,1916.3272,1749.55267,166.77453,0.0,0.0
01/1979,Cuencas del Sureste,Terrestre,1194.0137,1194.0137,0.0,1912.48361,1689.82907,222.65454,0.0,0.0
12/1978,Cuencas del Sureste,Aguas someras,0.11626,0.11626,0.0,0.259962,0.259962,0.0,0.0,0.0
12/1978,Cuencas del Sureste,Terrestre,1169.93089,1169.93089,0.0,1898.413469,1637.086485,261.326984,0.0,0.0
11/1978,Cuencas del Sureste,Aguas someras,0.3403,0.3403,0.0,0.866387,0.866387,0.0,0.0,0.0
11/1978,Cuencas del Sureste,Terrestre,1128.28821,1128.28821,0.0,1993.816855,1617.931952,375.884903,0.0,0.0
10/1978,Cuencas del Sureste,Aguas someras,0.39729,0.39729,0.0,0.687497,0.687497,0.0,0.0,0.0
10/1978,Cuencas del Sureste,Terrestre,1097.56751,1097.56751,0.0,2022.040556,1565.555933,456.484623,0.0,0.0
09/1978,Cuencas del Sureste,Aguas someras,0.4294,0.4294,0.0,1.072271,1.072271,0.0,0.0,0.0
09/1978,Cuencas del Sureste,Terrestre,1065.70794,1065.70794,0.0,2002.798083,1502.938441,499.859642,0.0,0.0
08/1978,Cuencas del Sureste,Aguas someras,0.24613,0.24613,0.0,1.034492,1.034492,0.0,0.0,0.0
08/1978,Cuencas del Sureste,Terrestre,1035.83153,1035.83153,0.0,1885.157712,1461.108473,424.049239,0.0,0.0
07/1978,Cuencas del Sureste,Aguas someras,0.35081,0.35081,0.0,1.334325,1.334325,0.0,0.0,0.0
07/1978,Cuencas del Sureste,Terrestre,1001.24623,1001.24623,0.0,1777.744952,1399.315774,378.429178,0.0,0.0
06/1978,Cuencas del Sureste,Aguas someras,0.49103,0.49103,0.0,1.137015,1.137015,0.0,0.0,0.0
06/1978,Cuencas del Sureste,Terrestre,963.56471,963.56471,0.0,1717.664143,1325.72319,391.940953,0.0,0.0
05/1978,Cuencas del Sureste,Aguas someras,0.65742,0.65742,0.0,1.209812,1.209812,0.0,0.0,0.0
05/1978,Cuencas del Sureste,Terrestre,948.08314,948.08314,0.0,1690.976351,1273.934911,417.04144,0.0,0.0
04/1978,Cuencas del Sureste,Aguas someras,0.46043,0.46043,0.0,1.405406,1.405406,0.0,0.0,0.0
04/1978,Cuencas del Sureste,Terrestre,940.24409,940.24409,0.0,1579.975895,1170.742877,409.233018,0.0,0.0
03/1978,Cuencas del Sureste,Aguas someras,0.40071,0.40071,0.0,1.400739,1.400739,0.0,0.0,0.0
03/1978,Cuencas del Sureste,Terrestre,928.49273,928.49273,0.0,1488.218658,1114.295746,373.922912,0.0,0.0
02/1978,Cuencas del Sureste,Aguas someras,0.40257,0.40257,0.0,1.41801,1.41801,0.0,0.0,0.0
02/1978,Cuencas del Sureste,Terrestre,923.36277,923.36277,0.0,1460.59575,1102.989897,357.605853,0.0,0.0
01/1978,Cuencas del Sureste,Aguas someras,0.44113,0.44113,0.0,1.518986,1.518986,0.0,0.0,0.0
01/1978,Cuencas del Sureste,Terrestre,892.43466,892.43466,0.0,1428.093152,1065.714379,362.378773,0.0,0.0
12/1977,Cuencas del Sureste,Aguas someras,0.49952,0.49952,0.0,1.313706,1.313706,0.0,0.0,0.0
12/1977,Cuencas del Sureste,Terrestre,874.83419,874.83419,0.0,1473.134128,1062.728307,410.405821,0.0,0.0
11/1977,Cuencas del Sureste,Aguas someras,0.50867,0.50867,0.0,1.143724,1.143724,0.0,0.0,0.0
11/1977,Cuencas del Sureste,Terrestre,855.16978,855.16978,0.0,1418.396562,1043.38526,375.011302,0.0,0.0
10/1977,Cuencas del Sureste,Aguas someras,0.55026,0.55026,0.0,0.835932,0.835932,0.0,0.0,0.0
10/1977,Cuencas del Sureste,Terrestre,833.4532,833.4532,0.0,1412.814049,1020.440811,392.373238,0.0,0.0
09/1977,Cuencas del Sureste,Aguas someras,0.73387,0.73387,0.0,0.848729,0.848729,0.0,0.0,0.0
09/1977,Cuencas del Sureste,Terrestre,819.02381,819.02381,0.0,1422.209056,1003.425769,418.783287,0.0,0.0
08/1977,Cuencas del Sureste,Aguas someras,0.58677,0.58677,0.0,0.765873,0.765873,0.0,0.0,0.0
08/1977,Cuencas del Sureste,Terrestre,812.60613,812.60613,0.0,1457.96158,1001.151714,456.809866,0.0,0.0
07/1977,Cuencas del Sureste,Aguas someras,0.07732,0.07732,0.0,0.047048,0.047048,0.0,0.0,0.0
07/1977,Cuencas del Sureste,Terrestre,805.27111,805.27111,0.0,1457.161415,995.886067,461.275348,0.0,0.0
06/1977,Cuencas del Sureste,Aguas someras,0.191,0.191,0.0,0.188816,0.188816,0.0,0.0,0.0
06/1977,Cuencas del Sureste,Terrestre,790.71139,790.71139,0.0,1442.412813,986.46884,455.943973,0.0,0.0
05/1977,Cuencas del Sureste,Aguas someras,0.08642,0.08642,0.0,0.136246,0.136246,0.0,0.0,0.0
05/1977,Cuencas del Sureste,Terrestre,766.20018,766.20018,0.0,1381.427622,955.59681,425.830812,0.0,0.0
04/1977,Cuencas del Sureste,Aguas someras,0.0256,0.0256,0.0,0.035786,0.035786,0.0,0.0,0.0
04/1977,Cuencas del Sureste,Terrestre,743.4977,743.4977,0.0,1390.626678,933.735801,456.890877,0.0,0.0
03/1977,Cuencas del Sureste,Aguas someras,0.02597,0.02597,0.0,0.036226,0.036226,0.0,0.0,0.0
03/1977,Cuencas del Sureste,Terrestre,723.66775,723.66775,0.0,1380.309064,911.802182,468.506882,0.0,0.0
02/1977,Cuencas del Sureste,Aguas someras,0.01843,0.01843,0.0,0.022324,0.022324,0.0,0.0,0.0
02/1977,Cuencas del Sureste,Terrestre,704.55324,704.55324,0.0,1368.508666,894.868765,473.639901,0.0,0.0
01/1977,Cuencas del Sureste,Aguas someras,0.35629,0.35629,0.0,0.454534,0.454534,0.0,0.0,0.0
01/1977,Cuencas del Sureste,Terrestre,698.22959,698.22959,0.0,1382.994117,872.009156,510.984961,0.0,0.0
12/1976,Cuencas del Sureste,Aguas someras,0.35652,0.35652,0.0,0.0,0.0,0.0,0.0,0.0
12/1976,Cuencas del Sureste,Terrestre,659.1368,659.1368,0.0,1477.64154,904.046627,573.594913,0.0,0.0
11/1976,Cuencas del Sureste,Aguas someras,0.31093,0.31093,0.0,0.0,0.0,0.0,0.0,0.0
11/1976,Cuencas del Sureste,Terrestre,623.62541,623.62541,0.0,1434.402388,871.388644,563.013744,0.0,0.0
10/1976,Cuencas del Sureste,Aguas someras,0.38061,0.38061,0.0,0.0,0.0,0.0,0.0,0.0
10/1976,Cuencas del Sureste,Terrestre,623.80535,623.80535,0.0,1437.977439,869.343745,568.633694,0.0,0.0
09/1976,Cuencas del Sureste,Aguas someras,0.5443,0.5443,0.0,0.0,0.0,0.0,0.0,0.0
09/1976,Cuencas del Sureste,Terrestre,601.32331,601.32331,0.0,1454.691906,879.228047,575.463859,0.0,0.0
08/1976,Cuencas del Sureste,Aguas someras,0.55677,0.55677,0.0,0.0,0.0,0.0,0.0,0.0
08/1976,Cuencas del Sureste,Terrestre,608.38077,608.38077,0.0,1498.610327,894.103051,604.507276,0.0,0.0
07/1976,Cuencas del Sureste,Aguas someras,0.53142,0.53142,0.0,0.0,0.0,0.0,0.0,0.0
07/1976,Cuencas del Sureste,Terrestre,606.86804,606.86804,0.0,1506.99017,907.05405,599.93612,0.0,0.0
06/1976,Cuencas del Sureste,Aguas someras,0.57407,0.57407,0.0,0.0,0.0,0.0,0.0,0.0
06/1976,Cuencas del Sureste,Terrestre,603.72453,603.72453,0.0,1518.529045,906.633619,611.895426,0.0,0.0
05/1976,Cuencas del Sureste,Aguas someras,0.65313,0.65313,0.0,0.0,0.0,0.0,0.0,0.0
05/1976,Cuencas del Sureste,Terrestre,595.3254,595.3254,0.0,1485.145093,898.381414,586.763679,0.0,0.0
04/1976,Cuencas del Sureste,Aguas someras,0.6919,0.6919,0.0,0.0,0.0,0.0,0.0,0.0
04/1976,Cuencas del Sureste,Terrestre,593.53444,593.53444,0.0,1501.058094,895.562648,605.495446,0.0,0.0
03/1976,Cuencas del Sureste,Aguas someras,0.684,0.684,0.0,0.0,0.0,0.0,0.0,0.0
03/1976,Cuencas del Sureste,Terrestre,593.70298,593.70298,0.0,1509.575181,897.972407,611.602774,0.0,0.0
02/1976,Cuencas del Sureste,Aguas someras,0.7867,0.7867,0.0,0.0,0.0,0.0,0.0,0.0
02/1976,Cuencas del Sureste,Terrestre,591.05756,591.05756,0.0,1484.599359,877.422473,607.176886,0.0,0.0
01/1976,Cuencas del Sureste,Aguas someras,0.38665,0.38665,0.0,0.0,0.0,0.0,0.0,0.0
01/1976,Cuencas del Sureste,Terrestre,541.66844,541.66844,0.0,1387.840098,778.593739,609.246359,0.0,0.0
12/1975,Cuencas del Sureste,Aguas someras,0.89016,0.89016,0.0,0.932991,0.932991,0.0,0.0,0.0
12/1975,Cuencas del Sureste,Terrestre,567.80426,567.80426,0.0,1483.500292,774.107133,709.393159,0.0,0.0
11/1975,Cuencas del Sureste,Aguas someras,1.07644,1.07644,0.0,1.204937,1.204937,0.0,0.0,0.0
11/1975,Cuencas del Sureste,Terrestre,563.7336,563.7336,0.0,1546.633672,822.984842,723.64883,0.0,0.0
10/1975,Cuencas del Sureste,Aguas someras,0.9804,0.9804,0.0,1.035062,1.035062,0.0,0.0,0.0
10/1975,Cuencas del Sureste,Terrestre,553.5979,553.5979,0.0,1520.330645,803.42298,716.907665,0.0,0.0
09/1975,Cuencas del Sureste,Aguas someras,0.9084,0.9084,0.0,1.210469,1.210469,0.0,0.0,0.0
09/1975,Cuencas del Sureste,Terrestre,517.53924,517.53924,0.0,1481.639375,772.943129,708.696246,0.0,0.0
08/1975,Cuencas del Sureste,Aguas someras,0.9254,0.9254,0.0,1.116855,1.116855,0.0,0.0,0.0
08/1975,Cuencas del Sureste,Terrestre,508.0196,508.0196,0.0,1479.917454,749.794013,730.123441,0.0,0.0
07/1975,Cuencas del Sureste,Aguas someras,1.1634,1.1634,0.0,1.130069,1.130069,0.0,0.0,0.0
07/1975,Cuencas del Sureste,Terrestre,510.5236,510.5236,0.0,1478.31735,761.565184,716.752166,0.0,0.0
06/1975,Cuencas del Sureste,Aguas someras,0.9784,0.9784,0.0,1.05379,1.05379,0.0,0.0,0.0
06/1975,Cuencas del Sureste,Terrestre,486.76524,486.76524,0.0,1493.441417,747.354588,746.086829,0.0,0.0
05/1975,Cuencas del Sureste,Aguas someras,1.0032,1.0032,0.0,1.146246,1.146246,0.0,0.0,0.0
05/1975,Cuencas del Sureste,Terrestre,494.26324,494.26324,0.0,1489.94135,763.992332,725.949018,0.0,0.0
04/1975,Cuencas del Sureste,Aguas someras,1.1054,1.1054,0.0,1.011412,1.011412,0.0,0.0,0.0
04/1975,Cuencas del Sureste,Terrestre,451.5754,451.5754,0.0,1431.921263,699.688026,732.233237,0.0,0.0
03/1975,Cuencas del Sureste,Aguas someras,0.97645,0.97645,0.0,1.161853,1.161853,0.0,0.0,0.0
03/1975,Cuencas del Sureste,Terrestre,449.78463,449.78463,0.0,1458.377667,725.749734,732.627933,0.0,0.0
02/1975,Cuencas del Sureste,Aguas someras,0.6297,0.6297,0.0,1.177744,1.177744,0.0,0.0,0.0
02/1975,Cuencas del Sureste,Terrestre,466.7909,466.7909,0.0,1435.838876,717.197053,718.641823,0.0,0.0
01/1975,Cuencas del Sureste,Aguas someras,1.0954,1.0954,0.0,1.5592,1.5592,0.0,0.0,0.0
01/1975,Cuencas del Sureste,Terrestre,449.2066,449.2066,0.0,1376.083206,690.530638,685.552568,0.0,0.0
12/1974,Cuencas del Sureste,Aguas someras,0.8101,0.8101,0.0,1.042922,1.042922,0.0,0.0,0.0
12/1974,Cuencas del Sureste,Terrestre,455.75971,455.75971,0.0,1368.737314,704.809612,663.927702,0.0,0.0
11/1974,Cuencas del Sureste,Aguas someras,1.5274,1.5274,0.0,1.580567,1.580567,0.0,0.0,0.0
11/1974,Cuencas del Sureste,Terrestre,442.14397,442.14397,0.0,1341.938242,667.352266,674.585976,0.0,0.0
10/1974,Cuencas del Sureste,Aguas someras,1.5924,1.5924,0.0,1.676877,1.676877,0.0,0.0,0.0
10/1974,Cuencas del Sureste,Terrestre,421.17374,421.17374,0.0,1325.021858,647.152493,677.869365,0.0,0.0
09/1974,Cuencas del Sureste,Aguas someras,1.56145,1.56145,0.0,1.741484,1.741484,0.0,0.0,0.0
09/1974,Cuencas del Sureste,Terrestre,417.41718,417.41718,0.0,1343.883257,652.637587,691.24567,0.0,0.0
08/1974,Cuencas del Sureste,Aguas someras,1.55545,1.55545,0.0,1.420789,1.420789,0.0,0.0,0.0
08/1974,Cuencas del Sureste,Terrestre,397.11415,397.11415,0.0,1321.710249,614.420231,707.290018,0.0,0.0
07/1974,Cuencas del Sureste,Aguas someras,1.42643,1.42643,0.0,1.315187,1.315187,0.0,0.0,0.0
07/1974,Cuencas del Sureste,Terrestre,372.34768,372.34768,0.0,1284.42787,568.901903,715.525967,0.0,0.0
06/1974,Cuencas del Sureste,Aguas someras,1.50444,1.50444,0.0,1.557377,1.557377,0.0,0.0,0.0
06/1974,Cuencas del Sureste,Terrestre,348.72802,348.72802,0.0,1240.496029,524.023677,716.472352,0.0,0.0
05/1974,Cuencas del Sureste,Aguas someras,1.38348,1.38348,0.0,1.428421,1.428421,0.0,0.0,0.0
05/1974,Cuencas del Sureste,Terrestre,322.70108,322.70108,0.0,1193.437347,497.806981,695.630366,0.0,0.0
04/1974,Cuencas del Sureste,Aguas someras,1.14849,1.14849,0.0,1.023537,1.023537,0.0,0.0,0.0
04/1974,Cuencas del Sureste,Terrestre,291.5354,291.5354,0.0,1139.414141,447.970238,691.443903,0.0,0.0
03/1974,Cuencas del Sureste,Aguas someras,1.4454,1.4454,0.0,1.457471,1.457471,0.0,0.0,0.0
03/1974,Cuencas del Sureste,Terrestre,300.02013,300.02013,0.0,1140.348461,455.203021,685.14544,0.0,0.0
02/1974,Cuencas del Sureste,Aguas someras,1.4164,1.4164,0.0,1.319129,1.319129,0.0,0.0,0.0
02/1974,Cuencas del Sureste,Terrestre,274.33519,274.33519,0.0,1091.31905,415.697935,675.621115,0.0,0.0
01/1974,Cuencas del Sureste,Aguas someras,1.49811,1.49811,0.0,1.430928,1.430928,0.0,0.0,0.0
01/1974,Cuencas del Sureste,Terrestre,264.15397,264.15397,0.0,1080.443615,391.283579,689.160036,0.0,0.0
12/1973,Cuencas del Sureste,Aguas someras,1.32807,1.32807,0.0,1.290694,1.290694,0.0,0.0,0.0
12/1973,Cuencas del Sureste,Terrestre,264.80812,264.80812,0.0,1067.696877,381.564872,686.132005,0.0,0.0
11/1973,Cuencas del Sureste,Aguas someras,1.41911,1.41911,0.0,1.451198,1.451198,0.0,0.0,0.0
11/1973,Cuencas del Sureste,Terrestre,252.84787,252.84787,0.0,1034.878719,368.304347,666.574372,0.0,0.0
10/1973,Cuencas del Sureste,Aguas someras,1.44311,1.44311,0.0,1.469774,1.469774,0.0,0.0,0.0
10/1973,Cuencas del Sureste,Terrestre,245.15491,245.15491,0.0,1021.411416,352.164381,669.247035,0.0,0.0
09/1973,Cuencas del Sureste,Aguas someras,1.48909,1.48909,0.0,1.363264,1.363264,0.0,0.0,0.0
09/1973,Cuencas del Sureste,Terrestre,248.85208,248.85208,0.0,1009.234265,343.241171,665.993094,0.0,0.0
08/1973,Cuencas del Sureste,Aguas someras,1.6971,1.6971,0.0,1.242735,1.242735,0.0,0.0,0.0
08/1973,Cuencas del Sureste,Terrestre,247.39845,247.39845,0.0,1023.128623,339.655128,683.473495,0.0,0.0
07/1973,Cuencas del Sureste,Aguas someras,1.73214,1.73214,0.0,1.320313,1.320313,0.0,0.0,0.0
07/1973,Cuencas del Sureste,Terrestre,247.2519,247.2519,0.0,1019.726342,342.053454,677.672888,0.0,0.0
06/1973,Cuencas del Sureste,Aguas someras,1.68811,1.68811,0.0,1.319238,1.319238,0.0,0.0,0.0
06/1973,Cuencas del Sureste,Terrestre,242.28365,242.28365,0.0,1020.586987,335.614378,684.972609,0.0,0.0
05/1973,Cuencas del Sureste,Aguas someras,1.41609,1.41609,0.0,1.310174,1.310174,0.0,0.0,0.0
05/1973,Cuencas del Sureste,Terrestre,237.43841,237.43841,0.0,977.4663,320.779326,656.686974,0.0,0.0
04/1973,Cuencas del Sureste,Aguas someras,1.4481,1.4481,0.0,1.340074,1.340074,0.0,0.0,0.0
04/1973,Cuencas del Sureste,Terrestre,232.17059,232.17059,0.0,972.931018,307.384067,665.546951,0.0,0.0
03/1973,Cuencas del Sureste,Aguas someras,0.97407,0.97407,0.0,1.227811,1.227811,0.0,0.0,0.0
03/1973,Cuencas del Sureste,Terrestre,232.86442,232.86442,0.0,954.880403,294.022423,660.85798,0.0,0.0
02/1973,Cuencas del Sureste,Aguas someras,0.53204,0.53204,0.0,0.957028,0.957028,0.0,0.0,0.0
02/1973,Cuencas del Sureste,Terrestre,232.21395,232.21395,0.0,954.519161,283.690059,670.829102,0.0,0.0
01/1973,Cuencas del Sureste,Aguas someras,0.64103,0.64103,0.0,1.075958,1.075958,0.0,0.0,0.0
01/1973,Cuencas del Sureste,Terrestre,234.13477,234.13477,0.0,953.295918,291.131294,662.164624,0.0,0.0
12/1972,Cuencas del Sureste,Aguas someras,1.04407,1.04407,0.0,1.054314,1.054314,0.0,0.0,0.0
12/1972,Cuencas del Sureste,Terrestre,230.02892,230.02892,0.0,963.174369,298.033716,665.140653,0.0,0.0
11/1972,Cuencas del Sureste,Aguas someras,1.51009,1.51009,0.0,1.492398,1.492398,0.0,0.0,0.0
11/1972,Cuencas del Sureste,Terrestre,233.64116,233.64116,0.0,956.237039,294.067023,662.170016,0.0,0.0
10/1972,Cuencas del Sureste,Aguas someras,1.26307,1.26307,0.0,1.517392,1.517392,0.0,0.0,0.0
10/1972,Cuencas del Sureste,Terrestre,235.64815,235.64815,0.0,943.224428,285.67153,657.552898,0.0,0.0
09/1972,Cuencas del Sureste,Aguas someras,1.29708,1.29708,0.0,1.491574,1.491574,0.0,0.0,0.0
09/1972,Cuencas del Sureste,Terrestre,233.3582,233.3582,0.0,931.331132,289.461047,641.870085,0.0,0.0
08/1972,Cuencas del Sureste,Aguas someras,1.52109,1.52109,0.0,1.594628,1.594628,0.0,0.0,0.0
08/1972,Cuencas del Sureste,Terrestre,226.39613,226.39613,0.0,925.911895,289.068684,636.843211,0.0,0.0
07/1972,Cuencas del Sureste,Aguas someras,1.42508,1.42508,0.0,1.506911,1.506911,0.0,0.0,0.0
07/1972,Cuencas del Sureste,Terrestre,227.8032,227.8032,0.0,923.116772,287.589572,635.5272,0.0,0.0
06/1972,Cuencas del Sureste,Aguas someras,1.46408,1.46408,0.0,1.654963,1.654963,0.0,0.0,0.0
06/1972,Cuencas del Sureste,Terrestre,227.91418,227.91418,0.0,909.072412,300.277694,608.794718,0.0,0.0
05/1972,Cuencas del Sureste,Aguas someras,1.5951,1.5951,0.0,1.595995,1.595995,0.0,0.0,0.0
05/1972,Cuencas del Sureste,Terrestre,225.8622,225.8622,0.0,930.37524,315.120206,615.255034,0.0,0.0
04/1972,Cuencas del Sureste,Aguas someras,1.89412,1.89412,0.0,1.310292,1.310292,0.0,0.0,0.0
04/1972,Cuencas del Sureste,Terrestre,224.93007,224.93007,0.0,924.133412,295.65677,628.476642,0.0,0.0
03/1972,Cuencas del Sureste,Aguas someras,1.55009,1.55009,0.0,1.078692,1.078692,0.0,0.0,0.0
03/1972,Cuencas del Sureste,Terrestre,222.75573,222.75573,0.0,912.094431,299.298891,612.79554,0.0,0.0
02/1972,Cuencas del Sureste,Aguas someras,0.91205,0.91205,0.0,1.034355,1.034355,0.0,0.0,0.0
02/1972,Cuencas del Sureste,Terrestre,219.69974,219.69974,0.0,911.559425,286.911598,624.647827,0.0,0.0
01/1972,Cuencas del Sureste,Aguas someras,1.28499,1.28499,0.0,1.226672,1.226672,0.0,0.0,0.0
01/1972,Cuencas del Sureste,Terrestre,221.33982,221.33982,0.0,905.263888,289.968981,615.294907,0.0,0.0
12/1971,Cuencas del Sureste,Aguas someras,1.609,1.609,0.0,1.097489,1.097489,0.0,0.0,0.0
12/1971,Cuencas del Sureste,Terrestre,223.287,223.287,0.0,890.09806,282.202489,607.895571,0.0,0.0
11/1971,Cuencas del Sureste,Aguas someras,1.317,1.317,0.0,1.553963,1.553963,0.0,0.0,0.0
11/1971,Cuencas del Sureste,Terrestre,223.434,223.434,0.0,830.294712,279.432387,550.862325,0.0,0.0
