COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,,,,,
PRODUCCION POR ASIGNACION,,,,,,,,,,,,
Produccion mensual,,,,,,,,,,,,
Datos a enero - 2025.,,,,,,,,,,,,
Notas: Las unidades corresponden a Miles de barriles diarios (Mbd) y Millones de pies cúbicos diarios (MMpcd).,,,,,,,,,,,,
El nombre de la asignación corresponde a la última.,,,,,,,,,,,,
"A partir de 2016 se contabiliza la producción de petróleo a una temperatura de 15.56 grados Celsius, de conformidad",,,,,,,,,,,,
con lo establecido en los Lineamientos Técnicos en Materia de Medición de Hidrocarburos.,,,,,,,,,,,,
Hidrocarburos líquidos: Se refiere a la suma de petróleo y condensado.,,,,,,,,,,,,
Para información geográfica de las asignaciones visite https://mapa.hidrocarburos.gob.mx,,,,,,,,,,,,
,,,,,,,,,,,,
FECHA,ASIGNACION,NOMBRE,UBICACION,CUENCA,HIDROCARBUROS_LIQUIDOS_MBD,PETROLEO_MBD,CONDENSADO_MBD,GAS_MMPCD,GAS_ASOC_MMPCD,GAS_NASOC_MMPCD,NITROGENO_MMPCD,AGUA_MBD
01/2021,A-0136,A-0136-M - Campo Fundador,Terrestre,Burgos,0.0,0.0,0.0,20.6263253,0.0,20.6263253,0.017737,0.331260275
01/2021,A-0137,A-0137-M - Campo Galia,Terrestre,Burgos,0.0,0.0,0.0,0.302715353,0.0,0.302715353,0.000181,0.001650408
01/2021,A-0139,A-0139-M - Campo Garufa,Terrestre,Burgos,0.0,0.0,0.0,1.401841087,0.0,1.401841087,0.019065,0.054342431
01/2021,A-0143,A-0143-M - Campo General,Terrestre,Burgos,0.0,0.0,0.0,1.400676542,0.0,1.400676542,0.00112,0.0005206
01/2021,A-0164,A-0164-M - Campo Jaujal,Terrestre,Burgos,0.0,0.0,0.0,2.30114536,0.0,2.30114536,0.00184,0.029644936
01/2021,A-0182,A-0182-M - Campo Kriptón,Terrestre,Burgos,0.0,0.0,0.0,2.91640738,0.0,2.91640738,0.190732,0.037410821
01/2021,A-0194,A-0194-M - Campo Lomitas,Terrestre,Burgos,0.0,0.0,0.0,4.073799601,0.0,4.073799601,0.011406,0.217235416
01/2021,A-0223,A-0223-M - Campo Mojarreñas,Terrestre,Burgos,0.0,0.0,0.0,4.749021072,0.0,4.749021072,0.004273,0.117711911
01/2021,A-0225,A-0225-M - Campo Monterrey,Terrestre,Burgos,0.0,0.0,0.0,3.807326486,0.0,3.807326486,0.007995,0.256688767
01/2021,A-0234,A-0234-M - Campo Nejo,Terrestre,Burgos,0.718844475,0.0,0.718844475,18.245579178,0.0,18.245579178,0.064461,1.004527727
01/2021,A-0240,A-0240 - Campo Oasis,Terrestre,Burgos,0.0,0.0,0.0,1.272937913,0.0,1.272937913,0.018712,0.005453865
01/2021,A-0247,A-0247-M - Campo Orozco,Terrestre,Burgos,0.0,0.0,0.0,0.253550936,0.0,0.253550936,0.0,0.0
01/2021,A-0254,A-0254-M - Campo Palmito,Terrestre,Burgos,0.0,0.0,0.0,18.986026356,0.0,18.986026356,0.043667,0.114082128
01/2021,A-0259,A-0259 - Campo Pandura,Terrestre,Burgos,0.0,0.0,0.0,5.356544145,0.0,5.356544145,0.008805,0.126865087
01/2021,A-0265,A-0265-M - Campo Pascualito,Terrestre,Burgos,0.0,0.0,0.0,1.149532107,0.0,1.149532107,0.000919,0.020721847
01/2021,A-0288,A-0288-M - Campo Reynosa,Terrestre,Burgos,0.0,0.0,0.0,2.376009411,0.0,2.376009411,0.002138,0.045515832
01/2021,A-0302,A-0302-M - Campo Santa Anita,Terrestre,Burgos,0.0,0.0,0.0,4.913863569,0.0,4.913863569,0.006388,0.029440321
01/2021,A-0303,A-0303-M - Campo Santa Rosalía,Terrestre,Burgos,0.0,0.0,0.0,7.563801199,0.0,7.563801199,0.017925,0.176745596
01/2021,A-0316,A-0316-M - Campo Sultán,Terrestre,Burgos,0.0,0.0,0.0,1.082929814,0.0,1.082929814,0.000551,0.006241181
01/2021,A-0335,A-0335-M - Campo Tigrillo,Terrestre,Burgos,0.0,0.0,0.0,0.126124198,0.0,0.126124198,0.004464,0.008431819
01/2021,A-0345,A-0345-M - Campo Topo,Terrestre,Burgos,0.0,0.0,0.0,7.881562511,0.0,7.881562511,0.004728,0.07230835
01/2021,A-0346,A-0346-M - Campo Torrecillas,Terrestre,Burgos,0.0,0.0,0.0,3.534910603,0.0,3.534910603,0.05373,0.004270377
01/2021,A-0365,A-0365-M - Campo Velero,Terrestre,Burgos,0.0,0.0,0.0,27.977637534,0.0,27.977637534,0.04756,0.188452994
01/2021,A-0366,A-0366-M - Campo Viboritas,Terrestre,Burgos,0.0,0.0,0.0,3.139082182,0.0,3.139082182,0.002635,0.0456408
01/2021,A-0383,A-0383-M - Cuervito,Terrestre,Burgos,0.0,0.0,0.0,25.038219742,0.0,25.038219742,0.03505,0.273210746
01/2021,A-0400,A-0400 - Olmos,Terrestre,Burgos,0.0,0.0,0.0,0.796866996,0.0,0.796866996,0.000244,0.006366899
01/2021,AR-0415,AR-0415 - Campo Corindón,Terrestre,Burgos,0.0,0.0,0.0,5.667788272,0.0,5.667788272,0.018702,0.093167059
01/2021,AR-0439,AR-0439-M - Campo Murex,Terrestre,Burgos,0.0,0.0,0.0,3.221740154,0.0,3.221740154,0.204258,0.012892062
01/2021,AR-0473,AR-0473-M - Campo China,Terrestre,Burgos,0.0,0.0,0.0,1.788220766,0.0,1.788220766,0.002861,0.010784402
01/2021,AR-0477,AR-0477-M - Campo Alondra,Terrestre,Burgos,0.0,0.0,0.0,5.225568801,0.0,5.225568801,0.055913,0.017388449
01/2021,AR-0479,AR-0479-M - Campo Calabaza,Terrestre,Burgos,0.0,0.0,0.0,2.011544034,0.0,2.011544034,0.003419,0.012368391
01/2021,AR-0504,AR-0504-M - Campo Bonanza,Terrestre,Burgos,0.0,0.0,0.0,0.635465406,0.0,0.635465406,0.002097,0.0
01/2021,AR-0505,AR-0505-M - Campo Caravana,Terrestre,Burgos,0.0,0.0,0.0,0.181884334,0.0,0.181884334,0.000218,0.0
01/2021,AR-0507,AR-0507-2M - Campo Explorador,Terrestre,Burgos,0.0,0.0,0.0,0.521218888,0.0,0.521218888,0.000416,0.0
01/2021,AR-0508,AR-0508-M - Campo Azor,Terrestre,Burgos,0.0,0.0,0.0,0.487962057,0.0,0.487962057,0.000585,0.0
01/2021,AR-0509,AR-0509-M - Campo Oveja,Terrestre,Burgos,0.0,0.0,0.0,0.595127069,0.0,0.595127069,0.000833,0.000382732
01/2021,AR-0510,AR-0510-M - Campo Reno,Terrestre,Burgos,0.0,0.0,0.0,0.439291281,0.0,0.439291281,0.001098,0.001117969
01/2021,AR-0511,AR-0511-M - Campo Huatempo,Terrestre,Burgos,0.0,0.0,0.0,0.446581464,0.0,0.446581464,0.000357,0.0
01/2021,AR-0512,AR-0512-M - Campo Azúcar,Terrestre,Burgos,0.0,0.0,0.0,0.052940772,0.0,0.052940772,0.0,0.0
01/2021,AR-0513,AR-0513-2M - Campo Paleoarcos,Terrestre,Burgos,0.0,0.0,0.0,1.435561267,0.0,1.435561267,0.000861,0.009497278
01/2021,AR-0514,AR-0514-M - Campo Gigante,Terrestre,Burgos,0.0,0.0,0.0,0.479398505,0.0,0.479398505,0.000575,0.0
01/2021,AR-0516,AR-0516-M - Campo Vigilante,Terrestre,Burgos,0.0,0.0,0.0,0.074279533,0.0,0.074279533,8.1e-05,0.000751562
01/2021,AR-0517,AR-0517-M - Campo Antiguo,Terrestre,Burgos,0.0,0.0,0.0,1.313133768,0.0,1.313133768,0.00142,0.0
01/2021,AR-0518,AR-0518-M - Campo Grande,Terrestre,Burgos,0.0,0.0,0.0,1.059034217,0.0,1.059034217,0.002435,0.0
01/2021,AR-0519,AR-0519-M - Campo Filadelfia,Terrestre,Burgos,0.0,0.0,0.0,0.530871816,0.0,0.530871816,0.00069,0.000135932
01/2021,AR-0521,AR-0521-M - Campo Axón,Terrestre,Burgos,0.0,0.0,0.0,0.313854815,0.0,0.313854815,0.001035,0.025057751
01/2021,A-0001,A-0001-4M - Campo Abkatún,Aguas someras,Cuencas del Sureste,13.379004591,13.379004591,0.0,19.376044488,19.376044488,0.0,0.10868,2.704119999
01/2021,A-0008,A-0008-M - Campo Akal,Aguas someras,Cuencas del Sureste,39.975446265,39.975446265,0.0,1057.348572331,1057.348572331,0.0,812.212879,16.274993399
01/2021,A-0032,A-0032-M - Campo Ayatsil,Aguas someras,Cuencas del Sureste,102.094481957,102.094481957,0.0,11.513034877,11.513034877,0.0,0.358055,6.291470594
01/2021,A-0035,A-0035-M - Campo Bacab,Aguas someras,Cuencas del Sureste,3.788730982,3.788730982,0.0,0.689387306,0.689387306,0.0,0.015304,3.483830442
01/2021,A-0042,A-0042-M - Campo Batab,Aguas someras,Cuencas del Sureste,1.44195664,1.44195664,0.0,1.076969339,1.076969339,0.0,0.010671,0.324688388
01/2021,A-0049,A-0049-2M - Campo Bolontikú,Aguas someras,Cuencas del Sureste,6.508395708,6.508395708,0.0,15.974092135,15.974092135,0.0,0.052315,2.144064515
01/2021,A-0053,A-0053-M - Campo Caan,Aguas someras,Cuencas del Sureste,3.036944077,3.036944077,0.0,10.776396657,10.776396657,0.0,0.060875,2.578706773
01/2021,A-0078,A-0078-M - Campo Chac,Aguas someras,Cuencas del Sureste,3.640798626,3.640798626,0.0,1.505888736,1.505888736,0.0,1.044062,18.317113716
01/2021,A-0082,A-0082-M - Campo Ché,Aguas someras,Cuencas del Sureste,1.45960587,0.0,1.45960587,7.583261987,0.0,7.583261987,0.047152,2.13848258
01/2021,A-0089,A-0089-2M - Campo Chuc,Aguas someras,Cuencas del Sureste,9.678930451,9.678930451,0.0,10.509187539,10.509187539,0.0,0.038505,6.817973549
01/2021,A-0090,A-0090-M - Campo Chuhuk,Aguas someras,Cuencas del Sureste,1.828372566,1.828372566,0.0,1.89378228,1.89378228,0.0,0.008575,0.228792257
01/2021,A-0130,A-0130-M - Campo Etkal,Aguas someras,Cuencas del Sureste,4.282367026,0.0,4.282367026,41.658698972,0.0,41.658698972,0.320022,0.154099677
01/2021,A-0151,A-0151-2M - Campo Homol,Aguas someras,Cuencas del Sureste,17.70505143,17.70505143,0.0,21.863430666,21.863430666,0.0,0.10208,3.071705483
01/2021,A-0160,A-0160-2M - Campo Ixtal,Aguas someras,Cuencas del Sureste,17.95024219,17.95024219,0.0,30.037278495,30.037278495,0.0,0.215307,3.307419356
01/2021,A-0161,A-0161-2M - Campo Ixtoc,Aguas someras,Cuencas del Sureste,8.231487885,8.231487885,0.0,18.279882771,18.279882771,0.0,2.989492,15.000542858
01/2021,A-0170,A-0170-M - Campo Kab,Aguas someras,Cuencas del Sureste,4.384897764,4.384897764,0.0,2.052595546,2.052595546,0.0,0.010466,2.537838709
01/2021,A-0172,A-0172-M - Campo Kambesah,Aguas someras,Cuencas del Sureste,8.928954296,8.928954296,0.0,4.074873061,4.074873061,0.0,0.41857,5.938838697
01/2021,A-0174,A-0174-M - Campo Kanaab,Aguas someras,Cuencas del Sureste,2.513676964,2.513676964,0.0,2.166296823,2.166296823,0.0,0.021097,1.039579032
01/2021,A-0176,A-0176-M - Campo Kax,Aguas someras,Cuencas del Sureste,6.829757304,6.829757304,0.0,13.784572168,13.784572168,0.0,0.109518,2.677258065
01/2021,A-0183,A-0183-3M - Campo Ku,Aguas someras,Cuencas del Sureste,64.023092591,64.023092591,0.0,344.551026303,344.551026303,0.0,58.194668,19.272627967
01/2021,A-0184,A-0184-M - Campo Kuil,Aguas someras,Cuencas del Sureste,3.73484041,3.73484041,0.0,6.246072711,6.246072711,0.0,0.031992,2.231526128
01/2021,A-0186,A-0186-M - Campo Kutz,Aguas someras,Cuencas del Sureste,0.391988909,0.391988909,0.0,4.117262438,4.117262438,0.0,1.995101,0.435122364
01/2021,A-0196,A-0196-M - Campo Lum,Aguas someras,Cuencas del Sureste,1.503473111,1.503473111,0.0,0.295550186,0.295550186,0.0,0.010551,0.827751548
01/2021,A-0203,A-0203-2M - Campo Maloob,Aguas someras,Cuencas del Sureste,316.711917041,316.711917041,0.0,329.676510327,329.676510327,0.0,64.97924,12.292089766
01/2021,A-0205,A-0205-2M - Campo Manik,Aguas someras,Cuencas del Sureste,0.856569402,0.856569402,0.0,0.590903531,0.590903531,0.0,0.00604,0.057421289
01/2021,A-0210,A-0210-2M - Campo May,Aguas someras,Cuencas del Sureste,8.896282108,0.0,8.896282108,70.554199354,0.0,70.554199354,0.14774,1.40587097
01/2021,A-0237,A-0237-M - Campo Nohoch,Aguas someras,Cuencas del Sureste,4.743353604,4.743353604,0.0,1.728262208,1.728262208,0.0,0.11009,10.063957421
01/2021,A-0242,A-0242-M - Campo Och,Aguas someras,Cuencas del Sureste,7.736785567,7.736785567,0.0,13.892269102,13.892269102,0.0,0.098565,1.235000001
01/2021,A-0245,A-0245-2M - Campo Onel,Aguas someras,Cuencas del Sureste,61.168146119,61.168146119,0.0,210.743012383,210.743012383,0.0,1.830092,3.572349033
01/2021,A-0278,A-0278-2M - Campo Pol,Aguas someras,Cuencas del Sureste,2.180971006,2.180971006,0.0,3.446937267,3.446937267,0.0,0.014301,0.523907096
01/2021,A-0308,A-0308-M - Campo Sihil,Aguas someras,Cuencas del Sureste,16.996381722,16.996381722,0.0,6.620688254,6.620688254,0.0,3.78657,19.396298028
01/2021,A-0309,A-0309-M - Campo Sinán,Aguas someras,Cuencas del Sureste,3.632200586,3.632200586,0.0,8.502974742,8.502974742,0.0,0.053623,5.015387097
01/2021,A-0322,A-0322-M - Campo Takín,Aguas someras,Cuencas del Sureste,5.983535082,5.983535082,0.0,0.984839009,0.984839009,0.0,0.015885,8.278547366
01/2021,A-0324,A-0324-M - Campo Taratunich,Aguas someras,Cuencas del Sureste,1.549262447,1.549262447,0.0,8.666585129,8.666585129,0.0,0.081197,0.177764515
01/2021,A-0352,A-0352-2M - Campo Tsimín,Aguas someras,Cuencas del Sureste,14.990563806,14.990563806,0.0,60.362384195,60.362384195,0.0,0.36652,2.900032258
01/2021,A-0358,A-0358-M - Campo Uech,Aguas someras,Cuencas del Sureste,4.194989496,4.194989496,0.0,11.040047647,11.040047647,0.0,0.084069,2.213903226
01/2021,A-0369,A-0369-2M - Campo Xanab,Aguas someras,Cuencas del Sureste,81.668485928,81.668485928,0.0,66.317802261,66.317802261,0.0,1.874671,2.359419353
01/2021,A-0371,A-0371-2M - Campo Xux,Aguas someras,Cuencas del Sureste,32.323601186,32.323601186,0.0,230.691280227,230.691280227,0.0,1.56201,2.705387096
01/2021,A-0373,A-0373-2M - Campo Yaxché,Aguas someras,Cuencas del Sureste,36.561817356,36.561817356,0.0,17.544116464,17.544116464,0.0,0.394111,0.003612903
01/2021,A-0375,A-0375-2M - Campo Zaap,Aguas someras,Cuencas del Sureste,265.855425073,265.855425073,0.0,244.430739121,244.430739121,0.0,34.244746,6.439003942
01/2021,AE-0006,AE-0006-8M - Amoca-Yaxché - 04,Aguas someras,Cuencas del Sureste,50.021643806,50.021643806,0.0,20.723876381,20.723876381,0.0,0.218311,0.03435484
01/2021,AE-0009,AE-0009-5M - Tucoo-Xaxamani - 01,Aguas someras,Cuencas del Sureste,16.852740814,16.852740814,0.0,24.426554156,24.426554156,0.0,0.322212,0.0
01/2021,AE-0020,AE-0020-3M - Okom - 03,Aguas someras,Cuencas del Sureste,6.149559131,6.149559131,0.0,5.740659577,5.740659577,0.0,0.047285,0.033686773
01/2021,AE-0024,AE-0024-3M - Okom - 07,Aguas someras,Cuencas del Sureste,16.623961963,16.623961963,0.0,14.181684756,14.181684756,0.0,0.094832,0.381258709
01/2021,AE-0151,AE-0151-M - UCHUKIL,Aguas someras,Cuencas del Sureste,8.079395611,8.079395611,0.0,16.99006498,16.99006498,0.0,0.189642,1.188774194
01/2021,AE-0154,AE-0154-2M - CHALABIL,Aguas someras,Cuencas del Sureste,6.807570354,6.807570354,0.0,3.637868999,3.637868999,0.0,0.010357,0.0
01/2021,A-0003,A-0003-M - Campo Agave,Terrestre,Cuencas del Sureste,0.797422956,0.0,0.797422956,4.22688265,0.0,4.22688265,0.271577,3.797416025
01/2021,A-0027,A-0027-M - Campo Arroyo Prieto,Terrestre,Cuencas del Sureste,0.665725107,0.665725107,0.0,0.466472961,0.466472961,0.0,0.009972,0.132512724
01/2021,A-0029,A-0029-M - Campo Artesa,Terrestre,Cuencas del Sureste,0.468464487,0.468464487,0.0,0.757392963,0.757392963,0.0,0.059417,1.045121283
01/2021,A-0034,A-0034-M - Campo Ayocote,Terrestre,Cuencas del Sureste,1.238074262,1.238074262,0.0,0.723306587,0.723306587,0.0,0.026542,2.763686059
01/2021,A-0036,AE-0036-2M - Campo Bacal,Terrestre,Cuencas del Sureste,0.153734896,0.153734896,0.0,0.132586975,0.132586975,0.0,0.003251,0.170650209
01/2021,A-0046,A-0046-M - Campo Bellota,Terrestre,Cuencas del Sureste,2.963690975,2.963690975,0.0,6.023331085,6.023331085,0.0,0.318634,1.570421032
01/2021,A-0047,A-0047-M - Campo Blasillo,Terrestre,Cuencas del Sureste,0.531829975,0.531829975,0.0,1.444456104,1.444456104,0.0,0.038352,0.107744274
01/2021,A-0050,A-0050-M - Campo Bricol,Terrestre,Cuencas del Sureste,1.965814986,1.965814986,0.0,2.926447369,2.926447369,0.0,0.1273,0.332953606
01/2021,A-0051,A-0051-M - Campo Brillante,Terrestre,Cuencas del Sureste,1.051850181,1.051850181,0.0,0.8866682,0.8866682,0.0,0.04094,2.547686949
01/2021,A-0057,A-0057-2M - Campo Cactus,Terrestre,Cuencas del Sureste,3.256174969,3.256174969,0.0,6.163539104,6.163539104,0.0,0.600636,2.470717714
01/2021,A-0061,A-0061 - Campo Caparroso-Pijije-Escuintle,Terrestre,Cuencas del Sureste,8.64431942,8.64431942,0.0,25.967018112,25.967018112,0.0,0.197349,6.09825193
01/2021,A-0067,A-0067-M - Campo Castarrical,Terrestre,Cuencas del Sureste,0.397489545,0.397489545,0.0,0.231791457,0.231791457,0.0,0.00139,0.407619619
01/2021,A-0083,A-0083-M - Campo Chiapas-Copanó,Terrestre,Cuencas del Sureste,1.741882946,0.0,1.741882946,1.494596956,0.0,1.494596956,0.053342,3.036147329
01/2021,A-0086,A-0086-M - Campo Chilapilla,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,1.289095627,0.0,1.289095627,0.000554,0.0
01/2021,A-0087,A-0087-M - Campo Chinchorro,Terrestre,Cuencas del Sureste,1.935581631,1.935581631,0.0,3.459550668,3.459550668,0.0,0.04186,0.0754776
01/2021,A-0092,A-0092-M - Campo Cinco Presidentes,Terrestre,Cuencas del Sureste,8.037978657,8.037978657,0.0,7.572643757,7.572643757,0.0,0.257858,5.380647567
01/2021,A-0095,A-0095 - Campo Cobo,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,3.267281639,0.0,3.267281639,0.023589,0.2012736
01/2021,A-0099,A-0099-M - Campo Comoapa,Terrestre,Cuencas del Sureste,0.670231603,0.670231603,0.0,1.631776671,1.631776671,0.0,0.135812,0.46804167
01/2021,A-0104,A-0104 - Campo Costero,Terrestre,Cuencas del Sureste,3.275409835,3.275409835,0.0,31.862808979,31.862808979,0.0,2.081278,4.436616698
01/2021,A-0108,A-0108-M - Campo Cráter,Terrestre,Cuencas del Sureste,0.198514158,0.0,0.198514158,1.510511091,0.0,1.510511091,0.006042,0.504497271
01/2021,A-0114,A-0114-M - Campo Cunduacán,Terrestre,Cuencas del Sureste,1.829149702,1.829149702,0.0,9.309060585,9.309060585,0.0,3.099917,3.915847987
01/2021,A-0115,A-0115-M - Campo Cupache,Terrestre,Cuencas del Sureste,0.135583651,0.135583651,0.0,0.365182278,0.365182278,0.0,0.005477,0.0251592
01/2021,A-0119,A-0119-M - Campo Edén-Jolote,Terrestre,Cuencas del Sureste,3.362591085,3.362591085,0.0,8.535777307,8.535777307,0.0,0.1195,0.761268696
01/2021,A-0127,A-0127-M - Campo Escarbado,Terrestre,Cuencas del Sureste,0.891822679,0.891822679,0.0,2.387169502,2.387169502,0.0,0.0148,0.00872317
01/2021,A-0141,A-0141-M - Campo Gaucho,Terrestre,Cuencas del Sureste,0.238013691,0.238013691,0.0,0.448914893,0.448914893,0.0,0.050125,0.137361116
01/2021,A-0144,A-0144-M - Campo Giraldas,Terrestre,Cuencas del Sureste,0.731611917,0.0,0.731611917,24.08303702,0.0,24.08303702,1.020157,0.3522288
01/2021,A-0145,A-0145-M - Campo Guaricho,Terrestre,Cuencas del Sureste,2.864798956,2.864798956,0.0,0.788606221,0.788606221,0.0,0.027918,2.02582786
01/2021,A-0159,A-0159-M - Campo Íride,Terrestre,Cuencas del Sureste,3.679633561,3.679633561,0.0,39.158303493,39.158303493,0.0,23.371609,3.189874968
01/2021,A-0162,A-0162-M - Campo Jacinto,Terrestre,Cuencas del Sureste,0.76107723,0.76107723,0.0,2.390857913,2.390857913,0.0,0.149428,0.460778574
01/2021,A-0166,A-0166-M - Campo José Colomo,Terrestre,Cuencas del Sureste,0.018784552,0.018784552,0.0,3.089278185,0.478337383,2.610940801,0.048316,0.031449
01/2021,A-0168,A-0168-M - Campo Jujo-Tecominoacán,Terrestre,Cuencas del Sureste,6.010951069,6.010951069,0.0,31.937666309,31.937666309,0.0,5.110026,5.643370877
01/2021,A-0187,AE-0187-2M - Campo Lacamango,Terrestre,Cuencas del Sureste,0.120178222,0.120178222,0.0,0.184783763,0.184783763,0.0,0.004083,0.188207546
01/2021,A-0195,A-0195-2M - Campo Los Soldados,Terrestre,Cuencas del Sureste,1.241850081,1.241850081,0.0,2.464507299,2.464507299,0.0,0.06766,1.362484703
01/2021,A-0197,A-0197 - Campo Luna-Palapa,Terrestre,Cuencas del Sureste,1.483768002,1.483768002,0.0,9.441304568,9.441304568,0.0,0.04343,1.510434371
01/2021,A-0201,A-0201-2M - Campo Madrefil,Terrestre,Cuencas del Sureste,15.938781848,15.938781848,0.0,25.143008546,25.143008546,0.0,0.352002,1.967692916
01/2021,A-0230,A-0230-M - Campo Muspac,Terrestre,Cuencas del Sureste,0.348799642,0.0,0.348799642,3.443984375,0.0,3.443984375,0.150846,0.638516148
01/2021,A-0232,A-0232 - Campo Narváez,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,4.983814418,0.0,4.983814418,0.168652,1.354877025
01/2021,A-0233,A-0233-M - Campo Navegante,Terrestre,Cuencas del Sureste,0.018197285,0.018197285,0.0,0.006260267,0.006260267,0.0,1.6e-05,0.135129251
01/2021,A-0236,A-0236-M - Campo Níspero,Terrestre,Cuencas del Sureste,0.866791466,0.866791466,0.0,2.059606702,2.059606702,0.0,0.170205,1.323698554
01/2021,A-0249,A-0249-M - Campo Oxiacaque,Terrestre,Cuencas del Sureste,1.028751332,1.028751332,0.0,10.842474454,10.842474454,0.0,9.474154,1.030127018
01/2021,A-0250,A-0250-M - Campo Paché,Terrestre,Cuencas del Sureste,0.903720704,0.903720704,0.0,2.655509044,2.655509044,0.0,0.020447,0.373938754
01/2021,A-0263,A-0263-M - Campo Paredón,Terrestre,Cuencas del Sureste,1.267610828,1.267610828,0.0,5.618494835,5.618494835,0.0,0.442175,1.331408632
01/2021,A-0264,A-0264-2M - Campo Pareto,Terrestre,Cuencas del Sureste,1.2149511,1.2149511,0.0,2.782794421,2.782794421,0.0,0.047307,0.5912412
01/2021,A-0275,A-0275-M - Campo Platanal,Terrestre,Cuencas del Sureste,0.753570892,0.753570892,0.0,1.732100005,1.732100005,0.0,0.022517,0.161587147
01/2021,A-0282,A-0282-M - Campo Puerto Ceiba,Terrestre,Cuencas del Sureste,7.275180345,7.275180345,0.0,9.129633251,9.129633251,0.0,0.125988,21.293001967
01/2021,A-0284,A-0284-2M - Campo Rabasa,Terrestre,Cuencas del Sureste,7.76197782,7.76197782,0.0,6.312690852,6.312690852,0.0,0.148588,5.263302925
01/2021,A-0287,A-0287-M - Campo Rasha,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,1.340648089,0.0,1.340648089,0.06116,0.094347
01/2021,A-0291,A-0291-M - Campo Río Nuevo,Terrestre,Cuencas del Sureste,0.125325982,0.125325982,0.0,0.825636763,0.825636763,0.0,0.068073,0.6478494
01/2021,A-0292,A-0292-M - Campo Rodador,Terrestre,Cuencas del Sureste,2.118927312,2.118927312,0.0,2.590935265,2.590935265,0.0,0.100259,0.816559725
01/2021,A-0296,A-0296-M - Campo Samaria,Terrestre,Cuencas del Sureste,20.589520976,20.589520976,0.0,12.624732466,12.624732466,0.0,1.901284,14.53680257
01/2021,A-0300,A-0300-M - Campo San Ramón,Terrestre,Cuencas del Sureste,1.326248194,1.326248194,0.0,3.134150282,3.134150282,0.0,0.097953,1.012325641
01/2021,A-0305,A-0305-M - Campo Sen,Terrestre,Cuencas del Sureste,3.202026571,3.202026571,0.0,7.720123602,7.720123602,0.0,0.071025,2.143876562
01/2021,A-0306,A-0306-M - Campo Shishito,Terrestre,Cuencas del Sureste,1.936837548,1.936837548,0.0,1.279807012,1.279807012,0.0,0.083481,5.320339334
01/2021,A-0310,A-0310-M - Campo Sini,Terrestre,Cuencas del Sureste,15.065472996,15.065472996,0.0,33.685243899,33.685243899,0.0,0.195374,0.376483542
01/2021,A-0312,A-0312-M - Campo Sitio Grande,Terrestre,Cuencas del Sureste,0.231846949,0.231846949,0.0,0.937834292,0.937834292,0.0,0.07724,1.2956988
01/2021,A-0317,A-0317-M - Campo Sunuapa,Terrestre,Cuencas del Sureste,1.629058292,1.629058292,0.0,11.506014231,11.506014231,0.0,0.753528,0.534633
01/2021,A-0329,A-0329-2M - Campo Teotleco,Terrestre,Cuencas del Sureste,17.648983995,17.648983995,0.0,177.737917874,177.737917874,0.0,20.36521,0.842932258
01/2021,A-0331,A-0331-M - Campo Tepetitán,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,0.295452974,0.0,0.295452974,0.001453,0.0
01/2021,A-0332,A-0332-2M - Campo Terra,Terrestre,Cuencas del Sureste,7.860150302,7.860150302,0.0,30.990263875,30.990263875,0.0,0.216931,2.637542675
01/2021,A-0338,A-0338-3M - Campo Tintal,Terrestre,Cuencas del Sureste,2.068784692,2.068784692,0.0,0.573366468,0.573366468,0.0,0.001777,2.291516167
01/2021,A-0339,AE-0339-2M - Campo Tiumut,Terrestre,Cuencas del Sureste,0.260942824,0.260942824,0.0,0.202183709,0.202183709,0.0,0.003904,0.194754376
01/2021,A-0340,A-0340-M - Campo Tizón,Terrestre,Cuencas del Sureste,19.245438295,0.0,19.245438295,95.228796639,0.0,95.228796639,0.552327,1.888641526
01/2021,A-0342,A-0342-M - Campo Tokal,Terrestre,Cuencas del Sureste,3.351008306,3.351008306,0.0,1.253717321,1.253717321,0.0,0.003653,0.031043206
01/2021,A-0356,A-0356-M - Campo Tupilco,Terrestre,Cuencas del Sureste,2.25754555,2.25754555,0.0,1.447095585,1.447095585,0.0,0.011432,1.599232374
01/2021,A-0359,A-0359 - Campo Usumacinta,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,0.852262123,0.0,0.852262123,0.002301,0.0377388
01/2021,A-0372,A-0372-M - Campo Yagual,Terrestre,Cuencas del Sureste,1.260415125,1.260415125,0.0,1.967345198,1.967345198,0.0,0.136533,0.901876161
01/2021,A-0395,AE-0395-2M - Magallanes-Tucán-Pajonal,Terrestre,Cuencas del Sureste,2.631013834,2.631013834,0.0,7.397344553,7.397344553,0.0,0.143528,1.282020174
01/2021,AE-0053,AE-0053-4M - Mezcalapa - 03,Terrestre,Cuencas del Sureste,16.20723366,0.0,16.20723366,60.677249959,0.0,60.677249959,0.317948,0.0377388
01/2021,AE-0056,AE-0056-3M - Mezcalapa - 06,Terrestre,Cuencas del Sureste,3.338818461,3.338818461,0.0,18.427169572,18.427169572,0.0,0.084764,0.0
