COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,,,,,,,,
PRODUCCION POR ASIGNACION,,,,,,,,,,,,
Produccion mensual,,,,,,,,,,,,
Datos a enero - 2025.,,,,,,,,,,,,
Notas: Las unidades corresponden a Miles de barriles diarios (Mbd) y Millones de pies cúbicos diarios (MMpcd).,,,,,,,,,,,,
El nombre de la asignación corresponde a la última.,,,,,,,,,,,,
"A partir de 2016 se contabiliza la producción de petróleo a una temperatura de 15.56 grados Celsius, de conformidad",,,,,,,,,,,,
con lo establecido en los Lineamientos Técnicos en Materia de Medición de Hidrocarburos.,,,,,,,,,,,,
Hidrocarburos líquidos: Se refiere a la suma de petróleo y condensado.,,,,,,,,,,,,
Para información geográfica de las asignaciones visite https://mapa.hidrocarburos.gob.mx,,,,,,,,,,,,
,,,,,,,,,,,,
FECHA,ASIGNACION,NOMBRE,UBICACION,CUENCA,HIDROCARBUROS_LIQUIDOS_MBD,PETROLEO_MBD,CONDENSADO_MBD,GAS_MMPCD,GAS_ASOC_MMPCD,GAS_NASOC_MMPCD,NITROGENO_MMPCD,AGUA_MBD
02/2016,A-0398,AE-0398-M - Misión,Terrestre,Burgos,0.0,0.0,0.0,77.852248107,0.0,77.852248107,0.151117,1.243375373
02/2016,A-0400,A-0400 - Olmos,Terrestre,Burgos,0.0,0.0,0.0,2.025025079,0.0,2.025025079,0.006563,0.072962351
02/2016,AR-0407,AR-0407 - Campo Benavides,Terrestre,Burgos,0.0,0.0,0.0,10.620042734,0.0,10.620042734,0.032922,0.044648394
02/2016,AR-0409,AR-0409 - Campo Calibrador,Terrestre,Burgos,0.0,0.0,0.0,6.323209704,0.0,6.323209704,0.009484,0.008906799
02/2016,AR-0412,AR-0412 - Campo Carretas,Terrestre,Burgos,0.0,0.0,0.0,3.114465156,0.0,3.114465156,0.008409,0.023176951
02/2016,AR-0415,AR-0415 - Campo Corindón,Terrestre,Burgos,0.0,0.0,0.0,15.418443129,0.0,15.418443129,0.012334,0.05299451
02/2016,AR-0418,AR-0418 - Campo Duna,Terrestre,Burgos,0.0,0.0,0.0,3.251472673,0.0,3.251472673,0.005202,0.005640081
02/2016,AR-0434,AR-0434 - Campo Mareógrafo,Terrestre,Burgos,0.0,0.0,0.0,7.339578545,0.0,7.339578545,0.010275,0.003391065
02/2016,AR-0439,AR-0439-M - Campo Murex,Terrestre,Burgos,0.0,0.0,0.0,4.234068449,0.0,4.234068449,0.00381,0.002492764
02/2016,AR-0443,AR-0443 - Campo Peña Blanca,Terrestre,Burgos,0.0,0.0,0.0,8.35890962,0.0,8.35890962,0.076066,0.020176092
02/2016,AR-0455,AR-0455 - Campo Ricos,Terrestre,Burgos,0.0,0.0,0.0,4.28259152,0.0,4.28259152,0.008136,0.015123452
02/2016,AR-0457,AR-0457 - Campo San Bernardo,Terrestre,Burgos,0.0,0.0,0.0,3.760647103,0.0,3.760647103,0.013162,0.010152816
02/2016,AR-0472,AR-0472-M - Campo Jaraguay,Terrestre,Burgos,0.0,0.0,0.0,0.167355422,0.0,0.167355422,0.000217,0.084965862
02/2016,AR-0473,AR-0473-M - Campo China,Terrestre,Burgos,0.0,0.0,0.0,0.188504813,0.0,0.188504813,0.00032,0.000547839
02/2016,AR-0474,AR-0474 - Campo Jabalina,Terrestre,Burgos,0.0,0.0,0.0,0.039954179,0.0,0.039954179,1.9e-05,0.000755739
02/2016,AR-0475,AR-0475 - Campo Río Bravo,Terrestre,Burgos,0.0,0.0,0.0,0.053841899,0.0,0.053841899,5.3e-05,0.0
02/2016,AR-0477,AR-0477-M - Campo Alondra,Terrestre,Burgos,0.0,0.0,0.0,4.860150379,0.0,4.860150379,0.007776,0.044364318
02/2016,AR-0478,AR-0478 - Campo Pípila,Terrestre,Burgos,0.0,0.0,0.0,1.495281713,0.0,1.495281713,0.002093,0.005230706
02/2016,AR-0479,AR-0479-M - Campo Calabaza,Terrestre,Burgos,0.0,0.0,0.0,4.143318554,0.0,4.143318554,0.065464,0.020567073
02/2016,AR-0480,AR-0480 - Campo Carlos,Terrestre,Burgos,0.0,0.0,0.0,1.688378589,0.0,1.688378589,0.002194,0.03147522
02/2016,AR-0481,AR-0481 - Campo Primavera,Terrestre,Burgos,0.0,0.0,0.0,0.783621205,0.0,0.783621205,0.005407,0.001011828
02/2016,AR-0482,AR-0482 - Campo Picadillo,Terrestre,Burgos,0.0,0.0,0.0,2.987054319,0.0,2.987054319,0.007467,0.010506124
02/2016,AR-0483,AR-0483 - Campo Chalupa,Terrestre,Burgos,0.0,0.0,0.0,0.22017793,0.0,0.22017793,0.000308,0.001852475
02/2016,AR-0484,AR-0484-M - Campo Lobo,Terrestre,Burgos,0.0,0.0,0.0,0.536082787,0.0,0.536082787,0.001983,0.003479478
02/2016,AR-0485,AR-0485 - Campo Pame,Terrestre,Burgos,0.0,0.0,0.0,0.81122155,0.0,0.81122155,0.000648,0.001763252
02/2016,AR-0486,AR-0486 - Campo Patriota,Terrestre,Burgos,0.0,0.0,0.0,0.311431524,0.0,0.311431524,0.000155,0.006015901
02/2016,AR-0488,AR-0488 - Campo Ecatl,Terrestre,Burgos,0.0,0.0,0.0,1.362711551,0.0,1.362711551,0.00327,0.046904081
02/2016,AR-0490,AR-0490 - Campo Granaditas,Terrestre,Burgos,0.0,0.0,0.0,1.109727181,0.0,1.109727181,0.001664,0.003880977
02/2016,AR-0491,AR-0491 - Campo Fósil,Terrestre,Burgos,0.0,0.0,0.0,0.389021665,0.0,0.389021665,0.00105,0.004203708
02/2016,AR-0492,AR-0492 - Campo Casta,Terrestre,Burgos,0.0,0.0,0.0,0.347949752,0.0,0.347949752,0.000208,0.0
02/2016,AR-0493,AR-0493 - Campo Ita,Terrestre,Burgos,0.0,0.0,0.0,0.119543528,0.0,0.119543528,0.00031,0.00268058
02/2016,AR-0494,AR-0494 - Campo Fitón,Terrestre,Burgos,0.0,0.0,0.0,0.187441047,0.0,0.187441047,0.000374,0.000266763
02/2016,AR-0496,AR-0496 - Campo Rusco,Terrestre,Burgos,0.0,0.0,0.0,1.597497972,0.0,1.597497972,0.009585,0.087325694
02/2016,AR-0499,AR-0499 - Campo Organdí,Terrestre,Burgos,0.0,0.0,0.0,3.140623961,0.0,3.140623961,0.003454,0.174629938
02/2016,AR-0501,AR-0501 - Campo Bragado,Terrestre,Burgos,0.0,0.0,0.0,0.316556069,0.0,0.316556069,0.002437,0.044606564
02/2016,AR-0504,AR-0504-M - Campo Bonanza,Terrestre,Burgos,0.0,0.0,0.0,1.23829173,0.0,1.23829173,0.001196,0.000836147
02/2016,AR-0505,AR-0505-M - Campo Caravana,Terrestre,Burgos,0.0,0.0,0.0,0.748103181,0.0,0.748103181,0.000897,0.0
02/2016,AR-0506,AR-0506-M - Campo Rosal,Terrestre,Burgos,0.0,0.0,0.0,1.064382215,0.0,1.064382215,0.000957,0.001281392
02/2016,AR-0507,AR-0507-2M - Campo Explorador,Terrestre,Burgos,0.0,0.0,0.0,0.558173617,0.0,0.558173617,0.00039,0.0
02/2016,AR-0508,AR-0508-M - Campo Azor,Terrestre,Burgos,0.0,0.0,0.0,1.869594148,0.0,1.869594148,0.003926,0.002336939
02/2016,AR-0509,AR-0509-M - Campo Oveja,Terrestre,Burgos,0.0,0.0,0.0,0.795959449,0.0,0.795959449,0.000875,0.000775911
02/2016,AR-0510,AR-0510-M - Campo Reno,Terrestre,Burgos,0.0,0.0,0.0,1.068495763,0.0,1.068495763,0.001495,0.002050147
02/2016,AR-0511,AR-0511-M - Campo Huatempo,Terrestre,Burgos,0.0,0.0,0.0,0.491805185,0.0,0.491805185,0.000491,0.001244092
02/2016,AR-0512,AR-0512-M - Campo Azúcar,Terrestre,Burgos,0.0,0.0,0.0,0.079573758,0.0,0.079573758,0.0,0.0
02/2016,AR-0513,AR-0513-2M - Campo Paleoarcos,Terrestre,Burgos,0.0,0.0,0.0,1.659986716,0.0,1.659986716,0.001328,0.001875417
02/2016,AR-0514,AR-0514-M - Campo Gigante,Terrestre,Burgos,0.0,0.0,0.0,0.563202219,0.0,0.563202219,0.000619,0.0
02/2016,AR-0515,AR-0515-M - Campo Valioso,Terrestre,Burgos,0.0,0.0,0.0,0.062040211,0.0,0.062040211,3.1e-05,0.000300818
02/2016,AR-0516,AR-0516-M - Campo Vigilante,Terrestre,Burgos,0.0,0.0,0.0,0.239139824,0.0,0.239139824,0.000215,0.002017524
02/2016,AR-0517,AR-0517-M - Campo Antiguo,Terrestre,Burgos,0.0,0.0,0.0,5.680073941,0.0,5.680073941,0.003976,0.0
02/2016,AR-0518,AR-0518-M - Campo Grande,Terrestre,Burgos,0.0,0.0,0.0,1.184951132,0.0,1.184951132,0.001777,0.0
02/2016,AR-0519,AR-0519-M - Campo Filadelfia,Terrestre,Burgos,0.0,0.0,0.0,0.652041653,0.0,0.652041653,0.000847,7.4146e-05
02/2016,AR-0520,AR-0520-M - Campo Socavón,Terrestre,Burgos,0.0,0.0,0.0,0.211365583,0.0,0.211365583,0.00019,0.0
02/2016,AR-0521,AR-0521-M - Campo Axón,Terrestre,Burgos,0.0,0.0,0.0,0.885609599,0.0,0.885609599,0.003188,0.016309319
02/2016,A-0075,A-0075-M - Campo Cerro Nanchital,Terrestre,Cinturon Plegado de Chiapas,0.582750439,0.582750439,0.0,0.069558529,0.069558529,0.0,0.001881,0.6164004
02/2016,A-0001,A-0001-4M - Campo Abkatún,Aguas someras,Cuencas del Sureste,9.331384034,9.331384034,0.0,16.147833866,16.147833866,0.0,0.089668,2.985891684
02/2016,A-0008,A-0008-M - Campo Akal,Aguas someras,Cuencas del Sureste,76.022077865,76.022077865,0.0,1064.991320593,1064.991320593,0.0,580.100772,80.32265921
02/2016,A-0032,A-0032-M - Campo Ayatsil,Aguas someras,Cuencas del Sureste,5.109875585,5.109875585,0.0,0.57511203,0.57511203,0.0,0.016448,0.044307737
02/2016,A-0035,A-0035-M - Campo Bacab,Aguas someras,Cuencas del Sureste,9.22614989,9.22614989,0.0,1.575742403,1.575742403,0.0,0.023163,2.141793368
02/2016,A-0039,A-0039-M - Campo Balam,Aguas someras,Cuencas del Sureste,20.131134793,20.131134793,0.0,5.509834662,5.509834662,0.0,0.211587,2.778790999
02/2016,A-0042,A-0042-M - Campo Batab,Aguas someras,Cuencas del Sureste,0.164078795,0.164078795,0.0,0.101876861,0.101876861,0.0,0.000518,0.099973117
02/2016,A-0049,A-0049-2M - Campo Bolontikú,Aguas someras,Cuencas del Sureste,20.836911159,20.836911159,0.0,54.137628763,54.137628763,0.0,0.177842,3.835259772
02/2016,A-0053,A-0053-M - Campo Caan,Aguas someras,Cuencas del Sureste,9.75619012,9.75619012,0.0,46.518364965,46.518364965,0.0,0.285669,9.237334752
02/2016,A-0078,A-0078-M - Campo Chac,Aguas someras,Cuencas del Sureste,10.43736528,10.43736528,0.0,4.289143685,4.289143685,0.0,3.669791,12.960794551
02/2016,A-0089,A-0089-2M - Campo Chuc,Aguas someras,Cuencas del Sureste,19.50874833,19.50874833,0.0,22.715820035,22.715820035,0.0,0.239629,3.642280032
02/2016,A-0090,A-0090-M - Campo Chuhuk,Aguas someras,Cuencas del Sureste,39.019895036,39.019895036,0.0,49.982275384,49.982275384,0.0,0.157444,6.974023963
02/2016,A-0120,A-0120-M - Campo Ek,Aguas someras,Cuencas del Sureste,24.890780219,24.890780219,0.0,1.539065649,1.539065649,0.0,0.114506,31.761563191
02/2016,A-0151,A-0151-2M - Campo Homol,Aguas someras,Cuencas del Sureste,52.256850112,52.256850112,0.0,61.98713609,61.98713609,0.0,0.401676,2.120907546
02/2016,A-0160,A-0160-2M - Campo Ixtal,Aguas someras,Cuencas del Sureste,39.608581025,39.608581025,0.0,76.246920011,76.246920011,0.0,0.597775,6.869708717
02/2016,A-0161,A-0161-2M - Campo Ixtoc,Aguas someras,Cuencas del Sureste,20.707672621,20.707672621,0.0,13.789546007,13.789546007,0.0,0.666035,15.94354236
02/2016,A-0170,A-0170-M - Campo Kab,Aguas someras,Cuencas del Sureste,11.434043255,11.434043255,0.0,15.501024694,15.501024694,0.0,0.077892,0.00585602
02/2016,A-0172,A-0172-M - Campo Kambesah,Aguas someras,Cuencas del Sureste,30.42992243,30.42992243,0.0,13.887180907,13.887180907,0.0,0.904631,1.048551721
02/2016,A-0174,A-0174-M - Campo Kanaab,Aguas someras,Cuencas del Sureste,1.255860334,1.255860334,0.0,1.280399825,1.280399825,0.0,0.012172,0.213944293
02/2016,A-0176,A-0176-M - Campo Kax,Aguas someras,Cuencas del Sureste,14.864689294,14.864689294,0.0,27.092242414,27.092242414,0.0,0.329441,0.001301337
02/2016,A-0183,A-0183-3M - Campo Ku,Aguas someras,Cuencas del Sureste,171.927386318,171.927386318,0.0,227.267562517,227.267562517,0.0,48.112543,12.132413869
02/2016,A-0184,A-0184-M - Campo Kuil,Aguas someras,Cuencas del Sureste,34.433041988,34.433041988,0.0,53.860506384,53.860506384,0.0,2.733135,7.596028792
02/2016,A-0186,A-0186-M - Campo Kutz,Aguas someras,Cuencas del Sureste,1.119402026,1.119402026,0.0,0.492419505,0.492419505,0.0,0.065323,0.736996824
02/2016,A-0196,A-0196-M - Campo Lum,Aguas someras,Cuencas del Sureste,1.947233667,1.947233667,0.0,0.393935687,0.393935687,0.0,0.007445,0.125447241
02/2016,A-0203,A-0203-2M - Campo Maloob,Aguas someras,Cuencas del Sureste,382.355518193,382.355518193,0.0,204.751426024,204.751426024,0.0,87.306008,3.189757557
02/2016,A-0205,A-0205-2M - Campo Manik,Aguas someras,Cuencas del Sureste,2.388378206,2.388378206,0.0,1.993450305,1.993450305,0.0,0.015532,0.398567274
02/2016,A-0210,A-0210-2M - Campo May,Aguas someras,Cuencas del Sureste,17.784729114,17.784729114,0.0,122.508894637,122.508894637,0.0,0.236442,1.883035984
02/2016,A-0237,A-0237-M - Campo Nohoch,Aguas someras,Cuencas del Sureste,7.175505405,7.175505405,0.0,2.580957403,2.580957403,0.0,1.773375,13.160860814
02/2016,A-0242,A-0242-M - Campo Och,Aguas someras,Cuencas del Sureste,7.392457732,7.392457732,0.0,14.860552543,14.860552543,0.0,0.120727,1.650096497
02/2016,A-0245,A-0245-2M - Campo Onel,Aguas someras,Cuencas del Sureste,55.954113919,55.954113919,0.0,83.806398253,83.806398253,0.0,0.72769,0.041530032
02/2016,A-0278,A-0278-2M - Campo Pol,Aguas someras,Cuencas del Sureste,2.435277828,2.435277828,0.0,3.742387989,3.742387989,0.0,0.012263,0.20416257
02/2016,A-0308,A-0308-M - Campo Sihil,Aguas someras,Cuencas del Sureste,29.820600417,29.820600417,0.0,11.638080292,11.638080292,0.0,0.881503,20.267900016
02/2016,A-0309,A-0309-M - Campo Sinán,Aguas someras,Cuencas del Sureste,13.486450316,13.486450316,0.0,42.163677229,42.163677229,0.0,0.772269,11.814413297
02/2016,A-0322,A-0322-M - Campo Takín,Aguas someras,Cuencas del Sureste,9.03489153,9.03489153,0.0,1.378774614,1.378774614,0.0,0.022198,4.387892033
02/2016,A-0324,A-0324-M - Campo Taratunich,Aguas someras,Cuencas del Sureste,4.597742591,4.597742591,0.0,20.498224566,20.498224566,0.0,0.18391,1.202002467
02/2016,A-0352,A-0352-2M - Campo Tsimín,Aguas someras,Cuencas del Sureste,53.829285392,53.829285392,0.0,271.525922335,271.525922335,0.0,2.035629,6.611881135
02/2016,A-0358,A-0358-M - Campo Uech,Aguas someras,Cuencas del Sureste,2.834819206,2.834819206,0.0,6.001405564,6.001405564,0.0,0.037586,1.79237611
02/2016,A-0369,A-0369-2M - Campo Xanab,Aguas someras,Cuencas del Sureste,119.783479963,119.783479963,0.0,91.390695697,91.390695697,0.0,1.959416,0.0
02/2016,A-0371,A-0371-2M - Campo Xux,Aguas someras,Cuencas del Sureste,76.569396885,76.569396885,0.0,343.436861058,343.436861058,0.0,2.404058,0.061162882
02/2016,A-0373,A-0373-2M - Campo Yaxché,Aguas someras,Cuencas del Sureste,20.833101362,20.833101362,0.0,9.566857043,9.566857043,0.0,0.234292,1.105269682
02/2016,A-0374,A-0374-2M - Campo Yum,Aguas someras,Cuencas del Sureste,0.47938977,0.47938977,0.0,0.929149641,0.929149641,0.0,0.001997,0.505352896
02/2016,A-0375,A-0375-2M - Campo Zaap,Aguas someras,Cuencas del Sureste,284.385842271,284.385842271,0.0,130.915668285,130.915668285,0.0,26.680613,0.375722288
02/2016,A-0003,A-0003-M - Campo Agave,Terrestre,Cuencas del Sureste,1.05452183,1.05452183,0.0,5.614092879,5.614092879,0.0,0.024196,5.366717628
02/2016,A-0027,A-0027-M - Campo Arroyo Prieto,Terrestre,Cuencas del Sureste,1.531102141,1.531102141,0.0,1.46576611,1.46576611,0.0,0.029892,0.251592
02/2016,A-0029,A-0029-M - Campo Artesa,Terrestre,Cuencas del Sureste,14.92678687,14.92678687,0.0,13.210963628,13.210963628,0.0,1.142748,5.860141593
02/2016,A-0034,A-0034-M - Campo Ayocote,Terrestre,Cuencas del Sureste,14.533707822,14.533707822,0.0,13.798973056,13.798973056,0.0,0.210282,0.193248683
02/2016,A-0036,AE-0036-2M - Campo Bacal,Terrestre,Cuencas del Sureste,1.424435867,1.424435867,0.0,1.581976825,1.147595803,0.434381022,0.040501,0.719856762
02/2016,A-0046,A-0046-M - Campo Bellota,Terrestre,Cuencas del Sureste,4.331448219,4.331448219,0.0,8.027533986,8.027533986,0.0,0.207913,0.801624165
02/2016,A-0047,A-0047-M - Campo Blasillo,Terrestre,Cuencas del Sureste,1.812333517,1.812333517,0.0,10.760344685,9.869995511,0.890349174,0.12812,0.649367625
02/2016,A-0050,A-0050-M - Campo Bricol,Terrestre,Cuencas del Sureste,4.814657636,4.814657636,0.0,8.881424896,8.881424896,0.0,0.407657,0.735906598
02/2016,A-0051,A-0051-M - Campo Brillante,Terrestre,Cuencas del Sureste,0.735620704,0.735620704,0.0,0.552870378,0.552870378,0.0,0.009357,0.819842902
02/2016,A-0057,A-0057-2M - Campo Cactus,Terrestre,Cuencas del Sureste,4.044429533,4.044429533,0.0,12.99101476,12.99101476,0.0,1.188806,3.693197048
02/2016,A-0061,A-0061 - Campo Caparroso-Pijije-Escuintle,Terrestre,Cuencas del Sureste,14.904743736,14.904743736,0.0,38.018773217,38.018773217,0.0,0.138388,6.910755082
02/2016,A-0063,A-0063-M - Campo Cárdenas,Terrestre,Cuencas del Sureste,4.354176122,4.354176122,0.0,16.415093323,16.415093323,0.0,0.430075,1.462486944
02/2016,A-0067,A-0067-M - Campo Castarrical,Terrestre,Cuencas del Sureste,0.267491882,0.267491882,0.0,0.407517038,0.407517038,0.0,0.002526,0.062898
02/2016,A-0083,A-0083-M - Campo Chiapas-Copanó,Terrestre,Cuencas del Sureste,2.623615952,2.623615952,0.0,11.690030406,11.690030406,0.0,1.00429,3.045347646
02/2016,A-0086,A-0086-M - Campo Chilapilla,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,3.322263815,0.0,3.322263815,0.001428,0.0
02/2016,A-0087,A-0087-M - Campo Chinchorro,Terrestre,Cuencas del Sureste,5.198889154,5.198889154,0.0,15.71267211,15.71267211,0.0,0.193265,0.056608199
02/2016,A-0088,A-0088-M - Campo Chipilín,Terrestre,Cuencas del Sureste,0.499710381,0.499710381,0.0,1.877480646,1.877480646,0.0,0.049941,1.357946131
02/2016,A-0092,A-0092-M - Campo Cinco Presidentes,Terrestre,Cuencas del Sureste,5.236031377,5.236031377,0.0,8.241606357,8.231172577,0.010433779,0.393998,1.492417715
02/2016,A-0095,A-0095 - Campo Cobo,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,13.636624281,0.0,13.636624281,0.013091,0.0
02/2016,A-0099,A-0099-M - Campo Comoapa,Terrestre,Cuencas del Sureste,1.690951772,1.690951772,0.0,2.279121188,2.279121188,0.0,0.149966,1.463137612
02/2016,A-0104,A-0104 - Campo Costero,Terrestre,Cuencas del Sureste,9.607945693,9.607945693,0.0,147.885463223,147.885463223,0.0,0.28394,2.382532861
02/2016,A-0108,A-0108-M - Campo Cráter,Terrestre,Cuencas del Sureste,0.855164685,0.855164685,0.0,8.02405606,8.02405606,0.0,0.049347,0.455251386
02/2016,A-0114,A-0114-M - Campo Cunduacán,Terrestre,Cuencas del Sureste,2.721032775,2.721032775,0.0,33.341801629,33.341801629,0.0,20.765274,1.358596804
02/2016,A-0115,A-0115-M - Campo Cupache,Terrestre,Cuencas del Sureste,0.034565118,0.034565118,0.0,0.205797303,0.205797303,0.0,0.004033,0.0
02/2016,A-0119,A-0119-M - Campo Edén-Jolote,Terrestre,Cuencas del Sureste,6.158872542,6.158872542,0.0,19.352981759,19.352981759,0.0,0.152888,3.532264925
02/2016,A-0121,A-0121 - Campo El Golpe,Terrestre,Cuencas del Sureste,1.132832357,1.132832357,0.0,1.263446734,1.263446734,0.0,0.006317,0.069838466
02/2016,A-0141,A-0141-M - Campo Gaucho,Terrestre,Cuencas del Sureste,0.447244832,0.447244832,0.0,0.503100051,0.503100051,0.0,0.035725,0.11885553
02/2016,A-0144,A-0144-M - Campo Giraldas,Terrestre,Cuencas del Sureste,0.569459712,0.569459712,0.0,35.881527446,35.881527446,0.0,0.739159,0.343770104
02/2016,A-0145,A-0145-M - Campo Guaricho,Terrestre,Cuencas del Sureste,10.727220918,10.727220918,0.0,10.318648025,9.731598024,0.587050001,0.121397,3.887530176
02/2016,A-0154,A-0154 - Campo Hormiguero,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,2.686912497,0.0,2.686912497,0.003318,0.0
02/2016,A-0159,A-0159-M - Campo Íride,Terrestre,Cuencas del Sureste,6.738307753,6.738307753,0.0,85.246398744,85.246398744,0.0,30.927393,4.856143693
02/2016,A-0162,A-0162-M - Campo Jacinto,Terrestre,Cuencas del Sureste,1.861669277,1.861669277,0.0,7.420096141,7.420096141,0.0,0.04081,1.185518856
02/2016,A-0166,A-0166-M - Campo José Colomo,Terrestre,Cuencas del Sureste,0.143993755,0.143993755,0.0,7.931194769,1.011606801,6.919587967,0.007931,0.0062898
02/2016,A-0168,A-0168-M - Campo Jujo-Tecominoacán,Terrestre,Cuencas del Sureste,11.498092987,11.498092987,0.0,81.202986806,81.202986806,0.0,8.843005,9.33991922
02/2016,A-0169,A-0169-M - Campo Juspi,Terrestre,Cuencas del Sureste,0.244497496,0.244497496,0.0,1.774581994,1.774581994,0.0,0.023264,0.236843503
02/2016,A-0187,AE-0187-2M - Campo Lacamango,Terrestre,Cuencas del Sureste,1.353728683,1.353728683,0.0,1.220752187,1.220752187,0.0,0.004303,0.456118941
02/2016,A-0195,A-0195-2M - Campo Los Soldados,Terrestre,Cuencas del Sureste,4.531271009,4.531271009,0.0,16.750533337,15.477612252,1.272921084,0.336568,0.609459927
02/2016,A-0197,A-0197 - Campo Luna-Palapa,Terrestre,Cuencas del Sureste,1.289365747,1.289365747,0.0,7.427171922,7.427171922,0.0,0.039141,4.32087571
02/2016,A-0201,A-0201-2M - Campo Madrefil,Terrestre,Cuencas del Sureste,18.842750903,18.842750903,0.0,32.675958605,32.675958605,0.0,0.385576,1.448172229
02/2016,A-0226,A-0226-M - Campo Mora,Terrestre,Cuencas del Sureste,3.659823766,3.659823766,0.0,8.027174201,8.027174201,0.0,0.26891,0.388015592
02/2016,A-0230,A-0230-M - Campo Muspac,Terrestre,Cuencas del Sureste,0.799456556,0.799456556,0.0,10.437856952,10.437856952,0.0,0.250508,2.449985541
02/2016,A-0232,A-0232 - Campo Narváez,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,20.28768359,0.0,20.28768359,0.084804,1.1824824
02/2016,A-0235,AE-0235-2M - Campo Nelash,Terrestre,Cuencas del Sureste,0.856977634,0.856977634,0.0,1.963349451,1.963349451,0.0,0.040034,0.058993986
02/2016,A-0236,A-0236-M - Campo Níspero,Terrestre,Cuencas del Sureste,1.016004776,1.016004776,0.0,4.127219353,4.127219353,0.0,0.137807,1.163396108
02/2016,A-0244,A-0244-M - Campo Ogarrio,Terrestre,Cuencas del Sureste,9.816562458,9.816562458,0.0,32.375297857,19.407309368,12.967988489,0.660164,2.083225154
02/2016,A-0249,A-0249-M - Campo Oxiacaque,Terrestre,Cuencas del Sureste,1.353398152,1.353398152,0.0,27.204340777,27.204340777,0.0,0.31829,0.729616806
02/2016,A-0250,A-0250-M - Campo Paché,Terrestre,Cuencas del Sureste,1.689919932,1.689919932,0.0,2.944364573,2.944364573,0.0,0.131613,0.79229791
02/2016,A-0252,A-0252-M - Campo Palangre,Terrestre,Cuencas del Sureste,0.617004919,0.617004919,0.0,1.553193986,1.553193986,0.0,0.016308,0.0062898
02/2016,A-0263,A-0263-M - Campo Paredón,Terrestre,Cuencas del Sureste,1.540744991,1.540744991,0.0,3.530095358,3.530095358,0.0,0.12673,1.8492012
02/2016,A-0264,A-0264-2M - Campo Pareto,Terrestre,Cuencas del Sureste,0.674081769,0.674081769,0.0,3.910868341,3.910868341,0.0,0.061791,0.0251592
02/2016,A-0275,A-0275-M - Campo Platanal,Terrestre,Cuencas del Sureste,0.977507949,0.977507949,0.0,2.031109053,2.031109053,0.0,0.053215,1.6605072
02/2016,A-0282,A-0282-M - Campo Puerto Ceiba,Terrestre,Cuencas del Sureste,10.407104168,10.407104168,0.0,7.816819616,7.816819616,0.0,0.100836,16.987448456
02/2016,A-0284,A-0284-2M - Campo Rabasa,Terrestre,Cuencas del Sureste,17.215385688,17.215385688,0.0,29.337628914,29.157736166,0.179892748,0.880246,2.585541578
02/2016,A-0287,A-0287-M - Campo Rasha,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,0.23771976,0.0,0.23771976,4.7e-05,0.0
02/2016,A-0291,A-0291-M - Campo Río Nuevo,Terrestre,Cuencas del Sureste,0.730472705,0.730472705,0.0,2.26616891,2.26616891,0.0,0.023137,1.324545124
02/2016,A-0292,A-0292-M - Campo Rodador,Terrestre,Cuencas del Sureste,3.184997039,3.184997039,0.0,4.380268485,4.380268485,0.0,0.09676,1.256658663
02/2016,A-0296,A-0296-M - Campo Samaria,Terrestre,Cuencas del Sureste,40.289662412,40.289662412,0.0,29.366389155,29.366389155,0.0,2.531004,30.619846528
02/2016,A-0300,A-0300-M - Campo San Ramón,Terrestre,Cuencas del Sureste,6.762513396,6.762513396,0.0,6.741420766,6.741420766,0.0,0.15195,1.736418581
02/2016,A-0305,A-0305-M - Campo Sen,Terrestre,Cuencas del Sureste,4.63210445,4.63210445,0.0,19.074627713,19.074627713,0.0,0.564608,6.580649023
02/2016,A-0306,A-0306-M - Campo Shishito,Terrestre,Cuencas del Sureste,7.341617359,7.341617359,0.0,4.100695233,4.100695233,0.0,0.003813,5.608766483
02/2016,A-0310,A-0310-M - Campo Sini,Terrestre,Cuencas del Sureste,14.688325083,14.688325083,0.0,31.752029453,31.752029453,0.0,0.040642,0.685588199
02/2016,A-0312,A-0312-M - Campo Sitio Grande,Terrestre,Cuencas del Sureste,0.162922296,0.162922296,0.0,9.472912252,9.472912252,0.0,0.423439,1.3145682
02/2016,A-0317,A-0317-M - Campo Sunuapa,Terrestre,Cuencas del Sureste,3.597320593,3.597320593,0.0,42.836301011,42.836301011,0.0,3.033238,1.320207329
02/2016,A-0329,A-0329-2M - Campo Teotleco,Terrestre,Cuencas del Sureste,5.485182501,5.485182501,0.0,47.094962,47.094962,0.0,0.700773,1.181181061
02/2016,A-0331,A-0331-M - Campo Tepetitán,Terrestre,Cuencas del Sureste,0.0,0.0,0.0,8.804460742,0.0,8.804460742,0.027293,0.0
02/2016,A-0332,A-0332-2M - Campo Terra,Terrestre,Cuencas del Sureste,23.195223513,23.195223513,0.0,62.807274323,62.807274323,0.0,0.43337,2.616556798
