COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,
POZOS TERMINADOS,,,,,
,,,,,
Datos a diciembre - 2024.,,,,,
,,,,,
FECHA,CUENCA,CATEGORIA_POZO,UBICACION,OPERADOR,POZOS_TERMINADOS
03/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10
03/2005,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2005,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
03/2005,Tampico-Misantla,Exploración,Aguas someras,Pemex Exploración y Producción,2
03/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,7
03/2005,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2005,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,45
04/2005,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
04/2005,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
04/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,17
04/2005,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
04/2005,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,9
04/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
04/2005,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2005,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,36
05/2005,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
05/2005,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
05/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
05/2005,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
05/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,10
05/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
05/2005,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
06/2005,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,32
06/2005,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
06/2005,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
06/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10
06/2005,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
06/2005,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2005,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
06/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,11
06/2005,Tampico-Misantla,Exploración,Aguas someras,Pemex Exploración y Producción,1
06/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2005,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2005,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,29
07/2005,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
07/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,14
07/2005,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2005,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4
07/2005,Tampico-Misantla,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,4
07/2005,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
08/2005,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,36
08/2005,Burgos,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2005,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2005,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
08/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
08/2005,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2005,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
08/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
09/2005,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,33
09/2005,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2005,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
09/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
09/2005,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
09/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2005,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,3
10/2005,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,35
10/2005,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,4
10/2005,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
10/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,18
10/2005,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
10/2005,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2005,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
10/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
10/2005,Tampico-Misantla,Exploración,Aguas someras,Pemex Exploración y Producción,1
10/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
10/2005,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2005,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,29
11/2005,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
11/2005,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
11/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,15
11/2005,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2005,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,14
11/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
11/2005,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
12/2005,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,28
12/2005,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2005,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
12/2005,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
12/2005,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
12/2005,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
12/2005,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4
12/2005,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2005,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,26
01/2006,Burgos,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,4
01/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
01/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
01/2006,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2006,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
01/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
01/2006,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,39
02/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
02/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
02/2006,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
02/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
02/2006,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
02/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
03/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,40
03/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
03/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
03/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
03/2006,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
03/2006,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
03/2006,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
03/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
03/2006,Tampico-Misantla,Exploración,Aguas someras,Pemex Exploración y Producción,1
03/2006,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,38
04/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,5
04/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
04/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
04/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
04/2006,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
05/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,37
05/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
05/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
05/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
05/2006,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
05/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
05/2006,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,37
06/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
06/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
06/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,8
06/2006,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
06/2006,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2006,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
06/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,12
06/2006,Tampico-Misantla,Exploración,Aguas someras,Pemex Exploración y Producción,1
06/2006,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,28
07/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
07/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
07/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
07/2006,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2006,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
07/2006,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,20
08/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
08/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,11
08/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
08/2006,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
08/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
08/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,29
09/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,4
09/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
09/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
09/2006,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
09/2006,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,3
10/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,26
10/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
10/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
10/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
10/2006,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
10/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,4
10/2006,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,4
11/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,43
11/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
11/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
11/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,5
11/2006,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2006,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,9
11/2006,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
11/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2006,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,26
12/2006,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
12/2006,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
12/2006,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,7
12/2006,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
12/2006,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2006,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2006,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
12/2006,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,29
01/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
01/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,3
01/2007,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2007,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2007,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
01/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,7
01/2007,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,25
02/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
02/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,2
02/2007,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
02/2007,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,11
02/2007,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
03/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,34
03/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,4
03/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
03/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,4
03/2007,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2007,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
03/2007,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
03/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
03/2007,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2007,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,37
04/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
04/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
04/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,12
04/2007,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
04/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
04/2007,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
05/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,27
05/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
05/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
05/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
05/2007,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2007,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
05/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,11
05/2007,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
05/2007,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,29
06/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
06/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
06/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
06/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,9
06/2007,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2007,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
07/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,23
07/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
07/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
07/2007,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2007,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
07/2007,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2007,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
07/2007,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,3
08/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,21
08/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
08/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
08/2007,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2007,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
08/2007,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
08/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,22
08/2007,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
09/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,20
09/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
09/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
09/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,17
09/2007,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2007,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
10/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,22
10/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
10/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,7
10/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,26
10/2007,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
10/2007,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,21
11/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
11/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
11/2007,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2007,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,23
11/2007,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2007,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,16
12/2007,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,5
12/2007,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
12/2007,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
12/2007,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
12/2007,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,21
12/2007,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
12/2007,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
01/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,10
01/2008,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,4
01/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
01/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,12
01/2008,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2008,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
01/2008,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
01/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,18
01/2008,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,12
02/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
02/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,12
02/2008,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
02/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,15
02/2008,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
02/2008,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,3
03/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,21
03/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
03/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,15
03/2008,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,26
03/2008,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,14
04/2008,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
04/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
04/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,8
04/2008,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
04/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,23
04/2008,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
04/2008,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
05/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,10
05/2008,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
05/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
05/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,14
05/2008,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
05/2008,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,29
05/2008,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2008,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,17
06/2008,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2008,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
06/2008,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
06/2008,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
06/2008,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,2
06/2008,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,31
06/2008,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2008,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,2
