COMISIÓN NACIONAL DE HIDROCARBUROS,,,,,
POZOS TERMINADOS,,,,,
,,,,,
Datos a diciembre - 2024.,,,,,
,,,,,
FECHA,CUENCA,CATEGORIA_POZO,UBICACION,OPERADOR,POZOS_TERMINADOS
11/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,65
11/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2011,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,18
12/2011,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
12/2011,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,22
12/2011,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
12/2011,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2011,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2011,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
12/2011,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
12/2011,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,4
12/2011,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2011,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,64
12/2011,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,21
01/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
01/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,18
01/2012,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
01/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,52
01/2012,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
01/2012,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,22
02/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
02/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,14
02/2012,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
02/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,43
03/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,10
03/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
03/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,20
03/2012,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2012,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2012,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,56
03/2012,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
04/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,17
04/2012,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
04/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
04/2012,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,2
04/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,53
04/2012,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,15
05/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
05/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,22
05/2012,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2012,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
05/2012,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
05/2012,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
05/2012,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
05/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,72
05/2012,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
06/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,12
06/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
06/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,23
06/2012,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2012,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
06/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,62
06/2012,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
07/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,17
07/2012,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
07/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,23
07/2012,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
07/2012,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,2
07/2012,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
07/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,52
07/2012,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
08/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,20
08/2012,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
08/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,23
08/2012,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,52
09/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,15
09/2012,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
09/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,18
09/2012,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
09/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,86
09/2012,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
10/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,16
10/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
10/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,27
10/2012,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
10/2012,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2012,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2012,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
10/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,78
11/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,20
11/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,27
11/2012,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
11/2012,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
11/2012,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
11/2012,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,66
11/2012,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
11/2012,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2012,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,17
12/2012,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2012,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
12/2012,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,20
12/2012,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
12/2012,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
12/2012,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
12/2012,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,42
12/2012,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
12/2012,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,13
01/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
01/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,20
01/2013,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2013,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2013,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
01/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,63
01/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,13
02/2013,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
02/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,19
02/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,39
02/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,17
03/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
03/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,20
03/2013,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2013,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,42
03/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
03/2013,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
04/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,9
04/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
04/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,28
04/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,32
04/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
04/2013,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,9
05/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
05/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,25
05/2013,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
05/2013,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,30
05/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,7
06/2013,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
06/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,25
06/2013,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,19
06/2013,Tampico-Misantla,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,12
07/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
07/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,27
07/2013,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
07/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,25
07/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
08/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,13
08/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
08/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,29
08/2013,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
08/2013,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,3
08/2013,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
08/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,11
08/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,9
09/2013,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
09/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,28
09/2013,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2013,Plataforma de Yucatán,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,12
09/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2013,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
10/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,11
10/2013,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,2
10/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
10/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,33
10/2013,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
10/2013,Golfo de México Profundo,Desarrollo,Aguas profundas,Pemex Exploración y Producción,1
10/2013,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
10/2013,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
10/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,15
10/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,4
11/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,5
11/2013,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
11/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,26
11/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,17
11/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
11/2013,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
12/2013,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,16
12/2013,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,3
12/2013,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
12/2013,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,21
12/2013,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,3
12/2013,Sabinas-Burro-Picachos,Desarrollo,Terrestre,Pemex Exploración y Producción,1
12/2013,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,11
12/2013,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,6
12/2013,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,8
01/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
01/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,17
01/2014,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
01/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,12
01/2014,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
02/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,7
02/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
02/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,18
02/2014,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
02/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,11
02/2014,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
02/2014,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
03/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,10
03/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
03/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
03/2014,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
03/2014,Golfo de México Profundo,Desarrollo,Aguas profundas,Pemex Exploración y Producción,1
03/2014,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
03/2014,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
03/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,12
03/2014,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
04/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,5
04/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
04/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,7
04/2014,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,2
04/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,13
04/2014,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,11
05/2014,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
05/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
05/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,8
05/2014,Golfo de México Profundo,Exploración,Aguas profundas,Pemex Exploración y Producción,1
05/2014,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
05/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,11
05/2014,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,13
06/2014,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
06/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,2
06/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
06/2014,Golfo de México Profundo,Desarrollo,Aguas profundas,Pemex Exploración y Producción,1
06/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,16
06/2014,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,5
07/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,14
07/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
07/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,10
07/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,13
07/2014,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,3
08/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,32
08/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
08/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,15
08/2014,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,2
08/2014,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2014,Sabinas-Burro-Picachos,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,10
08/2014,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
09/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,20
09/2014,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
09/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
09/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,14
09/2014,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,1
09/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
09/2014,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
10/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,13
10/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
10/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
10/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,14
10/2014,Veracruz,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,22
11/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
11/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,8
11/2014,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
11/2014,Golfo de México Profundo,Desarrollo,Aguas profundas,Pemex Exploración y Producción,2
11/2014,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
11/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,10
12/2014,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,18
12/2014,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,6
12/2014,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
12/2014,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
01/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,4
01/2015,Burgos,Exploración,Terrestre,Pemex Exploración y Producción,1
01/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,7
01/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,9
01/2015,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
01/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,1
02/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,9
02/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
02/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,13
02/2015,Golfo de México Profundo,Desarrollo,Aguas profundas,Pemex Exploración y Producción,1
02/2015,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
02/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,5
03/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,10
03/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,4
03/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,12
03/2015,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,3
03/2015,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
03/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,6
04/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,4
04/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,8
04/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,17
04/2015,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
04/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,9
05/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,4
05/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,5
05/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,14
05/2015,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
05/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
06/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
06/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
06/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,11
06/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
06/2015,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,1
07/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
07/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,6
07/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,9
07/2015,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
08/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
08/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,14
08/2015,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,3
08/2015,Cuencas del Sureste,Exploración,Terrestre,Pemex Exploración y Producción,1
08/2015,Golfo de México Profundo,Exploración,Aguas ultra profundas,Pemex Exploración y Producción,1
08/2015,Tampico-Misantla,Desarrollo,Aguas someras,Pemex Exploración y Producción,1
08/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,8
08/2015,Veracruz,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2015,Burgos,Desarrollo,Terrestre,Pemex Exploración y Producción,2
09/2015,Cuencas del Sureste,Desarrollo,Aguas someras,Pemex Exploración y Producción,3
09/2015,Cuencas del Sureste,Desarrollo,Terrestre,Pemex Exploración y Producción,7
09/2015,Cuencas del Sureste,Exploración,Aguas someras,Pemex Exploración y Producción,4
09/2015,Tampico-Misantla,Desarrollo,Terrestre,Pemex Exploración y Producción,3
